Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Euxoa nigricans voucher MM03617 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa nigricans,773,773,100%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872065.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""HM872065.1"")"
"Euxoa nigricans voucher MM14690 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa nigricans,773,773,100%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM876220.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""HM876220.1"")"
"Euxoa nigricans voucher MM18674 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa nigricans,773,773,100%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573348.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""KM573348.1"")"
"Euxoa nigricans voucher NHMO-08198 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa nigricans,767,767,100%,0.0,99.76,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047761.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""KX047761.1"")"
"Lepidoptera sp. BOLD:AAA2634 voucher BC-HAXNoctu0219 collection-date 28-Aug-2007 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAA2634,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ966831.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""HQ966831.1"")"
"Euxoa nigricans voucher TLMF Lep 06188 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa nigricans,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573304.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""KM573304.1"")"
"Euxoa nigricans voucher MM06955 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa nigricans,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873595.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""HM873595.1"")"
"Euxoa nigricans voucher MM04904 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa nigricans,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872593.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""HM872593.1"")"
"Euxoa nigricans voucher MM14694 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa nigricans,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM876224.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""HM876224.1"")"
"Euxoa nigricans voucher MM14691 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa nigricans,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM876221.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""HM876221.1"")"
"Euxoa nigricans voucher MM18655 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa nigricans,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573372.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""KM573372.1"")"
"Euxoa nigricans voucher BC ZSM Lep 31710 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa nigricans,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM914209.1?report=genbank&log$=nucltop&blast_rank=12&RID=8E8XF8GY016"",""HM914209.1"")"
"Euxoa nigricans voucher BC ZSM Lep 37659 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa nigricans,756,756,100%,0.0,99.28,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN284039.1?report=genbank&log$=nucltop&blast_rank=13&RID=8E8XF8GY016"",""JN284039.1"")"
