Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Chortodes pygminus voucher BC ZSM Lep 61306 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chortodes pygminus,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX046950.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""KX046950.1"")"
"Chortodes pygminus voucher BC ZSM Lep 28088 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chortodes pygminus,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU707429.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""GU707429.1"")"
"Chortodes pygminus voucher BC ZSM Lep 34455 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chortodes pygminus,678,678,100%,0.0,95.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ565345.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""HQ565345.1"")"
"Chortodes pygminus voucher TLMF Lep 08763 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chortodes pygminus,673,673,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM572811.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""KM572811.1"")"
"Chortodes pygminus cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Chortodes pygminus,669,669,100%,0.0,95.45,666,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX282438.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""JX282438.1"")"
"Orthogonia sera isolate JG100812.221 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Orthogonia sera,651,651,100%,0.0,94.74,627,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF050558.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""MF050558.1"")"
"Amphipoea fucosa voucher LN-BD0359 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amphipoea fucosa,645,645,100%,2e-180,94.50,619,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX044640.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""KX044640.1"")"
"Euros proprius voucher BIOUG<CAN>:BIOUG00848-D08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euros proprius,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN301443.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""JN301443.1"")"
"Apamea alia voucher 08BBLEP-02074 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Apamea alia,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ386519.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""KJ386519.1"")"
"Leucapamea askoldis isolate 0045 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Leucapamea askoldis,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT129187.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""MT129187.1"")"
"Mesoligia literosa voucher BC ZSM Lep 31967 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mesoligia literosa,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM910596.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""HM910596.1"")"
"Mesoligia literosa voucher MM11537 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mesoligia literosa,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875048.1?report=genbank&log$=nucltop&blast_rank=12&RID=8E8XF8GY016"",""HM875048.1"")"
"Apamea alia voucher BIOUG<CAN>:04HBL005636 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Apamea alia,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU093745.1?report=genbank&log$=nucltop&blast_rank=13&RID=8E8XF8GY016"",""GU093745.1"")"
"Apamea alia voucher BIOUG<CAN>:04HBL006297 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Apamea alia,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU093014.1?report=genbank&log$=nucltop&blast_rank=14&RID=8E8XF8GY016"",""GU093014.1"")"
"Apamea alia voucher BIOUG<CAN>:moth1068.01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Apamea alia,640,640,100%,9e-179,94.26,639,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU094430.1?report=genbank&log$=nucltop&blast_rank=15&RID=8E8XF8GY016"",""GU094430.1"")"
"Apamea alia voucher DH002853 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Apamea alia,636,636,100%,1e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ385560.1?report=genbank&log$=nucltop&blast_rank=16&RID=8E8XF8GY016"",""KJ385560.1"")"
"Eremohadena halimi voucher BC ZSM Lep 48628 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eremohadena halimi,636,636,99%,1e-177,94.23,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN286966.1?report=genbank&log$=nucltop&blast_rank=17&RID=8E8XF8GY016"",""JN286966.1"")"
"Capsula subflava voucher UASM58537 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Capsula subflava,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ391483.1?report=genbank&log$=nucltop&blast_rank=18&RID=8E8XF8GY016"",""KJ391483.1"")"
"Apamea alia voucher CGWC-3100 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Apamea alia,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ389507.1?report=genbank&log$=nucltop&blast_rank=19&RID=8E8XF8GY016"",""KJ389507.1"")"
"Apamea alia voucher BIOUG<CAN>:AVBC 201-10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Apamea alia,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF852638.1?report=genbank&log$=nucltop&blast_rank=20&RID=8E8XF8GY016"",""JF852638.1"")"
"Apamea alia voucher BIOUG<CAN>:10BBCLP-1634 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Apamea alia,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF842628.1?report=genbank&log$=nucltop&blast_rank=21&RID=8E8XF8GY016"",""JF842628.1"")"
