Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Scythris potentillella voucher MM09231 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris potentillella,701,701,100%,0.0,96.89,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874184.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GJEE4XV016"",""HM874184.1"")"
"Scythris potentillella voucher MM14463 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris potentillella,701,701,100%,0.0,96.89,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM876105.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GJEE4XV016"",""HM876105.1"")"
"Lepidoptera sp. BOLD:AAD9067 voucher MM16008 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris potentillella,697,697,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN279156.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GJEE4XV016"",""JN279156.1"")"
"Scythris cicadella voucher MM20634 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris cicadella,673,673,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX048897.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GJEE4XV016"",""KX048897.1"")"
"Scythris nr. ventosella KN-2014 voucher KN00226 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris nr. ventosella KN-2014,662,662,100%,0.0,95.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF808454.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GJEE4XV016"",""KF808454.1"")"
"Scythris similis voucher TLMF Lep 05210 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris similis,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042617.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GJEE4XV016"",""KX042617.1"")"
"Lepidoptera sp. BOLD:AAU0904 voucher TLMF Lep 03443 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris ventosella,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN279182.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GJEE4XV016"",""JN279182.1"")"
"Scythris obscurella voucher TLMF Lep 01026 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris obscurella,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM381590.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GJEE4XV016"",""HM381590.1"")"
"Scythris glacialis voucher TLMF Lep 00604 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris glacialis,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM381444.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GJEE4XV016"",""HM381444.1"")"
"Scythris speyeri voucher TLMF Lep 03422 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris speyeri,630,630,100%,6e-176,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042318.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GJEE4XV016"",""KX042318.1"")"
"Lepidoptera sp. BOLD:AAU2146 voucher TLMF Lep 03417 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris speyeri,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN279178.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GJEE4XV016"",""JN279178.1"")"
"Scythris obscurella voucher BC ZSM Lep 29073 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris obscurella,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ563425.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GJEE4XV016"",""HQ563425.1"")"
"Scythris obscurella voucher MM06455 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris obscurella,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873262.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GJEE4XV016"",""HM873262.1"")"
"Scythris speyeri voucher TLMF Lep 03415 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris speyeri,623,623,100%,1e-173,93.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042556.1?report=genbank&log$=nucltop&blast_rank=14&RID=8GJEE4XV016"",""KX042556.1"")"
"Scythris flavilaterella voucher TLMF Lep 03484 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris flavilaterella,623,623,100%,1e-173,93.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042526.1?report=genbank&log$=nucltop&blast_rank=15&RID=8GJEE4XV016"",""KX042526.1"")"
"Scythris speyeri voucher TLMF Lep 03413 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris speyeri,623,623,100%,1e-173,93.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042065.1?report=genbank&log$=nucltop&blast_rank=16&RID=8GJEE4XV016"",""KX042065.1"")"
"Lepidoptera sp. BOLD:AAU2146 voucher TLMF Lep 03416 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris speyeri,623,623,100%,1e-173,93.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN279177.1?report=genbank&log$=nucltop&blast_rank=17&RID=8GJEE4XV016"",""JN279177.1"")"
"Scythris obscurella voucher TLMF Lep 04510 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris obscurella,621,621,98%,3e-173,93.92,651,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573194.1?report=genbank&log$=nucltop&blast_rank=18&RID=8GJEE4XV016"",""KM573194.1"")"
"Scythris flavilaterella voucher TLMF Lep 03421 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris flavilaterella,617,617,100%,4e-172,93.30,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042002.1?report=genbank&log$=nucltop&blast_rank=19&RID=8GJEE4XV016"",""KX042002.1"")"
"Scythris flavilaterella voucher BC ZSM Lep 28652 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris flavilaterella,617,617,100%,4e-172,93.30,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU707293.1?report=genbank&log$=nucltop&blast_rank=20&RID=8GJEE4XV016"",""GU707293.1"")"
"Scythris knochella voucher BC ZSM Lep 25661 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris knochella,616,616,99%,2e-171,93.29,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM422165.1?report=genbank&log$=nucltop&blast_rank=21&RID=8GJEE4XV016"",""HM422165.1"")"
"Scythris flavilaterella voucher TLMF Lep 03414 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris flavilaterella,612,612,100%,2e-170,93.06,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042458.1?report=genbank&log$=nucltop&blast_rank=22&RID=8GJEE4XV016"",""KX042458.1"")"
"Scythris flavilaterella voucher TLMF Lep 03410 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris flavilaterella,612,612,100%,2e-170,93.06,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042116.1?report=genbank&log$=nucltop&blast_rank=23&RID=8GJEE4XV016"",""KX042116.1"")"
"Scythris hornigii voucher TLMF Lep 01726 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris hornigii,612,612,100%,2e-170,93.06,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ968930.1?report=genbank&log$=nucltop&blast_rank=24&RID=8GJEE4XV016"",""HQ968930.1"")"
"Scythris flavilaterella voucher BC ZSM Lep 37489 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris flavilaterella,612,612,100%,2e-170,93.06,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ955556.1?report=genbank&log$=nucltop&blast_rank=25&RID=8GJEE4XV016"",""HQ955556.1"")"
"Scythris amphonycella voucher TLMF Lep 01060 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris amphonycella,612,612,98%,2e-170,93.45,652,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM381620.1?report=genbank&log$=nucltop&blast_rank=26&RID=8GJEE4XV016"",""HM381620.1"")"
"Scythris cuspidella voucher BC ZSM Lep 28650 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris cuspidella,612,612,100%,2e-170,93.06,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU707296.1?report=genbank&log$=nucltop&blast_rank=27&RID=8GJEE4XV016"",""GU707296.1"")"
"Lepidoptera sp. BOLD:AAU1072 voucher TLMF Lep 03407 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris flavilaterella,608,608,98%,3e-169,93.41,650,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN279176.1?report=genbank&log$=nucltop&blast_rank=28&RID=8GJEE4XV016"",""JN279176.1"")"
"Scythris emichi voucher MM20633 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris emichi,606,606,100%,1e-168,92.82,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX048804.1?report=genbank&log$=nucltop&blast_rank=29&RID=8GJEE4XV016"",""KX048804.1"")"
"Scythris punctivittella voucher TLMF Lep 03459 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris punctivittella,584,584,100%,4e-162,91.87,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042348.1?report=genbank&log$=nucltop&blast_rank=30&RID=8GJEE4XV016"",""KX042348.1"")"
"Scythris heinemanni voucher TLMF Lep 03467 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scythris heinemanni,582,582,99%,2e-161,91.87,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042503.1?report=genbank&log$=nucltop&blast_rank=31&RID=8GJEE4XV016"",""KX042503.1"")"
