Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Batia lunaris voucher UBC-2007-0555 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lunaris,662,662,100%,0.0,95.22,638,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ412198.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GP51B9F016"",""FJ412198.1"")"
"Batia lunaris voucher UBC-2007-0558 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lunaris,662,662,100%,0.0,95.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ412195.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GP51B9F016"",""FJ412195.1"")"
"Batia lunaris voucher UBC-2007-0321 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lunaris,658,658,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ412203.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GP51B9F016"",""FJ412203.1"")"
"Batia lunaris voucher UBC-2007-0323 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lunaris,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ412201.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GP51B9F016"",""FJ412201.1"")"
"Batia internella voucher BC ZSM Lep 61431 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia internella,584,584,100%,4e-162,91.87,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX046016.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GP51B9F016"",""KX046016.1"")"
"Batia lambdella voucher TLMF Lep 02264 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lambdella,584,584,100%,4e-162,91.87,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF859839.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GP51B9F016"",""JF859839.1"")"
"Batia lambdella voucher BC ZSM Lep 37813 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lambdella,584,584,100%,4e-162,91.87,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ563634.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GP51B9F016"",""HQ563634.1"")"
"Lepidoptera sp. BOLD:AAK0036 voucher TLMF Lep 03937 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lambdella,579,579,100%,2e-160,91.63,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN274842.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GP51B9F016"",""JN274842.1"")"
"Batia lambdella voucher TLMF Lep 02222 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lambdella,579,579,100%,2e-160,91.63,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF859804.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GP51B9F016"",""JF859804.1"")"
"Batia lunaris voucher BIOUG28053-C07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lunaris,568,568,84%,5e-157,95.49,594,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG359074.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GP51B9F016"",""MG359074.1"")"
"Batia lunaris voucher BIOUG18890-A02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lunaris,560,560,83%,8e-155,95.69,588,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KR939269.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GP51B9F016"",""KR939269.1"")"
"Tachystola sp. ANIC9 voucher BIOUG<CAN>:BIOUG00843-C12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Tachystola sp. ANIC9,551,551,100%,5e-152,90.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN307474.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GP51B9F016"",""JN307474.1"")"
"Chaliniastis astrapaea voucher 11ANIC-15117 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chaliniastis astrapaea,549,549,99%,2e-151,90.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF388491.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GP51B9F016"",""KF388491.1"")"
"Batia lunaris voucher BIOUG28193-F05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lunaris,547,547,82%,6e-151,95.34,525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG359120.1?report=genbank&log$=nucltop&blast_rank=14&RID=8GP51B9F016"",""MG359120.1"")"
"Psamatodes abydata voucher LMR_Geo116 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Psamatodes abydata,545,545,100%,2e-150,90.19,619,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ995037.1?report=genbank&log$=nucltop&blast_rank=15&RID=8GP51B9F016"",""MZ995037.1"")"
"Tachystola sp. ANIC9 voucher CCDB-15779-B07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Tachystola sp. ANIC9,545,545,100%,2e-150,90.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF400064.1?report=genbank&log$=nucltop&blast_rank=16&RID=8GP51B9F016"",""KF400064.1"")"
"Tachystola sp. ANIC9 voucher BIOUG<CAN>:BIOUG00831-G03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Tachystola sp. ANIC9,545,545,100%,2e-150,90.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN307587.1?report=genbank&log$=nucltop&blast_rank=17&RID=8GP51B9F016"",""JN307587.1"")"
