Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Orthosia cruda isolate 34Eyvan cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Orthosia cruda,750,750,100%,0.0,99.04,553,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT833842.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GNTKHYS013"",""MT833842.1"")"
"Orthosia cruda isolate 2Shaba cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Orthosia cruda,750,750,100%,0.0,99.04,595,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT833841.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GNTKHYS013"",""MT833841.1"")"
"Orthosia cruda voucher LN-BD0290 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Orthosia cruda,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX045191.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GNTKHYS013"",""KX045191.1"")"
"Orthosia cruda voucher LN-BD0289 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Orthosia cruda,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX044975.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GNTKHYS013"",""KX044975.1"")"
"Orthosia cruda voucher LN-BD0288 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Orthosia cruda,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047411.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GNTKHYS013"",""KX047411.1"")"
"Orthosia cruda voucher LN-BD0287 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Orthosia cruda,719,719,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX045039.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GNTKHYS013"",""KX045039.1"")"
"Orthosia cruda isolate S1.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Orthosia cruda,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY421520.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GNTKHYS013"",""KY421520.1"")"
"Orthosia cruda voucher LN-BD0286 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Orthosia cruda,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX044781.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GNTKHYS013"",""KX044781.1"")"
"Orthosia cruda voucher RMNH.INS.538675 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Orthosia cruda,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX049631.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GNTKHYS013"",""KX049631.1"")"
"Orthosia cruda voucher MM04618 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Orthosia cruda,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872482.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GNTKHYS013"",""HM872482.1"")"
