Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Chionodes lugubrella voucher MM13505 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,662,662,100%,0.0,95.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875628.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GP03A6U016"",""HM875628.1"")"
"Chionodes lugubrella voucher TLMF Lep 02805 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF860300.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GP03A6U016"",""JF860300.1"")"
"Chionodes lugubrella voucher MM03257 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871902.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GP03A6U016"",""HM871902.1"")"
"Chionodes lugubrella voucher MM03079 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,656,656,100%,0.0,94.98,615,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871810.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GP03A6U016"",""HM871810.1"")"
"Chionodes lugubrella voucher TLMF Lep 22041 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN806440.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GP03A6U016"",""MN806440.1"")"
"Chionodes lugubrella voucher TLMF Lep 15549 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN804619.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GP03A6U016"",""MN804619.1"")"
"Chionodes lugubrella voucher TLMF Lep 15548 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN806981.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GP03A6U016"",""MN806981.1"")"
"Chionodes lugubrella voucher TLMF Lep 12446 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN804810.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GP03A6U016"",""MN804810.1"")"
"Chionodes lugubrella voucher TLMF Lep 01888 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ968316.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GP03A6U016"",""HQ968316.1"")"
"Chionodes lugubrella voucher TLMF Lep 01887 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ968315.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GP03A6U016"",""HQ968315.1"")"
"Chionodes lugubrella voucher NHMO-DAR-1505 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN804155.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GP03A6U016"",""MN804155.1"")"
"Chionodes lugubrella voucher NHMO-DAR-4008 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN804073.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GP03A6U016"",""MN804073.1"")"
"Chionodes lugubrella voucher NHMO-DAR-5511 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN803786.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GP03A6U016"",""MN803786.1"")"
"Chionodes lugubrella voucher NHMO-DAR-5512 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN806990.1?report=genbank&log$=nucltop&blast_rank=14&RID=8GP03A6U016"",""MN806990.1"")"
"Chionodes lugubrella voucher TLMF Lep 22040 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN806441.1?report=genbank&log$=nucltop&blast_rank=15&RID=8GP03A6U016"",""MN806441.1"")"
"Chionodes lugubrella voucher NHMO-06123 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,640,640,100%,9e-179,94.26,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX049825.1?report=genbank&log$=nucltop&blast_rank=16&RID=8GP03A6U016"",""KX049825.1"")"
"Chionodes lugubrella voucher KLM Lep 12412 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,616,616,93%,2e-171,95.13,632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN806002.1?report=genbank&log$=nucltop&blast_rank=17&RID=8GP03A6U016"",""MN806002.1"")"
"Chionodes lugubrella voucher 10BBCLP-2607 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,612,612,100%,2e-170,93.06,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM545951.1?report=genbank&log$=nucltop&blast_rank=18&RID=8GP03A6U016"",""KM545951.1"")"
Chionodes lugubrella mitochondrion,Chionodes lugubrella,606,606,100%,1e-168,92.82,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX008466.1?report=genbank&log$=nucltop&blast_rank=19&RID=8GP03A6U016"",""JX008466.1"")"
Chionodes lugubrella mitochondrion,Chionodes lugubrella,606,606,100%,1e-168,92.82,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX008193.1?report=genbank&log$=nucltop&blast_rank=20&RID=8GP03A6U016"",""JX008193.1"")"
"Chionodes lugubrella voucher CNCLEP00061416 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,606,606,100%,1e-168,92.82,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU693340.1?report=genbank&log$=nucltop&blast_rank=21&RID=8GP03A6U016"",""GU693340.1"")"
Chionodes lugubrella mitochondrion,Chionodes lugubrella,601,601,100%,4e-167,92.58,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX008456.1?report=genbank&log$=nucltop&blast_rank=22&RID=8GP03A6U016"",""JX008456.1"")"
Chionodes lugubrella mitochondrion,Chionodes lugubrella,601,601,100%,4e-167,92.58,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX008278.1?report=genbank&log$=nucltop&blast_rank=23&RID=8GP03A6U016"",""JX008278.1"")"
Chionodes lugubrella mitochondrion,Chionodes lugubrella,601,601,100%,4e-167,92.58,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX008150.1?report=genbank&log$=nucltop&blast_rank=24&RID=8GP03A6U016"",""JX008150.1"")"
Chionodes lugubrella mitochondrion,Chionodes lugubrella,601,601,100%,4e-167,92.58,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX008122.1?report=genbank&log$=nucltop&blast_rank=25&RID=8GP03A6U016"",""JX008122.1"")"
Chionodes lugubrella mitochondrion,Chionodes lugubrella,595,595,100%,2e-165,92.34,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX008334.1?report=genbank&log$=nucltop&blast_rank=26&RID=8GP03A6U016"",""JX008334.1"")"
"Chionodes lugubrella voucher CNCLEP00061417 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,595,595,100%,2e-165,92.34,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU693341.1?report=genbank&log$=nucltop&blast_rank=27&RID=8GP03A6U016"",""GU693341.1"")"
"Chionodes lugubrella voucher BIOUG03487-F02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,579,579,94%,2e-160,92.95,637,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM540525.1?report=genbank&log$=nucltop&blast_rank=28&RID=8GP03A6U016"",""KM540525.1"")"
"Chionodes lugubrella voucher BIOUG03487-E01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,569,569,94%,1e-157,92.66,635,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM543365.1?report=genbank&log$=nucltop&blast_rank=29&RID=8GP03A6U016"",""KM543365.1"")"
"Chionodes luctuella voucher NHMO-06098 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes luctuella,568,568,100%,5e-157,91.17,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX048384.1?report=genbank&log$=nucltop&blast_rank=30&RID=8GP03A6U016"",""KX048384.1"")"
"Chionodes lugubrella voucher BIOUG03487-F06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,568,568,94%,5e-157,92.64,634,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM551604.1?report=genbank&log$=nucltop&blast_rank=31&RID=8GP03A6U016"",""KM551604.1"")"
"Chionodes luctuella voucher MM09778 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes luctuella,568,568,100%,5e-157,91.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM387036.1?report=genbank&log$=nucltop&blast_rank=32&RID=8GP03A6U016"",""HM387036.1"")"
"Chionodes lugubrella voucher BIOUG03487-H02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes lugubrella,566,566,93%,2e-156,92.82,630,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM551009.1?report=genbank&log$=nucltop&blast_rank=33&RID=8GP03A6U016"",""KM551009.1"")"
Chionodes lugubrella mitochondrion,Chionodes lugubrella,566,566,93%,2e-156,92.82,597,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX008390.1?report=genbank&log$=nucltop&blast_rank=34&RID=8GP03A6U016"",""JX008390.1"")"
"Chionodes sp. BIOUG22280-H01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes sp. BIOUG22280-H01,562,562,100%,2e-155,90.91,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG365011.1?report=genbank&log$=nucltop&blast_rank=35&RID=8GP03A6U016"",""MG365011.1"")"
"Chionodes sp. BIOUG22099-A01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chionodes sp. BIOUG22099-A01,562,562,100%,2e-155,90.91,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG359766.1?report=genbank&log$=nucltop&blast_rank=36&RID=8GP03A6U016"",""MG359766.1"")"
