Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Eucosma aspidiscana voucher TLMF Lep 14710 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,723,723,100%,0.0,97.85,614,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP253252.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""KP253252.1"")"
"Eucosma aspidiscana voucher MM05449 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872834.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""HM872834.1"")"
"Eucosma aspidiscana voucher MM11026 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874938.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""HM874938.1"")"
"Eucosma aspidiscana voucher BC ZSM Lep 23576 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706837.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""GU706837.1"")"
"Eucosma aspidiscana voucher MM18338 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,712,712,100%,0.0,97.37,643,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX041254.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""KX041254.1"")"
"Eucosma metzneriana voucher TORTAG-TMG-175 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma metzneriana,712,712,100%,0.0,97.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC430493.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""KC430493.1"")"
"Eucosma metzneriana voucher BC ZSM Lep 23280 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma metzneriana,712,712,100%,0.0,97.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706393.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""GU706393.1"")"
"Eucosma aspidiscana voucher MM09962 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,706,706,100%,0.0,97.13,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF853454.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""JF853454.1"")"
"Eucosma aspidiscana voucher MM11029 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,706,706,100%,0.0,97.13,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874941.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""HM874941.1"")"
"Eucosma aspidiscana voucher MM11027 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,706,706,100%,0.0,97.13,645,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874939.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""HM874939.1"")"
"Lepidoptera sp. BOLD:AAC0954 voucher MM18337 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN274952.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""JN274952.1"")"
"Lepidoptera sp. BOLD:AAC0954 voucher MM19648 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma krygeri,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN274937.1?report=genbank&log$=nucltop&blast_rank=12&RID=8E8XF8GY016"",""JN274937.1"")"
"Eucosma wimmerana voucher BC ZSM Lep 61571 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma wimmerana,684,684,100%,0.0,96.17,637,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047558.1?report=genbank&log$=nucltop&blast_rank=13&RID=8E8XF8GY016"",""KX047558.1"")"
"Phaneta offectalis voucher TOR-DNA-0691 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Phaneta offectalis,678,678,100%,0.0,95.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC430529.1?report=genbank&log$=nucltop&blast_rank=14&RID=8E8XF8GY016"",""KC430529.1"")"
"Eucosma aspidiscana voucher BIOUG<CAN>:09PROBE-09344 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,678,678,100%,0.0,95.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM375600.1?report=genbank&log$=nucltop&blast_rank=15&RID=8E8XF8GY016"",""HM375600.1"")"
"Eucosma obumbratana voucher MM12306 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma obumbratana,673,673,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT782433.1?report=genbank&log$=nucltop&blast_rank=16&RID=8E8XF8GY016"",""KT782433.1"")"
"Eucosma albidulana voucher TLMF Lep 03220 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma albidulana,673,673,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042230.1?report=genbank&log$=nucltop&blast_rank=17&RID=8E8XF8GY016"",""KX042230.1"")"
"Phaneta bucephaloides voucher TOR-DNA-0669 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Phaneta bucephaloides,673,673,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC430528.1?report=genbank&log$=nucltop&blast_rank=18&RID=8E8XF8GY016"",""KC430528.1"")"
"Phaneta indagatricana voucher TOR-DNA-467 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Phaneta indagatricana,673,673,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC430525.1?report=genbank&log$=nucltop&blast_rank=19&RID=8E8XF8GY016"",""KC430525.1"")"
"Eucosma saussureana voucher MM15728 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma saussureana,673,673,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM876512.1?report=genbank&log$=nucltop&blast_rank=20&RID=8E8XF8GY016"",""HM876512.1"")"
"Eucosma scorzonerana voucher MM16883 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma scorzonerana,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT782506.1?report=genbank&log$=nucltop&blast_rank=21&RID=8E8XF8GY016"",""KT782506.1"")"
"Eucosma essexana voucher 05-ONMIS-0054 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma essexana,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT141570.1?report=genbank&log$=nucltop&blast_rank=22&RID=8E8XF8GY016"",""KT141570.1"")"
"Eucosma ferruginana voucher 2005-ONT-138 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma ferruginana,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT133255.1?report=genbank&log$=nucltop&blast_rank=23&RID=8E8XF8GY016"",""KT133255.1"")"
