Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Elophos vittarius voucher TLMF Lep 02725 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Yezognophos vittaria,701,701,100%,0.0,96.89,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF860248.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""JF860248.1"")"
"Yezognophos vittaria voucher BC ZSM Lep 24064 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Yezognophos vittaria,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU687324.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""GU687324.1"")"
"Elophos vittarius voucher TLMF Lep 02417 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Yezognophos vittaria,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF859959.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""JF859959.1"")"
"Elophos vittarius mendicarius voucher BMB Lep 00477 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elophos vittarius mendicarius,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX046377.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""KX046377.1"")"
"Elophos vittarius voucher TLMF Lep 00248 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Yezognophos vittaria,682,682,97%,0.0,96.81,648,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM425757.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""HM425757.1"")"
"Yezognophos vittaria voucher BC ZSM Lep 61295 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Yezognophos vittaria,675,675,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX045772.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""KX045772.1"")"
"Elophos vittarius voucher MM02824 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Yezognophos vittaria,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871721.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""HM871721.1"")"
"Elophos vittarius voucher MM04136 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Yezognophos vittaria,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM386923.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""HM386923.1"")"
"Elophos caelibaria voucher BC ZSM Lep 63600 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elophos caelibaria,630,630,100%,6e-176,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX044611.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""KX044611.1"")"
"Elophos caelibaria voucher BC NP 0284 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elophos caelibaria,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX072071.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""KX072071.1"")"
"Elophos caelibaria voucher BC NP 0183 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elophos caelibaria,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX071137.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""KX071137.1"")"
"Yezognophos vittaria voucher NHMO-06049 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Yezognophos vittaria,628,628,100%,2e-175,93.78,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX049067.1?report=genbank&log$=nucltop&blast_rank=12&RID=8E8XF8GY016"",""KX049067.1"")"
"Sciadia zelleraria voucher GF Lep 0042 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sciadia zelleraria,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX046608.1?report=genbank&log$=nucltop&blast_rank=13&RID=8E8XF8GY016"",""KX046608.1"")"
"Lepidoptera sp. BOLD:AAB4956 voucher BC ZSM Lep 24250 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sciadia tenebraria,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM903327.1?report=genbank&log$=nucltop&blast_rank=14&RID=8E8XF8GY016"",""HM903327.1"")"
"Elophos caelibaria voucher TLMF Lep 00729 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elophos caelibaria,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM426089.1?report=genbank&log$=nucltop&blast_rank=15&RID=8E8XF8GY016"",""HM426089.1"")"
