Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Sophronia sicariellus voucher KLM Lep 12445 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sophronia sicariellus,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN804564.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GP51B9F016"",""MN804564.1"")"
"Lepidoptera sp. BOLD:AAJ3723 voucher TLMF Lep 03809 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sophronia sicariellus,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN271043.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GP51B9F016"",""JN271043.1"")"
"Sophronia sicariellus voucher BC ZSM Lep 95184 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sophronia sicariellus,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN806241.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GP51B9F016"",""MN806241.1"")"
"Lepidoptera sp. BOLD:AAJ3723 voucher TLMF Lep 04364 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sophronia sicariellus,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN271082.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GP51B9F016"",""JN271082.1"")"
"Lepidoptera sp. BOLD:AAJ3723 voucher TLMF Lep 03813 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sophronia sicariellus,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN271046.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GP51B9F016"",""JN271046.1"")"
"Sophronia sicariellus voucher TLMF Lep 05359 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sophronia sicariellus,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN804356.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GP51B9F016"",""MN804356.1"")"
"Sophronia sicariellus voucher TLMF Lep 14973 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sophronia sicariellus,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN805869.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GP51B9F016"",""MN805869.1"")"
"Sophronia sicariellus voucher TLMF Lep 17489 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sophronia sicariellus,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN805302.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GP51B9F016"",""MN805302.1"")"
"Lepidoptera sp. BOLD:AAJ3723 voucher TLMF Lep 03811 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sophronia sicariellus,616,616,94%,2e-171,94.91,636,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN271045.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GP51B9F016"",""JN271045.1"")"
"Sophronia sicariellus voucher BC ZSM Lep 37856 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sophronia sicariellus,614,614,79%,6e-171,100.00,504,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX040539.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GP51B9F016"",""KX040539.1"")"
