Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Bucculatrix notella voucher LGE-G508 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Bucculatrix notella,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OL415144.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""OL415144.1"")"
"Bucculatrix ratisbonensis voucher MM23964 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix ratisbonensis,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ608346.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""MZ608346.1"")"
"Bucculatrix ratisbonensis voucher MM03949 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix ratisbonensis,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872248.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""HM872248.1"")"
"Bucculatrix artemisiella voucher MM03947 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Bucculatrix artemisiella,645,645,100%,2e-180,94.50,670,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU828698.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""GU828698.1"")"
"Bucculatrix ratisbonensis voucher NHMO-08034 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix ratisbonensis,640,640,100%,9e-179,94.26,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX048630.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""KX048630.1"")"
"Bucculatrix cristatella voucher MM17952 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix cristatella,638,638,99%,3e-178,94.24,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF854010.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""JF854010.1"")"
"Bucculatrix cristatella voucher MM03954 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix cristatella,638,638,99%,3e-178,94.24,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872252.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""HM872252.1"")"
"Bucculatrix cristatella voucher MM23773 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix cristatella,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ608211.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""MZ608211.1"")"
"Bucculatrix cristatella voucher MM10335 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix cristatella,632,632,99%,2e-176,94.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874663.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""HM874663.1"")"
"Bucculatrix cristatella voucher MM06517 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix cristatella,632,632,99%,2e-176,94.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873299.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""HM873299.1"")"
