Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Athrips pruinosella voucher BC ZSM Lep 95924 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Athrips pruinosella,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN806648.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""MN806648.1"")"
"Athrips pruinosella voucher 07PROBE-10170 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Athrips pruinosella,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT129646.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""KT129646.1"")"
"Athrips pruinosella voucher BC ZSM Lep 95989 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Athrips pruinosella,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN805738.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""MN805738.1"")"
"Athrips pruinosella voucher KLM Lep 01909 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Athrips pruinosella,634,634,100%,4e-177,94.02,614,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG522403.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""MG522403.1"")"
"Athrips pruinosella voucher BC ZSM Lep 95805 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Athrips pruinosella,630,630,100%,6e-176,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN804859.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""MN804859.1"")"
"Athrips spiraeae voucher TLMF Lep 25262 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Athrips spiraeae,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN804026.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""MN804026.1"")"
"Athrips pruinosella voucher NHMO-DAR-4036 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Athrips pruinosella,628,628,100%,2e-175,93.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN804000.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""MN804000.1"")"
"Athrips pruinosella voucher BC ZSM Lep 95647 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Athrips pruinosella,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN803780.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""MN803780.1"")"
"Athrips pruinosella voucher BC ZSM Lep 95936 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Athrips pruinosella,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN803719.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""MN803719.1"")"
"Athrips pruinosella voucher BC ZSM Lep 95925 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Athrips pruinosella,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN803714.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""MN803714.1"")"
