Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Charissa obscurata voucher BC ZSM Lep 14324 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Charissa obscurata,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX071648.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GNGZJNE013"",""KX071648.1"")"
"Charissa obscurata voucher UKLB43B07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Charissa obscurata,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX043795.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GNGZJNE013"",""KX043795.1"")"
"Charissa obscurata voucher SE MNC Lep 00843 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Charissa obscurata,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042693.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GNGZJNE013"",""KX042693.1"")"
"Charissa obscurata voucher MM12840 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Charissa obscurata,767,767,100%,0.0,99.76,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF784777.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GNGZJNE013"",""JF784777.1"")"
"Charissa obscurata voucher BC ZSM Lep 24057 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Charissa obscurata,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU687331.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GNGZJNE013"",""GU687331.1"")"
"Charissa obscurata voucher LEP-SS-00333 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Charissa obscurata,761,761,100%,0.0,99.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KU497359.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GNGZJNE013"",""KU497359.1"")"
"Charissa obscurata voucher BC ZSM Lep 14312 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Charissa obscurata,761,761,100%,0.0,99.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX071525.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GNGZJNE013"",""KX071525.1"")"
"Charissa obscurata voucher BC ZSM Lep 14305 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Charissa obscurata,761,761,100%,0.0,99.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX071427.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GNGZJNE013"",""KX071427.1"")"
"Charissa obscurata voucher SE MNC Lep 00613 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Charissa obscurata,761,761,100%,0.0,99.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ564926.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GNGZJNE013"",""HQ564926.1"")"
"Charissa obscurata voucher MM07258 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Charissa obscurata,761,761,100%,0.0,99.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873654.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GNGZJNE013"",""HM873654.1"")"
