Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Eucosma aspidiscana voucher MM09962 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,739,739,100%,0.0,98.56,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF853454.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GMN8PEH013"",""JF853454.1"")"
"Eucosma aspidiscana voucher MM18338 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,734,734,100%,0.0,98.33,643,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX041254.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GMN8PEH013"",""KX041254.1"")"
"Eucosma aspidiscana voucher TLMF Lep 14710 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,734,734,100%,0.0,98.33,614,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP253252.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GMN8PEH013"",""KP253252.1"")"
"Eucosma aspidiscana voucher MM05449 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,734,734,100%,0.0,98.33,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872834.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GMN8PEH013"",""HM872834.1"")"
"Eucosma aspidiscana voucher MM11026 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,734,734,100%,0.0,98.33,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874938.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GMN8PEH013"",""HM874938.1"")"
"Eucosma aspidiscana voucher BC ZSM Lep 23576 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,734,734,100%,0.0,98.33,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706837.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GMN8PEH013"",""GU706837.1"")"
"Eucosma metzneriana voucher TORTAG-TMG-175 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma metzneriana,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC430493.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GMN8PEH013"",""KC430493.1"")"
"Eucosma metzneriana voucher BC ZSM Lep 23280 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma metzneriana,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706393.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GMN8PEH013"",""GU706393.1"")"
"Lepidoptera sp. BOLD:AAC0954 voucher MM18337 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN274952.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GMN8PEH013"",""JN274952.1"")"
"Eucosma aspidiscana voucher MM11029 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eucosma aspidiscana,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874941.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GMN8PEH013"",""HM874941.1"")"
