Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Abraxas grossulariatus voucher TUZ600965 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Abraxas grossulariatus,689,689,98%,0.0,96.84,667,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ340174.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""HQ340174.1"")"
"Abraxas grossulariatus voucher MM03692 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Abraxas grossulariatus,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872105.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""HM872105.1"")"
"Abraxas suspecta isolate WLS110721.171 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Abraxas suspecta,662,662,100%,0.0,95.22,669,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF053929.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""MF053929.1"")"
"Abraxas grossulariatus voucher MM06725 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Abraxas grossulariatus,656,656,100%,0.0,94.98,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF784757.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""JF784757.1"")"
"Abraxas grossulariatus voucher UKLB38G07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Abraxas grossulariatus,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX043287.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""KX043287.1"")"
"Abraxas grossulariatus voucher LN-BD1054 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Abraxas grossulariatus,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX041598.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""KX041598.1"")"
"Abraxas grossulariatus voucher CCDB-36592 A02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Abraxas grossulariatus,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK073109.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""OK073109.1"")"
"Abraxas grossulariatus voucher MM03693 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Abraxas grossulariatus,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872106.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""HM872106.1"")"
"Abraxas grossulariatus isolate HNUDNA10 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Abraxas grossulariatus,606,606,92%,1e-168,94.85,628,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW479515.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""MW479515.1"")"
"Mallomus galbanata voucher gb_ID_53059 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Mallomus galbanata,568,568,100%,5e-157,91.15,1356,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK739331.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""MK739331.1"")"
"Calicha nooraria voucher 11203 cytochrome oxidase subunit 1 gene, partial cds; mitochondrial",Calicha nooraria,568,568,100%,5e-157,91.15,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX951561.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""KX951561.1"")"
"Geometridae sp. 1122 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Geometridae sp. 1122,568,568,100%,5e-157,91.15,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT988343.1?report=genbank&log$=nucltop&blast_rank=12&RID=8E8XF8GY016"",""KT988343.1"")"
"Biston robustum isolate 0347 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Biston robustum,568,568,100%,5e-157,91.15,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW085104.1?report=genbank&log$=nucltop&blast_rank=13&RID=8E8XF8GY016"",""MW085104.1"")"
"Mallomus sp. BOLD:AAI1603 voucher ID 22267 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mallomus sp. BOLD:AAI1603,568,568,100%,5e-157,91.15,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX149969.1?report=genbank&log$=nucltop&blast_rank=14&RID=8E8XF8GY016"",""JX149969.1"")"
"Berberodes trilinea cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Berberodes trilinea,568,568,100%,5e-157,91.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ572994.1?report=genbank&log$=nucltop&blast_rank=15&RID=8E8XF8GY016"",""JQ572994.1"")"
"Jankowskia fuscaria isolate WLS130721.607 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Jankowskia fuscaria,562,562,100%,2e-155,90.91,669,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF054920.1?report=genbank&log$=nucltop&blast_rank=16&RID=8E8XF8GY016"",""MF054920.1"")"
"Geometridae sp. 1209 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Geometridae sp. 1209,562,562,100%,2e-155,90.91,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT988401.1?report=genbank&log$=nucltop&blast_rank=17&RID=8E8XF8GY016"",""KT988401.1"")"
"Thallogama aellographa voucher 11ANIC-03123 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Thallogama aellographa,562,562,100%,2e-155,90.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF390605.1?report=genbank&log$=nucltop&blast_rank=18&RID=8E8XF8GY016"",""KF390605.1"")"
"Berberodes trilinea cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Berberodes trilinea,562,562,99%,2e-155,91.11,655,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ573783.1?report=genbank&log$=nucltop&blast_rank=19&RID=8E8XF8GY016"",""JQ573783.1"")"
"Berberodes trilinea cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Berberodes trilinea,562,562,100%,2e-155,90.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ557784.1?report=genbank&log$=nucltop&blast_rank=20&RID=8E8XF8GY016"",""JQ557784.1"")"
"Berberodes trilinea cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Berberodes trilinea,562,562,100%,2e-155,90.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ555772.1?report=genbank&log$=nucltop&blast_rank=21&RID=8E8XF8GY016"",""JQ555772.1"")"
"Berberodes trilinea cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Berberodes trilinea,562,562,100%,2e-155,90.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ579286.1?report=genbank&log$=nucltop&blast_rank=22&RID=8E8XF8GY016"",""JQ579286.1"")"
