Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Mythimna straminea voucher BC ZSM Lep 28071 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna straminea,627,627,100%,7e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ955391.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""HQ955391.1"")"
"Mythimna straminea voucher MM05155 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna straminea,625,625,100%,3e-174,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872697.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""HM872697.1"")"
"Mythimna straminea voucher MM10923 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna straminea,625,625,100%,3e-174,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874908.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""HM874908.1"")"
"Mythimna straminea voucher MM17380 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna straminea,625,625,100%,3e-174,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573347.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""KM573347.1"")"
"Mythimna straminea voucher BC ZSM Lep 28698 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna straminea,625,625,100%,3e-174,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU707279.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""GU707279.1"")"
"Mythimna straminea voucher RMNH.INS.541065 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna straminea,619,619,100%,1e-172,93.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047664.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""KX047664.1"")"
"Mythimna straminea voucher TLMF Lep 08185 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna straminea,619,619,100%,1e-172,93.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573331.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""KM573331.1"")"
"Mythimna impura genome assembly, organelle: mitochondrion",Mythimna impura,619,619,100%,1e-172,93.54,15307,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR990371.2?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""LR990371.2"")"
"Lepidoptera sp. BOLD:AAB9151 voucher MM01606 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAB9151,614,614,100%,6e-171,93.30,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ963150.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""HQ963150.1"")"
"Mythimna impura voucher MM01605 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna impura,614,614,100%,6e-171,93.30,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM572706.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""KM572706.1"")"
"Mythimna impura voucher RMNH.INS.540774 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna impura,608,608,100%,3e-169,93.06,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047661.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""KX047661.1"")"
"Mythimna impura voucher UKLB3E07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna impura,608,608,100%,3e-169,93.06,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX043412.1?report=genbank&log$=nucltop&blast_rank=12&RID=8E8XF8GY016"",""KX043412.1"")"
