Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Chilodes maritimus voucher MM04555 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chilodes maritimus,734,734,100%,0.0,98.33,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872442.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GNTKHYS013"",""HM872442.1"")"
"Chilodes maritimus voucher MM11626 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chilodes maritimus,734,734,100%,0.0,98.33,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875065.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GNTKHYS013"",""HM875065.1"")"
"Chilodes maritimus voucher BC ZSM Lep 28108 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chilodes maritimus,734,734,100%,0.0,98.33,632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU707415.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GNTKHYS013"",""GU707415.1"")"
"Chilodes maritimus voucher KB08027 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chilodes maritimus,730,730,100%,0.0,98.09,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM387241.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GNTKHYS013"",""HM387241.1"")"
"Chilodes maritimus voucher MM14529 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chilodes maritimus,728,728,100%,0.0,98.09,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM876154.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GNTKHYS013"",""HM876154.1"")"
"Euxoa inconcinna voucher CNC LEP 00047508 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa inconcinna,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF920871.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GNTKHYS013"",""MF920871.1"")"
"Euxoa comosa voucher CNCNoctuoidea10623 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa comosa,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF920854.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GNTKHYS013"",""MF920854.1"")"
"Euxoa antica voucher CCDB-20285-C03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa antica,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF920716.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GNTKHYS013"",""MF920716.1"")"
"Euxoa redimicula voucher CNC LEP00053228 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa redimicula,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ381769.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GNTKHYS013"",""KJ381769.1"")"
"Agrotis munda voucher 10ANIC-08139 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agrotis munda,656,656,100%,0.0,94.99,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ951109.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GNTKHYS013"",""HQ951109.1"")"
"Euxoa punctigera voucher CNC LEP00052382 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa punctigera,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF922048.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GNTKHYS013"",""MF922048.1"")"
"Euxoa sp. JLB-0050 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa sp. JLB-0050,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF921878.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GNTKHYS013"",""MF921878.1"")"
"Euxoa inconcinna voucher IAWAZ-1435 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa inconcinna,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF921704.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GNTKHYS013"",""MF921704.1"")"
"Euxoa spumata voucher NOC14782 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa spumata,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF921580.1?report=genbank&log$=nucltop&blast_rank=14&RID=8GNTKHYS013"",""MF921580.1"")"
"Euxoa sp. 06-BLLOC-2680 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa sp. 06-BLLOC-2680,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF921553.1?report=genbank&log$=nucltop&blast_rank=15&RID=8GNTKHYS013"",""MF921553.1"")"
"Euxoa auxiliaris voucher 06-JKA-0787 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF921064.1?report=genbank&log$=nucltop&blast_rank=16&RID=8GNTKHYS013"",""MF921064.1"")"
"Euxoa cana voucher CNCLEP00113398 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa cana,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF921060.1?report=genbank&log$=nucltop&blast_rank=17&RID=8GNTKHYS013"",""MF921060.1"")"
"Euxoa cana voucher CNCLEP00113399 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa cana,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF920899.1?report=genbank&log$=nucltop&blast_rank=18&RID=8GNTKHYS013"",""MF920899.1"")"
"Euxoa sp. 06-BLLOC-2695 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa sp. 06-BLLOC-2695,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF920610.1?report=genbank&log$=nucltop&blast_rank=19&RID=8GNTKHYS013"",""MF920610.1"")"
"Euxoa campestris voucher DH013506 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa campestris,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ383101.1?report=genbank&log$=nucltop&blast_rank=20&RID=8GNTKHYS013"",""KJ383101.1"")"
"Euxoa punctigera voucher RR-96-0729 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa punctigera,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF492360.1?report=genbank&log$=nucltop&blast_rank=21&RID=8GNTKHYS013"",""KF492360.1"")"
"Euxoa stigmatalis voucher CNCLEP 80049 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa stigmatalis,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN284263.1?report=genbank&log$=nucltop&blast_rank=22&RID=8GNTKHYS013"",""JN284263.1"")"
"Euxoa redimicula voucher 10-NCCC-346 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa redimicula,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF855426.1?report=genbank&log$=nucltop&blast_rank=23&RID=8GNTKHYS013"",""JF855426.1"")"
"Agrotis munda voucher 10ANIC-08140 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agrotis munda,651,651,100%,0.0,94.75,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ951110.1?report=genbank&log$=nucltop&blast_rank=24&RID=8GNTKHYS013"",""HQ951110.1"")"
"Euxoa punctigera voucher 10-JDWBC-7950 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa punctigera,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM870200.1?report=genbank&log$=nucltop&blast_rank=25&RID=8GNTKHYS013"",""HM870200.1"")"
"Euxoa obeliscoides voucher 10-JDWBC-7575 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa obeliscoides,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM869790.1?report=genbank&log$=nucltop&blast_rank=26&RID=8GNTKHYS013"",""HM869790.1"")"
"Euxoa punctigera voucher 10-JDWBC-6745 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa punctigera,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM868885.1?report=genbank&log$=nucltop&blast_rank=27&RID=8GNTKHYS013"",""HM868885.1"")"
"Euxoa auxiliaris voucher BIOUG<CAN>:09BBLEP-01338 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM426786.1?report=genbank&log$=nucltop&blast_rank=28&RID=8GNTKHYS013"",""HM426786.1"")"
"Euxoa auxiliaris voucher BIOUG<CAN>:09BBLEP-01336 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM426784.1?report=genbank&log$=nucltop&blast_rank=29&RID=8GNTKHYS013"",""HM426784.1"")"
"Euxoa inconcinna voucher BIOUG<CAN>:09BBLEP-03991 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa inconcinna,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU692298.1?report=genbank&log$=nucltop&blast_rank=30&RID=8GNTKHYS013"",""GU692298.1"")"
"Euxoa sp. 06-BLLOC-2492 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa sp. 06-BLLOC-2492,649,649,99%,0.0,94.72,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF922105.1?report=genbank&log$=nucltop&blast_rank=31&RID=8GNTKHYS013"",""MF922105.1"")"
"Euxoa inconcinna voucher BIOUG<CAN>:09BBLEP-03754 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa inconcinna,649,649,99%,0.0,94.72,633,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU691475.1?report=genbank&log$=nucltop&blast_rank=32&RID=8GNTKHYS013"",""GU691475.1"")"
"Polia bombycina isolate WLS110821.147 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Polia bombycina,645,645,100%,2e-180,94.50,678,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF054422.1?report=genbank&log$=nucltop&blast_rank=33&RID=8GNTKHYS013"",""MF054422.1"")"
"Euxoa conjuncta voucher CNCLEP 00113946 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa conjuncta,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF922228.1?report=genbank&log$=nucltop&blast_rank=34&RID=8GNTKHYS013"",""MF922228.1"")"
