Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Ypsolopha mucronella voucher BC ZSM Lep 61412 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha mucronella,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX044948.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GP51B9F016"",""KX044948.1"")"
"Ypsolopha mucronella voucher BC ZSM Lep 28329 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha mucronella,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX040315.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GP51B9F016"",""KX040315.1"")"
"Ypsolopha mucronella voucher TLMF Lep 02661 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha mucronella,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF860193.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GP51B9F016"",""JF860193.1"")"
"Pentateucha stueningi voucher BC-Hax0717 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pentateucha stueningi,523,523,100%,1e-143,89.23,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN678350.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GP51B9F016"",""JN678350.1"")"
"Acosmeryx naga hissarica voucher NIBGE MOT-02090 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acosmeryx naga hissarica,518,518,100%,5e-142,89.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC182156.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GP51B9F016"",""KC182156.1"")"
"Acosmeryx naga hissarica voucher NIBGE MOT-02093 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acosmeryx naga hissarica,518,518,100%,5e-142,89.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC182155.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GP51B9F016"",""KC182155.1"")"
"Acosmeryx naga hissarica voucher NIBGE MOT-02091 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acosmeryx naga hissarica,512,512,100%,2e-140,88.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC182157.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GP51B9F016"",""KC182157.1"")"
"Acosmeryx naga hissarica voucher NIBGE MOT-02089 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acosmeryx naga hissarica,512,512,100%,2e-140,88.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC182152.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GP51B9F016"",""KC182152.1"")"
"Adhemarius gannascus cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Adhemarius gannascus,512,512,100%,2e-140,88.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ578158.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GP51B9F016"",""JQ578158.1"")"
"Acosmeryx naga hissarica voucher NIBGE MOT-03547 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acosmeryx naga hissarica,507,507,100%,1e-138,88.52,600,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX862227.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GP51B9F016"",""KX862227.1"")"
"Zeuzera sp. PK01 voucher NIBGE MOT-01535 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Zeuzera sp. PK01,507,507,100%,1e-138,88.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX861709.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GP51B9F016"",""KX861709.1"")"
"Acosmeryx naga hissarica voucher NIBGE MOT-03549 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acosmeryx naga hissarica,507,507,100%,1e-138,88.52,609,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX860344.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GP51B9F016"",""KX860344.1"")"
"Zeuzera leuconotum voucher ZLyn1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Zeuzera leuconotum,507,507,100%,1e-138,88.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC791485.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GP51B9F016"",""KC791485.1"")"
"Acosmeryx naga hissarica voucher NIBGE MOT-00979 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acosmeryx naga hissarica,507,507,100%,1e-138,88.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC182153.1?report=genbank&log$=nucltop&blast_rank=14&RID=8GP51B9F016"",""KC182153.1"")"
"Adhemarius gannascus cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Adhemarius gannascus,507,507,100%,1e-138,88.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ566882.1?report=genbank&log$=nucltop&blast_rank=15&RID=8GP51B9F016"",""JQ566882.1"")"
"Adhemarius gannascus cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Adhemarius gannascus,507,507,100%,1e-138,88.54,637,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ565167.1?report=genbank&log$=nucltop&blast_rank=16&RID=8GP51B9F016"",""JQ565167.1"")"
"Adhemarius gannascus cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Adhemarius gannascus,507,507,100%,1e-138,88.54,630,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ573595.1?report=genbank&log$=nucltop&blast_rank=17&RID=8GP51B9F016"",""JQ573595.1"")"
"Acosmeryx sinjaevi voucher BC-EMEM0002 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acosmeryx sinjaevi,507,507,100%,1e-138,88.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN677660.1?report=genbank&log$=nucltop&blast_rank=18&RID=8GP51B9F016"",""JN677660.1"")"
"Lepidoptera sp. BOLD:AAA2428 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAA2428,507,507,100%,1e-138,88.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ556749.1?report=genbank&log$=nucltop&blast_rank=19&RID=8GP51B9F016"",""HQ556749.1"")"
"Lepidoptera sp. BOLD:AAA2428 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAA2428,507,507,100%,1e-138,88.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ555019.1?report=genbank&log$=nucltop&blast_rank=20&RID=8GP51B9F016"",""HQ555019.1"")"
"Lepidoptera sp. BOLD:AAH5740 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAH5740,507,507,100%,1e-138,88.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM408619.1?report=genbank&log$=nucltop&blast_rank=21&RID=8GP51B9F016"",""HM408619.1"")"
"Adhemarius gannascus cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Adhemarius gannascus,507,507,100%,1e-138,88.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU151912.1?report=genbank&log$=nucltop&blast_rank=22&RID=8GP51B9F016"",""GU151912.1"")"
"Adhemarius gannascus cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Adhemarius gannascus,503,503,99%,1e-137,88.49,656,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ566884.1?report=genbank&log$=nucltop&blast_rank=23&RID=8GP51B9F016"",""JQ566884.1"")"
