Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Stigmella confusella voucher MM14077 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella confusella,773,773,100%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875877.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GMN8PEH013"",""HM875877.1"")"
"Stigmella confusella voucher RMNH.INS.11600 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella confusella,767,767,99%,0.0,100.00,654,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281259.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GMN8PEH013"",""KX281259.1"")"
"Stigmella confusella voucher MM21194 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella confusella,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT782417.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GMN8PEH013"",""KT782417.1"")"
"Stigmella confusella voucher MM00551 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella confusella,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871064.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GMN8PEH013"",""HM871064.1"")"
"Stigmella confusella voucher MM14625 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella confusella,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM876190.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GMN8PEH013"",""HM876190.1"")"
"Stigmella lapponica voucher MM02646 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella lapponica,678,678,100%,0.0,95.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT782327.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GMN8PEH013"",""KT782327.1"")"
"Stigmella lapponica voucher MM02645 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella lapponica,678,678,100%,0.0,95.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871649.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GMN8PEH013"",""HM871649.1"")"
"Stigmella lapponica voucher BIOUG03102-A01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella lapponica,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM552283.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GMN8PEH013"",""KM552283.1"")"
"Stigmella confusella voucher BIOUG17864-B10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella confusella,651,651,89%,0.0,97.87,615,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT146159.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GMN8PEH013"",""KT146159.1"")"
"Stigmella lapponica voucher BIOUG05354-E06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella lapponica,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM542376.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GMN8PEH013"",""KM542376.1"")"
"Stigmella lapponica voucher MM09950 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella lapponica,651,651,97%,0.0,95.57,646,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874497.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GMN8PEH013"",""HM874497.1"")"
"Nepticulidae sp. BOLD-2016 voucher BIOUG17944-B11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Nepticulidae sp. BOLD-2016,623,623,86%,1e-173,97.78,588,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT126105.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GMN8PEH013"",""KT126105.1"")"
"Stigmella sp. PourthiaeaTaiwan voucher RMNH.INS.29399 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella sp. PourthiaeaTaiwan,612,612,100%,2e-170,93.06,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281323.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GMN8PEH013"",""KX281323.1"")"
"Stigmella sp. BOLD-2016 voucher BIOUG16764-B12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella sp. BOLD-2016,612,612,100%,2e-170,93.06,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT137245.1?report=genbank&log$=nucltop&blast_rank=14&RID=8GMN8PEH013"",""KT137245.1"")"
"Nepticulidae sp. BOLD-2016 voucher BIOUG17864-G09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Nepticulidae sp. BOLD-2016,601,601,83%,4e-167,97.71,576,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT126603.1?report=genbank&log$=nucltop&blast_rank=15&RID=8GMN8PEH013"",""KT126603.1"")"
"Stigmella sp. amelanchier_yellow_usa voucher BIOUG03484-B09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella sp. amelanchier_yellow_usa,601,601,100%,4e-167,92.58,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM543342.1?report=genbank&log$=nucltop&blast_rank=16&RID=8GMN8PEH013"",""KM543342.1"")"
"Stigmella sp. MalusOR voucher RMNH.INS.18160 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella sp. MalusOR,595,595,99%,2e-165,92.53,654,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281389.1?report=genbank&log$=nucltop&blast_rank=17&RID=8GMN8PEH013"",""KX281389.1"")"
"Stigmella suberivora voucher RMNH.INS.24311 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella suberivora,590,590,100%,1e-163,92.11,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281393.1?report=genbank&log$=nucltop&blast_rank=18&RID=8GMN8PEH013"",""KX281393.1"")"
"Stigmella sp. BOLD:ACI6567 voucher BIOUG06814-E10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella sp. BOLD:ACI6567,590,590,100%,1e-163,92.11,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM541475.1?report=genbank&log$=nucltop&blast_rank=19&RID=8GMN8PEH013"",""KM541475.1"")"
"Stigmella tormentillella voucher RMNH.INS.17945 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella tormentillella,590,590,100%,1e-163,92.11,662,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN988384.1?report=genbank&log$=nucltop&blast_rank=20&RID=8GMN8PEH013"",""JN988384.1"")"
"Stigmella confusella voucher BIOUG18531-E07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella confusella,584,584,82%,4e-162,97.11,576,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KR940587.1?report=genbank&log$=nucltop&blast_rank=21&RID=8GMN8PEH013"",""KR940587.1"")"
"Stigmella tormentillella voucher RMNH.INS.11701 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella tormentillella,584,584,100%,4e-162,91.87,662,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN988383.1?report=genbank&log$=nucltop&blast_rank=22&RID=8GMN8PEH013"",""JN988383.1"")"
"Stigmella catharticella voucher MM00879 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella catharticella,579,579,100%,2e-160,91.63,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871236.1?report=genbank&log$=nucltop&blast_rank=23&RID=8GMN8PEH013"",""HM871236.1"")"
"Stigmella catharticella voucher MM09645 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella catharticella,579,579,100%,2e-160,91.63,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874400.1?report=genbank&log$=nucltop&blast_rank=24&RID=8GMN8PEH013"",""HM874400.1"")"
"Stigmella quercipulchella voucher jflandry0490 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella quercipulchella,575,575,99%,3e-159,91.59,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU096108.1?report=genbank&log$=nucltop&blast_rank=25&RID=8GMN8PEH013"",""GU096108.1"")"
"Stigmella catharticella voucher RMNH.INS.11269 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella catharticella,573,573,100%,1e-158,91.39,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281254.1?report=genbank&log$=nucltop&blast_rank=26&RID=8GMN8PEH013"",""KX281254.1"")"
"Stigmella suberivora voucher KLM Lep 00280 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella suberivora,573,573,100%,1e-158,91.39,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047368.1?report=genbank&log$=nucltop&blast_rank=27&RID=8GMN8PEH013"",""KX047368.1"")"
"Stigmella sp. BOLD:AAI6169 voucher BIOUG24021-D08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella sp. BOLD:AAI6169,573,573,95%,1e-158,92.50,640,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT707450.1?report=genbank&log$=nucltop&blast_rank=28&RID=8GMN8PEH013"",""KT707450.1"")"
"Stigmella catharticella voucher MM00878 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella catharticella,573,573,100%,1e-158,91.39,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871235.1?report=genbank&log$=nucltop&blast_rank=29&RID=8GMN8PEH013"",""HM871235.1"")"
"Stigmella floslactella voucher KLM Lep 00316 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella floslactella,571,571,99%,3e-158,91.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047457.1?report=genbank&log$=nucltop&blast_rank=30&RID=8GMN8PEH013"",""KX047457.1"")"
"Stigmella floslactella voucher KLM Lep 00312 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella floslactella,571,571,99%,3e-158,91.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047320.1?report=genbank&log$=nucltop&blast_rank=31&RID=8GMN8PEH013"",""KX047320.1"")"
"Stigmella quercipulchella voucher jflandry0491 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella quercipulchella,569,569,99%,1e-157,91.35,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU096109.1?report=genbank&log$=nucltop&blast_rank=32&RID=8GMN8PEH013"",""GU096109.1"")"
"Stigmella rolandi voucher TLMF Lep 12172 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella rolandi,568,568,100%,5e-157,91.15,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP150174.1?report=genbank&log$=nucltop&blast_rank=33&RID=8GMN8PEH013"",""KP150174.1"")"
"Stigmella sp. mahonia_usa voucher BIOUG03197-A08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella sp. mahonia_usa,568,568,100%,5e-157,91.15,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM554039.1?report=genbank&log$=nucltop&blast_rank=34&RID=8GMN8PEH013"",""KM554039.1"")"
"Stigmella floslactella voucher RMNH.INS.12980 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella floslactella,566,566,99%,2e-156,91.13,662,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281447.1?report=genbank&log$=nucltop&blast_rank=35&RID=8GMN8PEH013"",""KX281447.1"")"
"Stigmella floslactella voucher MM07007 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella floslactella,566,566,99%,2e-156,91.13,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873628.1?report=genbank&log$=nucltop&blast_rank=36&RID=8GMN8PEH013"",""HM873628.1"")"
"Stigmella rhamnicola voucher BIOUG01521-C07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella rhamnicola,562,562,100%,2e-155,90.91,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT135205.1?report=genbank&log$=nucltop&blast_rank=37&RID=8GMN8PEH013"",""KT135205.1"")"
"Stigmella confusella voucher BIOUG18151-A07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella confusella,562,562,77%,2e-155,98.14,561,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT128852.1?report=genbank&log$=nucltop&blast_rank=38&RID=8GMN8PEH013"",""KT128852.1"")"
"Stigmella thuringiaca voucher TLMF Lep 12336 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella thuringiaca,562,562,100%,2e-155,90.91,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP150170.1?report=genbank&log$=nucltop&blast_rank=39&RID=8GMN8PEH013"",""KP150170.1"")"
"Stigmella sp. mahonia_usa voucher BIOUG05354-G08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella sp. mahonia_usa,562,562,100%,2e-155,90.91,620,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM546342.1?report=genbank&log$=nucltop&blast_rank=40&RID=8GMN8PEH013"",""KM546342.1"")"
"Stigmella roborella voucher MM25308 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella roborella,562,562,100%,2e-155,90.91,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ608000.1?report=genbank&log$=nucltop&blast_rank=41&RID=8GMN8PEH013"",""MZ608000.1"")"
"Stigmella sp. BOLD:AAI6169 voucher BIOUG24021-D06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella sp. BOLD:AAI6169,560,560,90%,8e-155,93.39,627,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT707779.1?report=genbank&log$=nucltop&blast_rank=42&RID=8GMN8PEH013"",""KT707779.1"")"
"Stigmella speciosa voucher RMNH.INS.23681 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella speciosa,558,558,99%,3e-154,90.87,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281395.1?report=genbank&log$=nucltop&blast_rank=43&RID=8GMN8PEH013"",""KX281395.1"")"
"Stigmella sp. amelanchier_yellow_usa voucher BIOUG03484-A09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella sp. amelanchier_yellow_usa,558,558,93%,3e-154,92.35,632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM551882.1?report=genbank&log$=nucltop&blast_rank=44&RID=8GMN8PEH013"",""KM551882.1"")"
"Stigmella sp. PrunusKorea voucher RMNH.INS.29230 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella sp. PrunusKorea,556,556,100%,1e-153,90.67,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281398.1?report=genbank&log$=nucltop&blast_rank=45&RID=8GMN8PEH013"",""KX281398.1"")"
"Stigmella sp. MahoniaUSA voucher RMNH.INS.18157 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella sp. MahoniaUSA,556,556,99%,1e-153,90.84,654,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281245.1?report=genbank&log$=nucltop&blast_rank=46&RID=8GMN8PEH013"",""KX281245.1"")"
