Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Batia lunaris voucher UBC-2007-0555 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lunaris,601,601,100%,4e-167,92.58,638,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ412198.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GP51B9F016"",""FJ412198.1"")"
"Batia lunaris voucher UBC-2007-0558 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lunaris,601,601,100%,4e-167,92.58,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ412195.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GP51B9F016"",""FJ412195.1"")"
"Batia lunaris voucher UBC-2007-0321 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lunaris,597,597,100%,6e-166,92.34,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ412203.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GP51B9F016"",""FJ412203.1"")"
"Batia lunaris voucher UBC-2007-0323 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lunaris,595,595,100%,2e-165,92.34,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ412201.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GP51B9F016"",""FJ412201.1"")"
"Batia internella voucher BC ZSM Lep 61431 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia internella,562,562,100%,2e-155,90.91,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX046016.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GP51B9F016"",""KX046016.1"")"
"Batia lambdella voucher TLMF Lep 02264 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lambdella,556,556,100%,1e-153,90.67,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF859839.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GP51B9F016"",""JF859839.1"")"
"Batia lambdella voucher BC ZSM Lep 37813 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lambdella,556,556,100%,1e-153,90.67,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ563634.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GP51B9F016"",""HQ563634.1"")"
"Lepidoptera sp. BOLD:AAK0036 voucher TLMF Lep 03937 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lambdella,551,551,100%,5e-152,90.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN274842.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GP51B9F016"",""JN274842.1"")"
"Batia lambdella voucher TLMF Lep 02222 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Batia lambdella,551,551,100%,5e-152,90.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF859804.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GP51B9F016"",""JF859804.1"")"
"Scopula beckeraria voucher BC ZSM Lep 46942 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scopula beckeraria,534,534,100%,5e-147,89.71,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF850471.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GP51B9F016"",""JF850471.1"")"
