Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Ochsenheimeria urella voucher KLM Lep 00651 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ochsenheimeria urella,568,568,100%,5e-157,91.15,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG522469.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GNTKHYS013"",""MG522469.1"")"
"Ochsenheimeria urella voucher BC ZSM Lep 61420 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ochsenheimeria urella,566,566,99%,2e-156,91.13,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX045581.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GNTKHYS013"",""KX045581.1"")"
"Ochsenheimeria urella voucher MM10349 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ochsenheimeria urella,566,566,99%,2e-156,91.13,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874669.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GNTKHYS013"",""HM874669.1"")"
"Ochsenheimeria vacculella voucher MM22735 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ochsenheimeria vacculella,560,560,99%,8e-155,90.89,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT782733.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GNTKHYS013"",""KT782733.1"")"
"Ochsenheimeria urella voucher KLM Lep 00652 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ochsenheimeria urella,555,555,99%,4e-153,90.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG521970.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GNTKHYS013"",""MG521970.1"")"
"Ochsenheimeria urella voucher MM06908 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Ochsenheimeria urella,555,555,99%,4e-153,90.65,670,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU828751.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GNTKHYS013"",""GU828751.1"")"
"Ochsenheimeria urella voucher MM23774 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ochsenheimeria urella,549,549,99%,2e-151,90.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT782455.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GNTKHYS013"",""KT782455.1"")"
"Ochsenheimeria urella voucher MM14672 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ochsenheimeria urella,549,549,99%,2e-151,90.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM876210.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GNTKHYS013"",""HM876210.1"")"
"Perisyntrocha sp. AA voucher CCDB-15854-E02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Perisyntrocha sp. AA,542,542,100%,3e-149,90.00,540,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF391266.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GNTKHYS013"",""KF391266.1"")"
"Perisyntrocha sp. ANIC1 voucher 10ANIC-10214 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Perisyntrocha sp. ANIC1,540,540,100%,1e-148,90.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ952607.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GNTKHYS013"",""HQ952607.1"")"
"Perisyntrocha sp. AA voucher CCDB-15854-E04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Perisyntrocha sp. AA,534,534,100%,5e-147,89.76,540,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF391090.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GNTKHYS013"",""KF391090.1"")"
"Lacinipolia sp. BOLD:AAH6216 voucher TDGAB-0802 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lacinipolia sp. BOLD:AAH6216,534,534,100%,5e-147,89.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM892332.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GNTKHYS013"",""HM892332.1"")"
"Ochsenheimeria urella voucher TLMF Lep 20459 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ochsenheimeria urella,532,532,99%,2e-146,89.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG522367.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GNTKHYS013"",""MG522367.1"")"
"Ochsenheimeria urella voucher TLMF Lep 20460 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ochsenheimeria urella,532,532,99%,2e-146,89.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG522243.1?report=genbank&log$=nucltop&blast_rank=14&RID=8GNTKHYS013"",""MG522243.1"")"
"Ochsenheimeria urella voucher TLMF Lep 20415 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ochsenheimeria urella,532,532,99%,2e-146,89.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG522014.1?report=genbank&log$=nucltop&blast_rank=15&RID=8GNTKHYS013"",""MG522014.1"")"
"Ochsenheimeria urella voucher MM25209 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ochsenheimeria urella,532,532,99%,2e-146,89.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ610816.1?report=genbank&log$=nucltop&blast_rank=16&RID=8GNTKHYS013"",""MZ610816.1"")"
"Ochsenheimeria urella voucher MM25208 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ochsenheimeria urella,532,532,99%,2e-146,89.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ608901.1?report=genbank&log$=nucltop&blast_rank=17&RID=8GNTKHYS013"",""MZ608901.1"")"
"Ochsenheimeria urella voucher MM-08-0008 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ochsenheimeria urella,532,532,99%,2e-146,89.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF491941.1?report=genbank&log$=nucltop&blast_rank=18&RID=8GNTKHYS013"",""KF491941.1"")"
"Diacme mopsalis cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Diacme mopsalis,527,527,99%,8e-145,89.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ564915.1?report=genbank&log$=nucltop&blast_rank=19&RID=8GNTKHYS013"",""JQ564915.1"")"
"Diacme mopsalis cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Diacme mopsalis,527,527,99%,8e-145,89.45,633,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ564914.1?report=genbank&log$=nucltop&blast_rank=20&RID=8GNTKHYS013"",""JQ564914.1"")"
"Cyclopteryx sp. INCTA119-10 voucher BIOUG<CAN>:BC-INCT0119 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Cyclopteryx sp. INCTA119-10,523,523,100%,1e-143,89.23,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ567824.1?report=genbank&log$=nucltop&blast_rank=21&RID=8GNTKHYS013"",""HQ567824.1"")"
"Lepidoptera sp. BOLD:AAA0504 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAA0504,523,523,100%,1e-143,89.23,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ554643.1?report=genbank&log$=nucltop&blast_rank=22&RID=8GNTKHYS013"",""HQ554643.1"")"
