Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Dichrorampha petiverella voucher BC ZSM Lep 23598 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Dichrorampha petiverella,673,673,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706810.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""GU706810.1"")"
"Dichrorampha petiverella voucher MM14462 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Dichrorampha petiverella,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM876104.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""HM876104.1"")"
"Dichrorampha petiverella voucher BC ZSM Lep 27072 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Dichrorampha petiverella,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU707109.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""GU707109.1"")"
"Dichrorampha petiverella voucher MM11822 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Dichrorampha petiverella,662,662,100%,0.0,95.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875102.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""HM875102.1"")"
"Dichrorampha petiverella voucher MM26693 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Dichrorampha petiverella,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ706428.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""OQ706428.1"")"
"Dichrorampha petiverella voucher MM09975 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Dichrorampha petiverella,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874512.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""HM874512.1"")"
"Dichrorampha petiverella voucher UKLB29H08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Dichrorampha petiverella,647,647,97%,0.0,95.33,644,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM405740.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""HM405740.1"")"
"Dichrorampha alpinana voucher TLMF Lep 08427 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Dichrorampha alpinana,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573341.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""KM573341.1"")"
"Dichrorampha alpinana voucher MM11046 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Dichrorampha alpinana,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874957.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""HM874957.1"")"
"Dichrorampha vancouverana voucher BC ZSM Lep 61497 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Dichrorampha vancouverana,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX045704.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""KX045704.1"")"
