Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Lycophotia porphyrea voucher NHMO-08182 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lycophotia porphyrea,773,773,100%,0.0,100.00,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX049842.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""KX049842.1"")"
"Lycophotia porphyrea genome assembly, organelle: mitochondrion",Lycophotia porphyrea,773,773,100%,0.0,100.00,15394,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX465414.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""OX465414.1"")"
"Lycophotia porphyrea genome assembly, chromosome: 12",Lycophotia porphyrea,773,773,100%,0.0,100.00,19039109,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX465395.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""OX465395.1"")"
"Lycophotia porphyrea genome assembly, chromosome: 10",Lycophotia porphyrea,773,1540,100%,0.0,100.00,19466785,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX465393.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""OX465393.1"")"
"Lycophotia porphyrea genome assembly, chromosome: 5",Lycophotia porphyrea,773,1043,100%,0.0,100.00,20370359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX465388.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""OX465388.1"")"
"Lycophotia porphyrea genome assembly, chromosome: 4",Lycophotia porphyrea,773,773,100%,0.0,100.00,20538581,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX465387.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""OX465387.1"")"
"Lycophotia porphyrea voucher TLMF Lep 02434 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lycophotia porphyrea,773,773,100%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF859975.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""JF859975.1"")"
"Lycophotia porphyrea voucher BC ZSM Lep 28004 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lycophotia porphyrea,773,773,100%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU707436.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""GU707436.1"")"
"Lycophotia porphyrea voucher LN-BD0157 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lycophotia porphyrea,769,769,99%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047468.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""KX047468.1"")"
"Lycophotia porphyrea voucher LN-BD0158 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lycophotia porphyrea,763,763,99%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX044328.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""KX044328.1"")"
"Lycophotia porphyrea genome assembly, chromosome: 19",Lycophotia porphyrea,761,761,100%,0.0,99.52,17306049,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX465402.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""OX465402.1"")"
"Lycophotia porphyrea voucher MM02760 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lycophotia porphyrea,761,761,100%,0.0,99.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871699.1?report=genbank&log$=nucltop&blast_rank=12&RID=8E8XF8GY016"",""HM871699.1"")"
"Euxoa auxiliaris voucher 06-JKA-0787 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF921064.1?report=genbank&log$=nucltop&blast_rank=13&RID=8E8XF8GY016"",""MF921064.1"")"
"Euxoa auxiliaris voucher BIOUG<CAN>:09BBLEP-01336 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM426784.1?report=genbank&log$=nucltop&blast_rank=14&RID=8E8XF8GY016"",""HM426784.1"")"
"Euxoa inconcinna voucher CNC LEP 00047508 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa inconcinna,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF920871.1?report=genbank&log$=nucltop&blast_rank=15&RID=8E8XF8GY016"",""MF920871.1"")"
"Euxoa auxiliaris voucher AWC-07009 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF920668.1?report=genbank&log$=nucltop&blast_rank=16&RID=8E8XF8GY016"",""MF920668.1"")"
"Euxoa auxiliaris cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,689,689,100%,0.0,96.41,677,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281199.1?report=genbank&log$=nucltop&blast_rank=17&RID=8E8XF8GY016"",""KX281199.1"")"
"Euxoa auxiliaris voucher 08BBLEP-01678 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ383781.1?report=genbank&log$=nucltop&blast_rank=18&RID=8E8XF8GY016"",""KJ383781.1"")"
"Euxoa auxiliaris voucher RSP-97-0728 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF492347.1?report=genbank&log$=nucltop&blast_rank=19&RID=8E8XF8GY016"",""KF492347.1"")"
"Euxoa auxiliaris voucher RSP-97-0730 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF492346.1?report=genbank&log$=nucltop&blast_rank=20&RID=8E8XF8GY016"",""KF492346.1"")"
"Euxoa auxiliaris voucher BIOUG<CAN>:10BBLEP-00291 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ985643.1?report=genbank&log$=nucltop&blast_rank=21&RID=8E8XF8GY016"",""HQ985643.1"")"
"Euxoa auxiliaris voucher BIOUG<CAN>:10BBLEP-01143 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ583261.1?report=genbank&log$=nucltop&blast_rank=22&RID=8E8XF8GY016"",""HQ583261.1"")"
"Euxoa auxiliaris voucher BIOUG<CAN>:09BBLEP-04255 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM428479.1?report=genbank&log$=nucltop&blast_rank=23&RID=8E8XF8GY016"",""HM428479.1"")"
"Euxoa auxiliaris voucher BIOUG<CAN>:09BBLEP-04316 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM428539.1?report=genbank&log$=nucltop&blast_rank=24&RID=8E8XF8GY016"",""HM428539.1"")"
"Euxoa auxiliaris voucher BIOUG<CAN>:09BBLEP-04257 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM428481.1?report=genbank&log$=nucltop&blast_rank=25&RID=8E8XF8GY016"",""HM428481.1"")"
"Euxoa auxiliaris voucher BIOUG<CAN>:09BBLEP-04233 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM428457.1?report=genbank&log$=nucltop&blast_rank=26&RID=8E8XF8GY016"",""HM428457.1"")"
"Euxoa auxiliaris voucher BIOUG<CAN>:09BBLEP-04574 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU694562.1?report=genbank&log$=nucltop&blast_rank=27&RID=8E8XF8GY016"",""GU694562.1"")"
"Euxoa auxiliaris voucher BIOUG<CAN>:09BBLEP-04575 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa auxiliaris,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU694559.1?report=genbank&log$=nucltop&blast_rank=28&RID=8E8XF8GY016"",""GU694559.1"")"
"Euxoa sp. JLB-0050 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Euxoa sp. JLB-0050,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF921878.1?report=genbank&log$=nucltop&blast_rank=29&RID=8E8XF8GY016"",""MF921878.1"")"
