Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Depressaria incognitella voucher TLMF Lep 01645 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Depressaria incognitella,712,712,100%,0.0,97.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ968849.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""HQ968849.1"")"
"Depressaria beckmanni voucher TLMF Lep 04968 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Depressaria beckmanni,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042604.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""KX042604.1"")"
"Depressaria douglasella voucher MM16892 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Depressaria douglasella,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT782714.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""KT782714.1"")"
"Depressaria douglasella voucher MM19511 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Depressaria douglasella,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT782559.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""KT782559.1"")"
"Depressaria douglasella voucher BC ZSM Lep 51016 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Depressaria douglasella,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX041145.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""KX041145.1"")"
"Depressaria douglasella voucher BC ZSM Lep 61220 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Depressaria douglasella,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX044559.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""KX044559.1"")"
"Depressaria douglasella voucher TLMF Lep 04952 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Depressaria douglasella,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042626.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""KX042626.1"")"
"Depressaria douglasella voucher TLMF Lep 04949 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Depressaria douglasella,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042551.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""KX042551.1"")"
"Depressaria douglasella voucher TLMF Lep 04926 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Depressaria douglasella,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042505.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""KX042505.1"")"
"Depressaria douglasella voucher TLMF Lep 04921 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Depressaria douglasella,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042292.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""KX042292.1"")"
