Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Amblyptilia punctidactyla voucher MM02248 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia punctidactyla,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871457.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""HM871457.1"")"
"Amblyptilia punctidactyla voucher MM09765 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia punctidactyla,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM387025.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""HM387025.1"")"
"Amblyptilia punctidactyla voucher NHMO-06015 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia punctidactyla,689,689,100%,0.0,96.41,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX049785.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""KX049785.1"")"
"Amblyptilia punctidactyla voucher MM00489 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia punctidactyla,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871031.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""HM871031.1"")"
"Amblyptilia punctidactyla voucher BC ZSM Lep 51028 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia punctidactyla,678,678,100%,0.0,95.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX040695.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""KX040695.1"")"
"Amblyptilia punctidactyla voucher TLMF Lep 09890 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia punctidactyla,678,678,100%,0.0,95.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM572314.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""KM572314.1"")"
"Amblyptilia punctidactyla voucher TLMF Lep 01595 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia punctidactyla,673,673,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ968803.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""HQ968803.1"")"
"Amblyptilia punctidactyla voucher UKLB42H07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia punctidactyla,665,665,98%,0.0,95.86,651,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX043658.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""KX043658.1"")"
"Amblyptilia punctidactyla voucher MM14088 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia punctidactyla,662,662,100%,0.0,95.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875884.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""HM875884.1"")"
"Amblyptilia pica voucher 10BBCLP-2831 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM546472.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""KM546472.1"")"
"Amblyptilia pica voucher 10BBCLP-2834 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM554520.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""KM554520.1"")"
"Amblyptilia pica cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KU496682.1?report=genbank&log$=nucltop&blast_rank=12&RID=8E8XF8GY016"",""KU496682.1"")"
"Amblyptilia pica voucher 10BBCLP-2832 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM544892.1?report=genbank&log$=nucltop&blast_rank=13&RID=8E8XF8GY016"",""KM544892.1"")"
"Amblyptilia pica voucher BIOUG<CAN>:09PROBE-09330 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM375586.1?report=genbank&log$=nucltop&blast_rank=14&RID=8E8XF8GY016"",""HM375586.1"")"
"Amblyptilia acanthadactyla voucher BC ZSM Lep 25198 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia acanthadactyla,623,623,100%,1e-173,93.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ955177.1?report=genbank&log$=nucltop&blast_rank=15&RID=8E8XF8GY016"",""HQ955177.1"")"
"Amblyptilia acanthadactyla voucher MM09569 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia acanthadactyla,623,623,100%,1e-173,93.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874354.1?report=genbank&log$=nucltop&blast_rank=16&RID=8E8XF8GY016"",""HM874354.1"")"
"Amblyptilia acanthadactyla voucher MM09567 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia acanthadactyla,623,623,100%,1e-173,93.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874352.1?report=genbank&log$=nucltop&blast_rank=17&RID=8E8XF8GY016"",""HM874352.1"")"
"Amblyptilia pica voucher AVBC 1368-12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,619,619,100%,1e-172,93.30,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT141142.1?report=genbank&log$=nucltop&blast_rank=18&RID=8E8XF8GY016"",""KT141142.1"")"
"Amblyptilia acanthadactyla voucher TLMF Lep 01594 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia acanthadactyla,617,617,100%,4e-172,93.30,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ968802.1?report=genbank&log$=nucltop&blast_rank=19&RID=8E8XF8GY016"",""HQ968802.1"")"
"Amblyptilia acanthadactyla voucher UKLB28D04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia acanthadactyla,617,617,100%,4e-172,93.30,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ941466.1?report=genbank&log$=nucltop&blast_rank=20&RID=8E8XF8GY016"",""HQ941466.1"")"
"Lepidoptera sp. BOLD:AAD4269 voucher BC ZSM Lep 23038 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia acanthadactyla,617,617,100%,4e-172,93.30,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM901994.1?report=genbank&log$=nucltop&blast_rank=21&RID=8E8XF8GY016"",""HM901994.1"")"
"Amblyptilia acanthadactyla voucher MM09568 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia acanthadactyla,612,612,100%,2e-170,93.06,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874353.1?report=genbank&log$=nucltop&blast_rank=22&RID=8E8XF8GY016"",""HM874353.1"")"
"Amblyptilia acanthadactyla voucher MM05421 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia acanthadactyla,612,612,100%,2e-170,93.06,656,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872815.1?report=genbank&log$=nucltop&blast_rank=23&RID=8E8XF8GY016"",""HM872815.1"")"
"Amblyptilia pica voucher 08BBLEP-02922 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,608,608,93%,3e-169,94.64,575,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM544897.1?report=genbank&log$=nucltop&blast_rank=24&RID=8E8XF8GY016"",""KM544897.1"")"
"Amblyptilia pica voucher BIOUG03977-H08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,599,599,92%,2e-166,94.57,628,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM552353.1?report=genbank&log$=nucltop&blast_rank=25&RID=8E8XF8GY016"",""KM552353.1"")"
"Amblyptilia pica voucher jflandry0295 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,584,584,89%,4e-162,94.91,613,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU095478.1?report=genbank&log$=nucltop&blast_rank=26&RID=8E8XF8GY016"",""GU095478.1"")"
"Amblyptilia pica voucher CGWC-3938 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,582,582,88%,2e-161,94.89,590,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT138762.1?report=genbank&log$=nucltop&blast_rank=27&RID=8E8XF8GY016"",""KT138762.1"")"
"Amblyptilia pica voucher 10BBCLP-2835 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,582,582,89%,2e-161,94.67,615,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM548023.1?report=genbank&log$=nucltop&blast_rank=28&RID=8E8XF8GY016"",""KM548023.1"")"
"Amblyptilia pica voucher CGWC-3943 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,579,579,89%,2e-160,94.64,589,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT127539.1?report=genbank&log$=nucltop&blast_rank=29&RID=8E8XF8GY016"",""KT127539.1"")"
"Amblyptilia pica voucher CGWC-3942 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,575,575,90%,3e-159,94.16,595,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT137557.1?report=genbank&log$=nucltop&blast_rank=30&RID=8E8XF8GY016"",""KT137557.1"")"
"Amblyptilia pica voucher BIOUG04201-H06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,573,573,88%,1e-158,94.59,610,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM543954.1?report=genbank&log$=nucltop&blast_rank=31&RID=8E8XF8GY016"",""KM543954.1"")"
"Amblyptilia pica voucher CGWC-3944 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,571,571,88%,3e-158,94.34,579,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT147523.1?report=genbank&log$=nucltop&blast_rank=32&RID=8E8XF8GY016"",""KT147523.1"")"
"Amblyptilia pica voucher CGWC-4185 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,560,560,86%,8e-155,94.49,363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT132160.1?report=genbank&log$=nucltop&blast_rank=33&RID=8E8XF8GY016"",""KT132160.1"")"
"Amblyptilia pica voucher BIOUG06156-H06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,555,555,86%,4e-153,94.21,603,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM554786.1?report=genbank&log$=nucltop&blast_rank=34&RID=8E8XF8GY016"",""KM554786.1"")"
"Amblyptilia pica voucher BIOUG04991-D06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,549,549,83%,2e-151,95.11,591,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM551025.1?report=genbank&log$=nucltop&blast_rank=35&RID=8E8XF8GY016"",""KM551025.1"")"
"Amblyptilia pica voucher BIOUG04330-H03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,547,547,84%,6e-151,94.62,593,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM553767.1?report=genbank&log$=nucltop&blast_rank=36&RID=8E8XF8GY016"",""KM553767.1"")"
"Amblyptilia pica voucher BIOUG04330-F02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,542,542,84%,3e-149,94.33,593,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM543095.1?report=genbank&log$=nucltop&blast_rank=37&RID=8E8XF8GY016"",""KM543095.1"")"
"Amblyptilia pica voucher BIOUG16992-F04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,534,534,80%,5e-147,95.25,567,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT138357.1?report=genbank&log$=nucltop&blast_rank=38&RID=8E8XF8GY016"",""KT138357.1"")"
"Amblyptilia pica voucher BIOUG04330-F03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,532,532,83%,2e-146,94.25,591,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM549630.1?report=genbank&log$=nucltop&blast_rank=39&RID=8E8XF8GY016"",""KM549630.1"")"
"Amblyptilia pica voucher BIOUG04991-E07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,529,529,80%,2e-145,94.96,578,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM540680.1?report=genbank&log$=nucltop&blast_rank=40&RID=8E8XF8GY016"",""KM540680.1"")"
"Amblyptilia pica voucher BIOUG14109-G04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,527,527,83%,8e-145,93.97,588,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT141900.1?report=genbank&log$=nucltop&blast_rank=41&RID=8E8XF8GY016"",""KT141900.1"")"
"Amblyptilia pica voucher BIOUG06153-C08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyptilia pica,527,527,78%,8e-145,95.45,574,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM552630.1?report=genbank&log$=nucltop&blast_rank=42&RID=8E8XF8GY016"",""KM552630.1"")"
"Lepidoptera sp. BOLD:AAV6927 voucher TLMF Lep 03999 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stenoptilia mimula,527,527,99%,8e-145,89.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN277261.1?report=genbank&log$=nucltop&blast_rank=43&RID=8E8XF8GY016"",""JN277261.1"")"
"Lepidoptera sp. BOLD:AAV6927 voucher TLMF Lep 03998 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stenoptilia mimula,527,527,99%,8e-145,89.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN277260.1?report=genbank&log$=nucltop&blast_rank=44&RID=8E8XF8GY016"",""JN277260.1"")"
"Problepsis clemens voucher 11ANIC-05930 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Problepsis clemens,525,525,99%,3e-144,89.42,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF391401.1?report=genbank&log$=nucltop&blast_rank=45&RID=8E8XF8GY016"",""KF391401.1"")"
