Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Capua vulgana voucher BC ZSM Lep 25741 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Capua vulgana,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU707054.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""GU707054.1"")"
"Capua vulgana voucher NHMO Lep2011.050 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Capua vulgana,678,678,100%,0.0,95.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX049636.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""KX049636.1"")"
"Capua vulgana voucher NHMO-08077 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Capua vulgana,678,678,100%,0.0,95.93,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX048850.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""KX048850.1"")"
"Capua vulgana voucher JDDNA4554 cytochrome c oxidase subunit I gene, partial cds; mitochondrial",Capua vulgana,678,678,100%,0.0,95.93,1536,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF703048.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""JF703048.1"")"
"Capua vulgana voucher BC ZSM Lep 23121 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Capua vulgana,678,678,100%,0.0,95.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706522.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""GU706522.1"")"
"Capua vulgana voucher TLMF Lep 07933 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Capua vulgana,678,678,100%,0.0,95.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM572226.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""KM572226.1"")"
"Capua vulgana voucher MM03925 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Capua vulgana,673,673,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872231.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""HM872231.1"")"
"Capua vulgana voucher MM14182 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Capua vulgana,673,673,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875936.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""HM875936.1"")"
"Capua dura voucher BIOUG<CAN>:BIOUG00843-B05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Capua dura,643,643,99%,7e-180,94.48,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN307464.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""JN307464.1"")"
"Capua dura voucher BIOUG<CAN>:BIOUG00843-B03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Capua dura,638,638,99%,3e-178,94.24,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN307463.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""JN307463.1"")"
