Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pseudatemelia flavifrontella voucher MM24799 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudatemelia flavifrontella,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ607760.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""MZ607760.1"")"
"Pseudatemelia flavifrontella voucher MM14278 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudatemelia flavifrontella,767,767,100%,0.0,99.76,633,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875991.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""HM875991.1"")"
"Pseudatemelia flavifrontella voucher BC ZSM Lep 25643 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudatemelia flavifrontella,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM422161.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""HM422161.1"")"
"Pseudatemelia flavifrontella voucher MM03839 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudatemelia flavifrontella,715,715,99%,0.0,97.60,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872177.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""HM872177.1"")"
"Pseudatemelia josephinae voucher MM00037 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Pseudatemelia josephinae,621,621,99%,3e-173,93.54,609,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU828585.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""GU828585.1"")"
"Pseudatemelia josephinae voucher MM25031 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudatemelia josephinae,616,616,99%,2e-171,93.30,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ608132.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""MZ608132.1"")"
"Pseudatemelia josephinae voucher MM02514 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudatemelia josephinae,616,616,99%,2e-171,93.30,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871588.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""HM871588.1"")"
"Pseudatemelia josephinae voucher MM02513 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudatemelia josephinae,616,616,99%,2e-171,93.30,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871587.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""HM871587.1"")"
"Pseudatemelia josephinae voucher MM09816 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudatemelia josephinae,616,616,99%,2e-171,93.30,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874443.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""HM874443.1"")"
"Pseudatemelia josephinae voucher MM05031 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudatemelia josephinae,616,616,99%,2e-171,93.30,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872652.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""HM872652.1"")"
