Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Archips betulanus isolate WLS130721.489 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Archips betulanus,695,695,100%,0.0,96.65,684,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF054827.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""MF054827.1"")"
"Archips betulanus voucher MM19242 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Archips betulanus,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT782405.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""KT782405.1"")"
"Archips betulanus voucher MM17743 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Archips betulanus,691,691,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF853937.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""JF853937.1"")"
"Archips podanus isolate DLS110710.121 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Archips podanus,689,689,100%,0.0,96.41,687,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF049916.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""MF049916.1"")"
"Archips oporanus isolate DLS110709.035 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Archips oporanus,689,689,100%,0.0,96.41,636,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF049668.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""MF049668.1"")"
"Archips podanus isolate Lep0098 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Archips podanus,689,689,100%,0.0,96.41,549,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN131238.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""MN131238.1"")"
"Archips podana voucher NHMO-08179 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Archips podanus,689,689,100%,0.0,96.41,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047738.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""KX047738.1"")"
"Archips podana voucher UKLB40C02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Archips podanus,689,689,100%,0.0,96.41,621,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX044044.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""KX044044.1"")"
"Archips podana voucher JDDNA4557 cytochrome c oxidase subunit I gene, partial cds; mitochondrial",Archips podanus,689,689,100%,0.0,96.41,1513,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF703026.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""JF703026.1"")"
"Archips podana voucher KB08024 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Archips podanus,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM387238.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""HM387238.1"")"
