Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Bucculatrix cristatella voucher MM17952 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix cristatella,704,704,99%,0.0,97.12,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF854010.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GMN8PEH013"",""JF854010.1"")"
"Bucculatrix cristatella voucher MM03954 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix cristatella,704,704,99%,0.0,97.12,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872252.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GMN8PEH013"",""HM872252.1"")"
"Bucculatrix cristatella voucher MM14469 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix cristatella,699,699,99%,0.0,96.88,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM876109.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GMN8PEH013"",""HM876109.1"")"
"Bucculatrix cristatella voucher MM06518 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix cristatella,695,695,99%,0.0,96.64,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873300.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GMN8PEH013"",""HM873300.1"")"
"Bucculatrix cristatella voucher MM10335 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix cristatella,688,688,99%,0.0,96.40,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874663.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GMN8PEH013"",""HM874663.1"")"
"Bucculatrix cristatella voucher MM06517 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix cristatella,688,688,99%,0.0,96.40,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873299.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GMN8PEH013"",""HM873299.1"")"
"Bucculatrix notella voucher LGE-G508 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Bucculatrix notella,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OL415144.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GMN8PEH013"",""OL415144.1"")"
"Bucculatrix cristatella voucher MM23773 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix cristatella,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ608211.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GMN8PEH013"",""MZ608211.1"")"
"Bucculatrix ratisbonensis voucher MM23964 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix ratisbonensis,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ608346.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GMN8PEH013"",""MZ608346.1"")"
"Bucculatrix ratisbonensis voucher MM03949 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix ratisbonensis,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872248.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GMN8PEH013"",""HM872248.1"")"
"Bucculatrix artemisiella voucher MM03947 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Bucculatrix artemisiella,656,656,100%,0.0,94.98,670,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU828698.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GMN8PEH013"",""GU828698.1"")"
"Bucculatrix cristatella voucher MM03955 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix cristatella,654,654,93%,0.0,96.92,632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872253.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GMN8PEH013"",""HM872253.1"")"
"Bucculatrix ratisbonensis voucher NHMO-08034 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Bucculatrix ratisbonensis,651,651,100%,0.0,94.74,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX048630.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GMN8PEH013"",""KX048630.1"")"
