Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Agriphila straminella genome assembly, chromosome: Z",Agriphila straminella,728,728,100%,0.0,99.01,40064077,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX467303.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GPBDEPP013"",""OX467303.1"")"
"Agriphila latistria voucher MM19687 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila latistria,529,529,100%,2e-145,89.95,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN266123.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GPBDEPP013"",""JN266123.1"")"
"Agriphila tolli voucher LEP-SS-00341 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila tolli,523,523,100%,1e-143,89.71,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KU497310.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GPBDEPP013"",""KU497310.1"")"
"Agriphila geniculea genome assembly, chromosome: W",Agriphila geniculea,523,1041,100%,1e-143,89.71,23210064,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX038891.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GPBDEPP013"",""OX038891.1"")"
"Agriphila geniculea genome assembly, chromosome: 9",Agriphila geniculea,523,523,100%,1e-143,89.71,27947196,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX038878.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GPBDEPP013"",""OX038878.1"")"
"Agriphila geniculea genome assembly, chromosome: 2",Agriphila geniculea,523,523,100%,1e-143,89.71,31932510,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX038871.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GPBDEPP013"",""OX038871.1"")"
"Agriphila geniculea genome assembly, chromosome: 1",Agriphila geniculea,523,523,100%,1e-143,89.71,46870843,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX038869.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GPBDEPP013"",""OX038869.1"")"
"Agriphila geniculea voucher UKLB40H07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila geniculea,523,523,100%,1e-143,89.71,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM405790.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GPBDEPP013"",""HM405790.1"")"
"Agriphila straminella voucher NHMO-08148 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila straminella,518,518,100%,4e-142,89.47,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX049287.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GPBDEPP013"",""KX049287.1"")"
"Agriphila straminella voucher RMNH.INS.539049 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila straminella,518,518,100%,4e-142,89.47,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX049151.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GPBDEPP013"",""KX049151.1"")"
"Agriphila straminella voucher UKLB40H04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila straminella,518,518,100%,4e-142,89.47,651,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX043717.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GPBDEPP013"",""KX043717.1"")"
"Agriphila geniculea voucher TLMF Lep 12609 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila geniculea,518,518,100%,4e-142,89.47,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP253244.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GPBDEPP013"",""KP253244.1"")"
"Agriphila straminella genome assembly, organelle: mitochondrion",Agriphila straminella,518,518,100%,4e-142,89.47,15363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX467329.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GPBDEPP013"",""OX467329.1"")"
"Agriphila geniculea genome assembly, organelle: mitochondrion",Agriphila geniculea,518,518,100%,4e-142,89.47,15375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX038899.1?report=genbank&log$=nucltop&blast_rank=14&RID=8GPBDEPP013"",""OX038899.1"")"
"Agriphila straminella voucher BC ZSM Lep 23790 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila straminella,518,518,100%,4e-142,89.47,634,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706465.1?report=genbank&log$=nucltop&blast_rank=15&RID=8GPBDEPP013"",""GU706465.1"")"
"Agriphila straminella voucher BC ZSM Lep 23791 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila straminella,518,518,100%,4e-142,89.47,636,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706462.1?report=genbank&log$=nucltop&blast_rank=16&RID=8GPBDEPP013"",""GU706462.1"")"
"Agriphila straminella voucher UBC-2007-0632 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila straminella,518,518,100%,4e-142,89.47,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ412138.1?report=genbank&log$=nucltop&blast_rank=17&RID=8GPBDEPP013"",""FJ412138.1"")"
"Agriphila ruricolella voucher BIOUG01602-F04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila ruricolella,512,512,100%,2e-140,89.23,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT147652.1?report=genbank&log$=nucltop&blast_rank=18&RID=8GPBDEPP013"",""KT147652.1"")"
"Agriphila plumbifimbriella voucher 08BBLEP-03858 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila plumbifimbriella,512,512,100%,2e-140,89.23,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM547183.1?report=genbank&log$=nucltop&blast_rank=19&RID=8GPBDEPP013"",""KM547183.1"")"
"Agriphila plumbifimbriella voucher 08BBLEP-04463 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila plumbifimbriella,512,512,100%,2e-140,89.23,624,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM545840.1?report=genbank&log$=nucltop&blast_rank=20&RID=8GPBDEPP013"",""KM545840.1"")"
"Agriphila plumbifimbriella voucher 08BBLEP-03852 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila plumbifimbriella,512,512,100%,2e-140,89.23,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM540715.1?report=genbank&log$=nucltop&blast_rank=21&RID=8GPBDEPP013"",""KM540715.1"")"
