Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Catoptria falsella voucher BC ZSM Lep 53022 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Catoptria falsella,579,579,100%,2e-160,91.71,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047292.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GPBDEPP013"",""KX047292.1"")"
"Catoptria falsella voucher TLMF Lep 02130 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Catoptria falsella,579,579,100%,2e-160,91.71,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF859716.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GPBDEPP013"",""JF859716.1"")"
"Catoptria falsella voucher MM01920 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Catoptria falsella,579,579,100%,2e-160,91.71,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871331.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GPBDEPP013"",""HM871331.1"")"
"Catoptria falsella voucher MM04958 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Catoptria falsella,579,579,100%,2e-160,91.71,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872619.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GPBDEPP013"",""HM872619.1"")"
"Catoptria falsella voucher BC ZSM Lep 25361 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Catoptria falsella,579,579,100%,2e-160,91.71,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM391767.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GPBDEPP013"",""HM391767.1"")"
"Catoptria falsella voucher BC ZSM Lep 22925 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Catoptria falsella,579,579,100%,2e-160,91.71,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU686714.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GPBDEPP013"",""GU686714.1"")"
"Catoptria falsella voucher BC ZSM Lep 23211 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Catoptria falsella,579,579,100%,2e-160,91.71,622,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706355.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GPBDEPP013"",""GU706355.1"")"
"Catoptria falsella voucher LEP-SS-00347 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Catoptria falsella,573,573,100%,1e-158,91.47,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KU497316.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GPBDEPP013"",""KU497316.1"")"
"Catoptria falsella voucher BC ZSM Lep 53020 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Catoptria falsella,573,573,100%,1e-158,91.47,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX044759.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GPBDEPP013"",""KX044759.1"")"
"Catoptria falsella voucher TLMF Lep 08742 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Catoptria falsella,573,573,100%,1e-158,91.47,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573127.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GPBDEPP013"",""KM573127.1"")"
"Catoptria falsella voucher MM13050 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Catoptria falsella,573,573,100%,1e-158,91.47,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875480.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GPBDEPP013"",""HM875480.1"")"
"Catoptria falsella voucher BC ZSM Lep 27046 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Catoptria falsella,573,573,100%,1e-158,91.47,643,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU707133.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GPBDEPP013"",""GU707133.1"")"
"Catoptria falsella voucher BC ZSM Lep 25558 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Catoptria falsella,568,568,100%,5e-157,91.23,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ955211.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GPBDEPP013"",""HQ955211.1"")"
"Catoptria falsella voucher BC ZSM Lep 22924 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Catoptria falsella,542,542,95%,3e-149,91.11,642,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM393681.1?report=genbank&log$=nucltop&blast_rank=14&RID=8GPBDEPP013"",""HM393681.1"")"
"Catoptria falsella voucher TLMF Lep 02338 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Catoptria falsella,525,525,93%,3e-144,90.91,632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN820100.1?report=genbank&log$=nucltop&blast_rank=15&RID=8GPBDEPP013"",""JN820100.1"")"
"Lepidoptera sp. BOLD:AAN7343 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAN7343,512,512,100%,2e-140,88.89,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ936419.1?report=genbank&log$=nucltop&blast_rank=16&RID=8GPBDEPP013"",""HQ936419.1"")"
