Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pseudotelphusa scalella voucher TLMF Lep 24258 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudotelphusa scalella,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN806519.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GP03A6U016"",""MN806519.1"")"
"Pseudotelphusa scalella voucher BC ZSM Lep 83908 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudotelphusa scalella,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN807029.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GP03A6U016"",""MN807029.1"")"
"Pseudotelphusa scalella voucher BC ZSM Lep 83907 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudotelphusa scalella,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN806094.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GP03A6U016"",""MN806094.1"")"
"Pseudotelphusa scalella voucher MM18975 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudotelphusa scalella,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM373631.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GP03A6U016"",""KM373631.1"")"
"Lepidoptera sp. BOLD:AAM0076 voucher TLMF Lep 03826 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudotelphusa scalella,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN271053.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GP03A6U016"",""JN271053.1"")"
"Pseudotelphusa scalella voucher BC ZSM Lep 35077 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudotelphusa scalella,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ563770.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GP03A6U016"",""HQ563770.1"")"
"Pseudotelphusa scalella voucher BC ZSM Lep 70889 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudotelphusa scalella,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN805810.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GP03A6U016"",""MN805810.1"")"
"Pseudotelphusa scalella voucher MM19231 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudotelphusa scalella,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF854542.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GP03A6U016"",""JF854542.1"")"
"Pseudotelphusa scalella voucher KLM Lep 12423 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudotelphusa scalella,641,641,93%,3e-179,96.17,632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN806734.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GP03A6U016"",""MN806734.1"")"
"Pseudotelphusa paripunctella voucher TLMF Lep 16493 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pseudotelphusa paripunctella,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN806177.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GP03A6U016"",""MN806177.1"")"
