Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pleurota bicostella voucher NHMO-06114 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pleurota bicostella,695,695,100%,0.0,96.65,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX048095.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GP51B9F016"",""KX048095.1"")"
"Pleurota bicostella voucher UKLB32B10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pleurota bicostella,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW536141.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GP51B9F016"",""MW536141.1"")"
"Pleurota bicostella voucher TLMF Lep 10406 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pleurota bicostella,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW536124.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GP51B9F016"",""MW536124.1"")"
"Pleurota bicostella voucher TLMF Lep 10407 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pleurota bicostella,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW536122.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GP51B9F016"",""MW536122.1"")"
"Pleurota bicostella voucher TLMF Lep 00842 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pleurota bicostella,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ968218.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GP51B9F016"",""HQ968218.1"")"
"Pleurota bicostella voucher BC ZSM Lep 27347 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pleurota bicostella,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ955262.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GP51B9F016"",""HQ955262.1"")"
"Pleurota bicostella voucher TLMF Lep 09927 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pleurota bicostella,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM571948.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GP51B9F016"",""KM571948.1"")"
"Pleurota bicostella voucher MM24663 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pleurota bicostella,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW536155.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GP51B9F016"",""MW536155.1"")"
"Pleurota bicostella voucher MM23700 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pleurota bicostella,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW536104.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GP51B9F016"",""MW536104.1"")"
"Pleurota bicostella voucher MM00059 cytochrome oxidase c subunit I (COI) gene, partial cds; mitochondrial",Pleurota bicostella,689,689,100%,0.0,96.41,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF818781.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GP51B9F016"",""JF818781.1"")"
