"rep_asv" "cluster" "median" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "BOLD_bin" "representative" "blast_taxon" "blast_idty" "blast_e_value" "mitochondrial" "n_samples" "n_reads" "iba_match" "n_samples_match" "n_reads_match" "n_samples_overlap" "prop_overlap"
"512771" "8f14eb384ec20720531d55dd0217f5b6" "Lepidoptera_X_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Lepidoptera_X" "Lepidoptera_XX" "Lepidoptera_XXX" "BOLACW2340" 1 "Bucculatrix humiliella" 97.13 0 TRUE 16 55740 TRUE 14 1514 2 0.125
"512774" "7adff7a5fa5ccb8379096197c85aed0d" "Lepidoptera_X_cluster2" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Lepidoptera_X" "Lepidoptera_XX" "Lepidoptera_XXX" "BOLACB0733" 1 "Scythris potentillella" 96.89 0 TRUE 7 1356 TRUE 3 115 0 0
"512776" "651e03a23d0756e32c9671028c9c3d94" "Lepidoptera_X_cluster3" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Lepidoptera_X" "Lepidoptera_XX" "Lepidoptera_XXX" "BOLABV7960" 1 "Coleophora otidipennella" 97.13 0 TRUE 1 558 FALSE 0 0 0 0
"512778" "539a080234cc652b95e3b9d92131439f" "Lepidoptera_X_cluster4" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Lepidoptera_X" "Lepidoptera_XX" "Lepidoptera_XXX" "BOLACL9793" 1 "Eupithecia icterata" 95.45 0 TRUE 8 367 TRUE 14 36468 8 1
"512779" "a5ab0a576c65797aae68c08f8d28ec22" "Lepidoptera_X_cluster5" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Lepidoptera_X" "Lepidoptera_XX" "Lepidoptera_XXX" "BOLAAI2708" 1 "Platytes cerussella" 96.65 0 TRUE 2 244 FALSE 0 0 0 0
"512780" "135a022a1fa120390828324e2dadc06f" "Lepidoptera_X_cluster6" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Lepidoptera_X" "Lepidoptera_XX" "Lepidoptera_XXX" "BOLABA4188" 1 "Elachista cycotis" 97.61 0 TRUE 15 381 FALSE 0 0 0 0
"512786" "18e9840931b0c5fc1a4e682fbf0e8448" "Lepidoptera_X_cluster7" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Lepidoptera_X" "Lepidoptera_XX" "Lepidoptera_XXX" "BOLAAY8772" 1 "Cydia duplicana" 93.78 2e-175 TRUE 4 150 TRUE 37 29382 4 1
"512787" "077b77df750122bcccd17e734aba2d2e" "Lepidoptera_X_cluster8" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Lepidoptera_X" "Lepidoptera_XX" "Lepidoptera_XXX" "BOLACW8519" 1 "Polix coloradella" 91.39 3e-158 TRUE 1 93 FALSE 0 0 0 0
"512788" "377bed7c79c871a1df90c0ebfab07a6d" "Lepidoptera_X_cluster9" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Lepidoptera_X" "Lepidoptera_XX" "Lepidoptera_XXX" "BOLACX1163" 1 "Stigmella myrtillella" 92.11 1e-163 TRUE 2 27 FALSE 0 0 0 0
"512789" "702203db6799476bec76d64593f24eea" "Lepidoptera_X_cluster10" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Lepidoptera_X" "Lepidoptera_XX" "Lepidoptera_XXX" "BOLAAW7369" 1 "Bucculatrix notella" 94.72 0 TRUE 1 11 FALSE 0 0 0 0
