"rep_asv" "cluster" "median" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "BOLD_bin" "representative" "blast_taxon" "blast_idty" "blast_e_value" "mitochondrial" "n_samples" "n_reads" "iba_match" "n_samples_match" "n_reads_match" "n_samples_overlap" "prop_overlap"
"489001" "b87e233ba2eed81ce3d0babea68b2aa1" "unclassified.Lepidoptera_cluster1" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Agriphila straminella" 99.76 0 TRUE 27 104831 FALSE 0 0 0 0
"489002" "831086a348be0a8ef9cd3cdff58c912d" "unclassified.Lepidoptera_cluster2" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Agriphila straminella" 100 0 TRUE 55 57888 FALSE 0 0 0 0
"489014" "71fff66f9a019914c58630df27b017b7" "unclassified.Lepidoptera_cluster3" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Lathronympha strigana" 92.58 4e-167 TRUE 5 23435 TRUE 75 431933 4 0.8
"489016" "e13b61131632b6f210fe12b2340269ef" "unclassified.Lepidoptera_cluster4" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Ancylis myrtillana" 99.28 0 TRUE 40 5062 TRUE 249 2810947 39 0.975
"489017" "91d0edbef628ad6ebd4fd7a57fe2b04c" "unclassified.Lepidoptera_cluster5" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Sesia apiformis" 100 0 FALSE 3 3874 TRUE 12 118089 3 1
"489021" "1bb649d9d4d2ead24180f04fae0f7f61" "unclassified.Lepidoptera_cluster6" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Stigmella prunetorum" 100 0 TRUE 12 3798 FALSE 0 0 0 0
"489025" "f25697ce130981f6f0ed52cd31abafcd" "unclassified.Lepidoptera_cluster7" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Eucosma aspidiscana" 98.56 0 TRUE 1 3134 FALSE 0 0 0 0
"489026" "5aab4a75506b3f5a0e0818f986e4b0cf" "unclassified.Lepidoptera_cluster8" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Bucculatrix cristatella" 97.12 0 TRUE 1 2561 TRUE 77 126687 0 0
"489027" "5b6dfb66591a308a69611a144f412de1" "unclassified.Lepidoptera_cluster9" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Stigmella confusella" 100 0 TRUE 47 2963 FALSE 0 0 0 0
"489040" "5815a8e576ef08f46ff938a9c078536e" "unclassified.Lepidoptera_cluster10" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Lycaena virgaureae" 100 0 TRUE 1 1822 FALSE 0 0 0 0
"489041" "3d039f1ec3fe54b91fbd14f47a8a6d5c" "unclassified.Lepidoptera_cluster11" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Ypsolopha parenthesella" 95.93 0 TRUE 76 3102 TRUE 243 484342 76 1
"489065" "12aa30cf12edacc1673870a252dd484a" "unclassified.Lepidoptera_cluster12" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Charissa obscurata" 99.76 0 TRUE 1 1430 FALSE 0 0 0 0
"489066" "885a7c3fc5c08d911cc2ed90003846b0" "unclassified.Lepidoptera_cluster13" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Stigmella lapponica" 99.76 0 TRUE 78 3769 FALSE 0 0 0 0
"489084" "3217c1e22a160b53a1f580bedef70e55" "unclassified.Lepidoptera_cluster14" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Trifurcula cryptella" 97.37 0 TRUE 6 1129 FALSE 0 0 0 0
"489087" "5074d13fef53b04ae36f60f5bc3899c8" "unclassified.Lepidoptera_cluster15" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Archips betulanus" 96.89 0 TRUE 1 611 FALSE 0 0 0 0
"489088" "7c76da067db07abcf448081c2faaef3a" "unclassified.Lepidoptera_cluster16" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Stigmella anomalella" 99.52 0 TRUE 3 497 FALSE 0 0 0 0
"489089" "6da5854903e536a589d113b4467ad3bd" "unclassified.Lepidoptera_cluster17" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Philedonides lunana" 98.32 0 TRUE 1 455 TRUE 9 121891 0 0
"489090" "6c665e79955edc3c9891ebf5a4e05c58" "unclassified.Lepidoptera_cluster18" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Lampronia aenescens" 93.06 2e-170 TRUE 1 448 FALSE 0 0 0 0
"489091" "4bca494acb55965394ff9150d51be539" "unclassified.Lepidoptera_cluster19" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Parornix traugotti" 97.37 0 TRUE 3 710 FALSE 0 0 0 0
"489093" "51821d27aabd38654d3cff7c12bffeb2" "unclassified.Lepidoptera_cluster20" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Stigmella pretiosa" 100 0 TRUE 4 466 FALSE 0 0 0 0
"489095" "c9c56d70b2688004a3b43b93a05646cd" "unclassified.Lepidoptera_cluster21" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Dichrorampha simpliciana" 95.93 0 TRUE 2 362 TRUE 26 410703 2 1
"489097" "83ea3b2737b5538b44f3a24b4524a818" "unclassified.Lepidoptera_cluster22" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Nymphalis ladakensis" 93.01 1e-168 FALSE 4 250 FALSE 0 0 0 0
"489098" "ee442d1aaf8db1c730679de91865a137" "unclassified.Lepidoptera_cluster23" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Recurvaria leucatella" 95.22 0 TRUE 1 139 TRUE 26 102860 1 1
"489099" "a5007a04990f80d1baf47f757d8260bd" "unclassified.Lepidoptera_cluster24" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Elachista freyerella" 97.61 0 TRUE 8 148 FALSE 0 0 0 0
"489103" "c0c069700c4f99789ce2dbfb78d497cc" "unclassified.Lepidoptera_cluster25" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Orthosia cruda" 99.04 0 TRUE 5 164 TRUE 12 9569 5 1
"489107" "4cfa8372f9db5a6adc23e4b77555753b" "unclassified.Lepidoptera_cluster26" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Ypsolopha mucronella" 92.34 2e-165 TRUE 2 114 TRUE 14 25901 2 1
"489108" "7a4df8a20b5f21030a7df993c9bad093" "unclassified.Lepidoptera_cluster27" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Choristoneura hebenstreitella" 99.28 0 TRUE 1 79 TRUE 3 43597 1 1
"489109" "b3f9718418b91f2774155a4abe553e01" "unclassified.Lepidoptera_cluster28" 0 "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" "unclassified.Lepidoptera" 1 "Ochsenheimeria urella" 91.15 5e-157 TRUE 2 79 FALSE 0 0 0 0
