Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Epirrita christyi voucher NHMO-07088 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epirrita christyi,734,734,100%,0.0,98.33,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX260798.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GP03A6U016"",""JX260798.1"")"
"Epirrita christyi voucher RVO005 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epirrita christyi,734,734,100%,0.0,98.33,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX260793.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GP03A6U016"",""JX260793.1"")"
"Lepidoptera sp. BOLD:AAB0936 voucher BC ZSM Lep 49426 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epirrita christyi,734,734,100%,0.0,98.33,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN274306.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GP03A6U016"",""JN274306.1"")"
"Epirrita christyi voucher MM14730 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epirrita christyi,734,734,100%,0.0,98.33,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM876245.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GP03A6U016"",""HM876245.1"")"
"Epirrita christyi voucher BC ZSM Lep 63465 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epirrita christyi,728,728,100%,0.0,98.09,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX045816.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GP03A6U016"",""KX045816.1"")"
"Epirrita christyi genome assembly, organelle: mitochondrion",Epirrita christyi,728,728,100%,0.0,98.09,15989,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX595864.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GP03A6U016"",""OX595864.1"")"
"Epirrita christyi voucher KBE-07046 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epirrita christyi,728,728,100%,0.0,98.09,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX260801.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GP03A6U016"",""JX260801.1"")"
"Epirrita christyi voucher BC ZSM Lep 24198 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epirrita christyi,728,728,100%,0.0,98.09,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU687208.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GP03A6U016"",""GU687208.1"")"
"Epirrita christyi voucher BC ZSM Lep 65652 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epirrita christyi,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX045665.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GP03A6U016"",""KX045665.1"")"
"Epirrita christyi voucher LN-BD1030 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epirrita christyi,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX041688.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GP03A6U016"",""KX041688.1"")"
"Epirrita christyi voucher BC ZSM Lep 01251 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epirrita christyi,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ601227.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GP03A6U016"",""HQ601227.1"")"
"Epirrita christyi voucher BC ZSM Lep 28471 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epirrita christyi,719,719,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM391891.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GP03A6U016"",""HM391891.1"")"
"Epirrita christyi voucher BC ZSM Lep 01250 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epirrita christyi,699,699,95%,0.0,98.25,620,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ601228.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GP03A6U016"",""HQ601228.1"")"
