Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Epinotia crenana voucher MM18328 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epinotia crenana,601,601,100%,4e-167,92.58,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF854311.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""JF854311.1"")"
"Epinotia crenana voucher MM00466 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epinotia crenana,595,595,100%,2e-165,92.34,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871022.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""HM871022.1"")"
"Epinotia crenana voucher MM03950 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epinotia crenana,595,595,100%,2e-165,92.34,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872249.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""HM872249.1"")"
"Epinotia momonana voucher 10-JDWBC-4295 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epinotia momonana,595,595,100%,2e-165,92.34,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM866238.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""HM866238.1"")"
"Epinotia momonana voucher 10-JDWBC-3949 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epinotia momonana,595,595,100%,2e-165,92.34,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM865860.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""HM865860.1"")"
"Epinotia transmissana voucher BIOUG<CAN>:09BBELE-0118 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epinotia transmissana,595,595,100%,2e-165,92.34,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU690420.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""GU690420.1"")"
"Epinotia crenana voucher BIOUG03977-F03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epinotia crenana,590,590,100%,1e-163,92.11,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM547439.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""KM547439.1"")"
"Epinotia sp. BOLD:ACE3218 voucher 10BBCLP-2363 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epinotia sp. BOLD:ACE3218,590,590,100%,1e-163,92.11,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM543741.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""KM543741.1"")"
"Epinotia sp. 5 BOLD:AAE1258 voucher 10-JDWBC-0636 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epinotia sp. 5 BOLD:AAE1258,590,590,100%,1e-163,92.11,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM868469.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""HM868469.1"")"
"Epinotia sp. 4 BOLD:AAE1257 voucher 10-JDWBC-0611 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Epinotia sp. 4 BOLD:AAE1257,590,590,100%,1e-163,92.11,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM868211.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""HM868211.1"")"
