Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Agriphila straminella voucher NHMO-08148 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila straminella,767,767,100%,0.0,99.76,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX049287.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GMN8PEH013"",""KX049287.1"")"
"Agriphila straminella voucher UKLB40H04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila straminella,767,767,100%,0.0,99.76,651,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX043717.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GMN8PEH013"",""KX043717.1"")"
"Agriphila straminella genome assembly, organelle: mitochondrion",Agriphila straminella,767,767,100%,0.0,99.76,15363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX467329.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GMN8PEH013"",""OX467329.1"")"
"Agriphila straminella voucher BC ZSM Lep 23790 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila straminella,767,767,100%,0.0,99.76,634,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706465.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GMN8PEH013"",""GU706465.1"")"
"Agriphila straminella voucher BC ZSM Lep 23791 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila straminella,767,767,100%,0.0,99.76,636,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706462.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GMN8PEH013"",""GU706462.1"")"
"Agriphila straminella voucher UBC-2007-0632 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila straminella,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ412138.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GMN8PEH013"",""FJ412138.1"")"
"Agriphila straminella voucher RMNH.INS.539049 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila straminella,761,761,100%,0.0,99.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX049151.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GMN8PEH013"",""KX049151.1"")"
"Agriphila straminella voucher MM13031 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila straminella,761,761,100%,0.0,99.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875473.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GMN8PEH013"",""HM875473.1"")"
"Chrysolarentia perialla voucher 11ANIC-06603 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Chrysolarentia perialla,747,747,97%,0.0,99.75,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF389492.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GMN8PEH013"",""KF389492.1"")"
"Agriphila straminella voucher UKLB4G02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agriphila straminella,712,712,92%,0.0,99.74,604,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX043177.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GMN8PEH013"",""KX043177.1"")"
