Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Thumatha senex genome assembly, organelle: mitochondrion",Thumatha senex,689,689,100%,0.0,96.41,15497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OX419754.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""OX419754.1"")"
"Thumatha senex voucher BC ZSM Lep 21496 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Thumatha senex,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF415442.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""JF415442.1"")"
"Thumatha senex voucher TLMF Lep 00269 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Thumatha senex,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM425774.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""HM425774.1"")"
"Thumatha senex voucher LN-BD1184 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Thumatha senex,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX041602.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""KX041602.1"")"
"Thumatha senex voucher TLMF Lep 09992 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Thumatha senex,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP253315.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""KP253315.1"")"
"Thumatha senex voucher MM01015 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Thumatha senex,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM396440.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""HM396440.1"")"
"Trigonodes hyppasia voucher 10ANIC-07090 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trigonodes hyppasia,604,604,99%,3e-168,92.81,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ950241.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""HQ950241.1"")"
"Polypogon tarsicrinata isolate WLS130803.373 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Polypogon tarsicrinata,601,601,100%,4e-167,92.62,636,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF055323.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""MF055323.1"")"
"Macrochilo absorptalis voucher BL1033 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrochilo absorptalis,601,601,100%,4e-167,92.58,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ378674.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""KJ378674.1"")"
"Macrochilo absorptalis voucher BL693 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrochilo absorptalis,601,601,100%,4e-167,92.58,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ378529.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""KJ378529.1"")"
"Macrochilo absorptalis voucher BL910 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrochilo absorptalis,601,601,100%,4e-167,92.58,635,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ376379.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""KJ376379.1"")"
"Macrochilo absorptalis voucher DH013072 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrochilo absorptalis,601,601,100%,4e-167,92.58,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ375145.1?report=genbank&log$=nucltop&blast_rank=12&RID=8E8XF8GY016"",""KJ375145.1"")"
"Macrochilo absorptalis voucher DH012337 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrochilo absorptalis,601,601,100%,4e-167,92.58,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ375139.1?report=genbank&log$=nucltop&blast_rank=13&RID=8E8XF8GY016"",""KJ375139.1"")"
"Macrochilo absorptalis voucher 2006-ONT-0898 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrochilo absorptalis,601,601,100%,4e-167,92.58,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ374910.1?report=genbank&log$=nucltop&blast_rank=14&RID=8E8XF8GY016"",""KJ374910.1"")"
"Macrochilo absorptalis voucher BIOUG<CAN>:04HBL007681 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrochilo absorptalis,601,601,100%,4e-167,92.58,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU438458.1?report=genbank&log$=nucltop&blast_rank=15&RID=8E8XF8GY016"",""GU438458.1"")"
"Macrochilo absorptalis voucher BIOUG<CAN>:04HBL00898 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrochilo absorptalis,601,601,100%,4e-167,92.58,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU438457.1?report=genbank&log$=nucltop&blast_rank=16&RID=8E8XF8GY016"",""GU438457.1"")"
"Lepidoptera sp. BOLD:AAB2758 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAB2758,601,601,100%,4e-167,92.60,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM403715.1?report=genbank&log$=nucltop&blast_rank=17&RID=8E8XF8GY016"",""HM403715.1"")"
"Macrochilo absorptalis voucher BIOUG<CAN>:moth1473.02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrochilo absorptalis,601,601,100%,4e-167,92.58,639,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU094639.1?report=genbank&log$=nucltop&blast_rank=18&RID=8E8XF8GY016"",""GU094639.1"")"
"Trigonodes hyppasia isolate Tissue cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Trigonodes hyppasia,599,599,99%,2e-166,92.57,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OL589376.1?report=genbank&log$=nucltop&blast_rank=19&RID=8E8XF8GY016"",""OL589376.1"")"
"Trigonodes hyppasia voucher TS30 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Trigonodes hyppasia,599,599,99%,2e-166,92.57,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP628436.1?report=genbank&log$=nucltop&blast_rank=20&RID=8E8XF8GY016"",""OP628436.1"")"
"Trigonodes hyppasia mitochondrion, complete genome",Trigonodes hyppasia,599,599,99%,2e-166,92.57,15654,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW751988.1?report=genbank&log$=nucltop&blast_rank=21&RID=8E8XF8GY016"",""MW751988.1"")"
"Trigonodes hyppasia voucher RMNH.INS.14869 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trigonodes hyppasia,599,599,99%,2e-166,92.57,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM387135.1?report=genbank&log$=nucltop&blast_rank=22&RID=8E8XF8GY016"",""HM387135.1"")"
"Trigonodes hyppasia voucher 10ANIC-07091 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trigonodes hyppasia,599,599,99%,2e-166,92.57,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ950242.1?report=genbank&log$=nucltop&blast_rank=23&RID=8E8XF8GY016"",""HQ950242.1"")"
"Polypogon tarsicrinata isolate SS130722.396 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Polypogon tarsicrinata,595,595,100%,2e-165,92.38,642,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF052775.1?report=genbank&log$=nucltop&blast_rank=24&RID=8E8XF8GY016"",""MF052775.1"")"
"Polypogon tarsicrinata isolate SS130722.176 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Polypogon tarsicrinata,595,595,100%,2e-165,92.38,642,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF052649.1?report=genbank&log$=nucltop&blast_rank=25&RID=8E8XF8GY016"",""MF052649.1"")"
"Polypogon tarsicrinata isolate JG110802.171 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Polypogon tarsicrinata,595,595,100%,2e-165,92.38,618,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF050706.1?report=genbank&log$=nucltop&blast_rank=26&RID=8E8XF8GY016"",""MF050706.1"")"
"Polypogon tarsicrinata isolate JG110802.049 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Polypogon tarsicrinata,595,595,100%,2e-165,92.38,618,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF050622.1?report=genbank&log$=nucltop&blast_rank=27&RID=8E8XF8GY016"",""MF050622.1"")"
"Polypogon tarsicrinata isolate JG110802.024 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Polypogon tarsicrinata,595,595,100%,2e-165,92.38,618,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF050606.1?report=genbank&log$=nucltop&blast_rank=28&RID=8E8XF8GY016"",""MF050606.1"")"
"Polypogon tarsicrinata isolate JG110802.021 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Polypogon tarsicrinata,595,595,100%,2e-165,92.38,618,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF050604.1?report=genbank&log$=nucltop&blast_rank=29&RID=8E8XF8GY016"",""MF050604.1"")"
"Polypogon gryphalis isolate JG100802.338 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Polypogon gryphalis,595,595,100%,2e-165,92.38,612,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF050452.1?report=genbank&log$=nucltop&blast_rank=30&RID=8E8XF8GY016"",""MF050452.1"")"
"Polypogon gryphalis isolate JG100802.116 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Polypogon gryphalis,595,595,100%,2e-165,92.38,612,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF050418.1?report=genbank&log$=nucltop&blast_rank=31&RID=8E8XF8GY016"",""MF050418.1"")"
"Polypogon tarsicrinata isolate BD110730.187 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Polypogon tarsicrinata,595,595,100%,2e-165,92.38,636,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF049438.1?report=genbank&log$=nucltop&blast_rank=32&RID=8E8XF8GY016"",""MF049438.1"")"
"Noctua fimbriata voucher UKLB6D03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Noctua fimbriata,595,595,100%,2e-165,92.34,622,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX044020.1?report=genbank&log$=nucltop&blast_rank=33&RID=8E8XF8GY016"",""KX044020.1"")"
"Noctuidae sp. 1381 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Noctuidae sp. 1381,595,595,100%,2e-165,92.38,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT988559.1?report=genbank&log$=nucltop&blast_rank=34&RID=8E8XF8GY016"",""KT988559.1"")"
"Zanclognatha lunalis isolate LBGM110730.047 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Zanclognatha lunalis,595,595,100%,2e-165,92.38,605,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KR183202.1?report=genbank&log$=nucltop&blast_rank=35&RID=8E8XF8GY016"",""KR183202.1"")"
"Macrochilo absorptalis voucher BL1083 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrochilo absorptalis,595,595,100%,2e-165,92.34,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ379959.1?report=genbank&log$=nucltop&blast_rank=36&RID=8E8XF8GY016"",""KJ379959.1"")"
