Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Mythimna conigera voucher UKLB9H06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna conigera,649,649,99%,0.0,94.72,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM405670.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""HM405670.1"")"
"Mythimna iodochra isolate SS110803.047 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Mythimna iodochra,645,645,100%,2e-180,94.50,618,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF052306.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""MF052306.1"")"
"Mythimna conigera voucher NHMO-08246 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna conigera,645,645,100%,2e-180,94.50,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX048952.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""KX048952.1"")"
"Mythimna conigera voucher TLMF Lep 08108 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna conigera,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM572920.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""KM572920.1"")"
"Mythimna conigera voucher MM04874 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna conigera,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872576.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""HM872576.1"")"
"Mythimna conigera voucher MM01607 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna conigera,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM572250.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""KM572250.1"")"
"Lepidoptera sp. BOLD:AAB9151 voucher MM01606 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAB9151,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ963150.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""HQ963150.1"")"
"Mythimna impura voucher BC ZSM Lep 31908 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna impura,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM910554.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""HM910554.1"")"
"Mythimna impura voucher MM01605 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna impura,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM572706.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""KM572706.1"")"
"Mythimna impura voucher LN-BD0296 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna impura,630,630,100%,6e-176,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047014.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""KX047014.1"")"
"Mythimna impura voucher LN-BD0310 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna impura,628,628,100%,2e-175,93.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX045647.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""KX045647.1"")"
"Mythimna impura voucher RMNH.INS.540774 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna impura,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047661.1?report=genbank&log$=nucltop&blast_rank=12&RID=8E8XF8GY016"",""KX047661.1"")"
"Mythimna impura voucher UKLB3E07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna impura,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX043412.1?report=genbank&log$=nucltop&blast_rank=13&RID=8E8XF8GY016"",""KX043412.1"")"
"Mythimna impura voucher TLMF Lep 05614 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna impura,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM572923.1?report=genbank&log$=nucltop&blast_rank=14&RID=8E8XF8GY016"",""KM572923.1"")"
"Mythimna impura genome assembly, organelle: mitochondrion",Mythimna impura,628,628,100%,2e-175,93.78,15307,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR990371.2?report=genbank&log$=nucltop&blast_rank=15&RID=8E8XF8GY016"",""LR990371.2"")"
"Mythimna impura genome assembly, chromosome: 30",Mythimna impura,628,907,100%,2e-175,93.78,19512339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR990369.1?report=genbank&log$=nucltop&blast_rank=16&RID=8E8XF8GY016"",""LR990369.1"")"
"Mythimna impura genome assembly, chromosome: 29",Mythimna impura,628,2203,100%,2e-175,93.78,20359309,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR990368.1?report=genbank&log$=nucltop&blast_rank=17&RID=8E8XF8GY016"",""LR990368.1"")"
"Mythimna impura voucher TLMF Lep 00278 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna impura,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM425778.1?report=genbank&log$=nucltop&blast_rank=18&RID=8E8XF8GY016"",""HM425778.1"")"
"Mythimna impura voucher BC ZSM Lep 22089 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna impura,625,625,100%,3e-174,93.30,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU686908.1?report=genbank&log$=nucltop&blast_rank=19&RID=8E8XF8GY016"",""GU686908.1"")"
"Mythimna impura voucher 140-CR2016-Phragmites cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna impura,623,623,100%,1e-173,93.54,623,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG521377.1?report=genbank&log$=nucltop&blast_rank=20&RID=8E8XF8GY016"",""MG521377.1"")"
"Mythimna impura voucher UKLB36E01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna impura,623,623,100%,1e-173,93.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX043379.1?report=genbank&log$=nucltop&blast_rank=21&RID=8E8XF8GY016"",""KX043379.1"")"
"Mythimna impura voucher UKLB3F09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna impura,623,623,100%,1e-173,93.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX043352.1?report=genbank&log$=nucltop&blast_rank=22&RID=8E8XF8GY016"",""KX043352.1"")"
"Mythimna impura genome assembly, chromosome: W",Mythimna impura,623,1807,100%,1e-173,93.54,6448754,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR990370.1?report=genbank&log$=nucltop&blast_rank=23&RID=8E8XF8GY016"",""LR990370.1"")"
"Mythimna impura genome assembly, chromosome: 27",Mythimna impura,623,1831,100%,1e-173,93.54,21948855,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR990366.1?report=genbank&log$=nucltop&blast_rank=24&RID=8E8XF8GY016"",""LR990366.1"")"
"Mythimna impura voucher MM05124 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna impura,623,623,100%,1e-173,93.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872683.1?report=genbank&log$=nucltop&blast_rank=25&RID=8E8XF8GY016"",""HM872683.1"")"
"Mythimna impura genome assembly, chromosome: 15",Mythimna impura,617,617,100%,4e-172,93.30,30436742,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR990354.1?report=genbank&log$=nucltop&blast_rank=26&RID=8E8XF8GY016"",""LR990354.1"")"
"Mythimna impura genome assembly, chromosome: 5",Mythimna impura,617,739,100%,4e-172,93.30,32884200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR990344.1?report=genbank&log$=nucltop&blast_rank=27&RID=8E8XF8GY016"",""LR990344.1"")"
"Mythimna conigera voucher MM01608 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna conigera,616,616,96%,2e-171,94.28,642,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573118.1?report=genbank&log$=nucltop&blast_rank=28&RID=8E8XF8GY016"",""KM573118.1"")"
"Mythimna conigera voucher UKLB37C08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna conigera,604,604,94%,3e-168,94.19,594,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX043201.1?report=genbank&log$=nucltop&blast_rank=29&RID=8E8XF8GY016"",""KX043201.1"")"
"Mythimna conigera voucher BC ZSM Lep 28066 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mythimna conigera,603,603,94%,1e-167,94.18,635,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU707459.1?report=genbank&log$=nucltop&blast_rank=30&RID=8E8XF8GY016"",""GU707459.1"")"
