Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Eupithecia icterata voucher MM11701 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eupithecia icterata,680,680,100%,0.0,95.45,670,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH030651.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GJEE4XV016"",""MH030651.1"")"
"Eupithecia icterata voucher TLMF Lep 02502 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eupithecia icterata,678,678,100%,0.0,95.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF860042.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GJEE4XV016"",""JF860042.1"")"
"Eupithecia icterata voucher E. Ounap 140 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eupithecia icterata,673,673,100%,0.0,95.69,1536,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX343574.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GJEE4XV016"",""KX343574.1"")"
"Eupithecia icterata voucher MM04941 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eupithecia icterata,673,673,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872612.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GJEE4XV016"",""HM872612.1"")"
"Eupithecia icterata voucher MM12963 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eupithecia icterata,673,673,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875438.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GJEE4XV016"",""HM875438.1"")"
"Eupithecia icterata voucher BC ZSM Lep 22806 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eupithecia icterata,673,673,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU686788.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GJEE4XV016"",""GU686788.1"")"
"Eupithecia icterata voucher NHMO-06067 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eupithecia icterata,667,667,100%,0.0,95.45,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047745.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GJEE4XV016"",""KX047745.1"")"
"Eupithecia icterata voucher BC ZSM Lep 22805 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eupithecia icterata,662,662,100%,0.0,95.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU686787.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GJEE4XV016"",""GU686787.1"")"
"Eupithecia icterata voucher TLMF Lep 09997 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eupithecia icterata,662,662,100%,0.0,95.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573431.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GJEE4XV016"",""KM573431.1"")"
"Eupithecia icterata voucher BC ZSM Lep 12544 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Eupithecia icterata,658,658,97%,0.0,95.82,647,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX071372.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GJEE4XV016"",""KX071372.1"")"
