Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Acrocercops tacita voucher CLV2028 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops tacita,665,665,99%,0.0,95.44,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047379.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""KX047379.1"")"
"Acrocercops tacita voucher TLMF Lep 27266 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops tacita,665,665,99%,0.0,95.44,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW213151.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""MW213151.1"")"
"Lepidoptera sp. BOLD:AAU4362 voucher TLMF Lep 03527 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops cocciferellum,654,654,99%,0.0,94.96,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN272045.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""JN272045.1"")"
"Acrocercops brongniardella voucher NHMO-08036 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,645,645,99%,2e-180,94.70,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047933.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""KX047933.1"")"
"Acrocercops brongniardella voucher CLV2784 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,645,645,99%,2e-180,94.70,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX046578.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""KX046578.1"")"
"Acrocercops brongniardella voucher CLV150710 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,645,645,99%,2e-180,94.70,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF855557.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""JF855557.1"")"
"Acrocercops brongniardella voucher CLV1817 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,645,645,99%,2e-180,94.70,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF848386.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""JF848386.1"")"
"Acrocercops brongniardella voucher CLV1802 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,645,645,99%,2e-180,94.70,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF848377.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""JF848377.1"")"
"Acrocercops brongniardella voucher CLV1774 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,645,645,99%,2e-180,94.70,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF848356.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""JF848356.1"")"
"Acrocercops brongniardella voucher CLV2514 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,640,640,99%,9e-179,94.46,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX045761.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""KX045761.1"")"
"Acrocercops brongniardella voucher F02brong cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,640,640,99%,9e-179,94.46,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM392519.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""HM392519.1"")"
"Acrocercops brongniardella voucher CLV2027 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,634,634,99%,4e-177,94.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX045656.1?report=genbank&log$=nucltop&blast_rank=12&RID=8E8XF8GY016"",""KX045656.1"")"
"Acrocercops brongniardella voucher BC ZSM Lep 46366 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,634,634,99%,4e-177,94.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX040281.1?report=genbank&log$=nucltop&blast_rank=13&RID=8E8XF8GY016"",""KX040281.1"")"
"Acrocercops brongniardella voucher NHMO-DAR-10428 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,634,634,99%,4e-177,94.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW213656.1?report=genbank&log$=nucltop&blast_rank=14&RID=8E8XF8GY016"",""MW213656.1"")"
"Acrocercops brongniardella voucher MM08525 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,634,634,99%,4e-177,94.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873949.1?report=genbank&log$=nucltop&blast_rank=15&RID=8E8XF8GY016"",""HM873949.1"")"
"Acrocercops brongniardella voucher CLV2783 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,630,630,98%,6e-176,94.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX044895.1?report=genbank&log$=nucltop&blast_rank=16&RID=8E8XF8GY016"",""KX044895.1"")"
"Acrocercops brongniardella voucher NHMO-DAR-12058 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,628,628,99%,2e-175,93.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW214442.1?report=genbank&log$=nucltop&blast_rank=17&RID=8E8XF8GY016"",""MW214442.1"")"
"Acrocercops brongniardella voucher TLMF Lep 26695 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,628,628,99%,2e-175,93.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW212886.1?report=genbank&log$=nucltop&blast_rank=18&RID=8E8XF8GY016"",""MW212886.1"")"
"Acrocercops brongniardella voucher BC ZSM Lep 89131 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,628,628,99%,2e-175,93.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW212238.1?report=genbank&log$=nucltop&blast_rank=19&RID=8E8XF8GY016"",""MW212238.1"")"
"Acrocercops brongniardella voucher DP09030 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,628,628,99%,2e-175,93.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ957010.1?report=genbank&log$=nucltop&blast_rank=20&RID=8E8XF8GY016"",""HQ957010.1"")"
"Acrocercops brongniardella voucher MM08524 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,623,623,99%,1e-173,93.73,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873948.1?report=genbank&log$=nucltop&blast_rank=21&RID=8E8XF8GY016"",""HM873948.1"")"
"Acrocercops brongniardella voucher MM05285 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,590,590,94%,1e-163,93.65,637,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872746.1?report=genbank&log$=nucltop&blast_rank=22&RID=8E8XF8GY016"",""HM872746.1"")"
"Acrocercops brongniardella voucher BC ZSM Lep 46365 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops brongniardella,536,536,83%,1e-147,94.52,589,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX040523.1?report=genbank&log$=nucltop&blast_rank=23&RID=8E8XF8GY016"",""KX040523.1"")"
"Acrocercops querci isolate G40AK cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops querci,532,532,99%,2e-146,89.69,564,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU816421.1?report=genbank&log$=nucltop&blast_rank=24&RID=8E8XF8GY016"",""GU816421.1"")"
"Acrocercops querci voucher LGE-G518 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Acrocercops querci,527,527,99%,8e-145,89.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OL415145.1?report=genbank&log$=nucltop&blast_rank=25&RID=8E8XF8GY016"",""OL415145.1"")"
"Acrocercops unistriata cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops unistriata,518,518,99%,5e-142,89.16,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW259980.1?report=genbank&log$=nucltop&blast_rank=26&RID=8E8XF8GY016"",""MW259980.1"")"
"Hyalobathra miniosalis voucher 10ANIC-10036 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hyalobathra miniosalis,512,512,99%,2e-140,88.92,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ952493.1?report=genbank&log$=nucltop&blast_rank=27&RID=8E8XF8GY016"",""HQ952493.1"")"
"Lepidoptera sp. BOLD:AAN7392 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAN7392,510,510,99%,8e-140,88.73,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ936737.1?report=genbank&log$=nucltop&blast_rank=28&RID=8E8XF8GY016"",""HQ936737.1"")"
"Spilomelinae gen. spiloBioLep01 sp. BioLep410 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Spilomelinae gen. spiloBioLep01 sp. BioLep410,507,507,99%,1e-138,88.67,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ555820.1?report=genbank&log$=nucltop&blast_rank=29&RID=8E8XF8GY016"",""JQ555820.1"")"
"Herpetogramma sp. Janzen03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Herpetogramma sp. Janzen03,507,507,99%,1e-138,88.67,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ548714.1?report=genbank&log$=nucltop&blast_rank=30&RID=8E8XF8GY016"",""JQ548714.1"")"
"Hyalobathra minialis voucher 10ANIC-10039 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hyalobathra minialis,507,507,99%,1e-138,88.67,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ952496.1?report=genbank&log$=nucltop&blast_rank=31&RID=8E8XF8GY016"",""HQ952496.1"")"
"Acrocercops distylii isolate G45AK cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acrocercops distylii,507,507,99%,1e-138,88.67,536,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU816420.1?report=genbank&log$=nucltop&blast_rank=32&RID=8E8XF8GY016"",""GU816420.1"")"
"Caloptilia rhoifoliella voucher BIOUG01573-C03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Caloptilia rhoifoliella,505,505,99%,4e-138,88.49,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT138839.1?report=genbank&log$=nucltop&blast_rank=33&RID=8E8XF8GY016"",""KT138839.1"")"
"Caloptilia rhoifoliella voucher FSCA:JEH5.XII.2013O cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Caloptilia rhoifoliella,505,505,99%,4e-138,88.49,642,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ657585.1?report=genbank&log$=nucltop&blast_rank=34&RID=8E8XF8GY016"",""KJ657585.1"")"
"Glyphodes sp. sc_04564 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Glyphodes sp. sc_04564,501,501,99%,5e-137,88.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX053275.1?report=genbank&log$=nucltop&blast_rank=35&RID=8E8XF8GY016"",""KX053275.1"")"
"Glyphodes nr. multilinealis WPH-2012 voucher WPH190 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Glyphodes nr. multilinealis WPH-2012,501,501,99%,5e-137,88.43,1440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX017854.1?report=genbank&log$=nucltop&blast_rank=36&RID=8E8XF8GY016"",""JX017854.1"")"
"Herpetogramma sp. Janzen03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Herpetogramma sp. Janzen03,501,501,99%,5e-137,88.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ564180.1?report=genbank&log$=nucltop&blast_rank=37&RID=8E8XF8GY016"",""JQ564180.1"")"
"Herpetogramma sp. Janzen04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Herpetogramma sp. Janzen04,501,501,99%,5e-137,88.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ532784.1?report=genbank&log$=nucltop&blast_rank=38&RID=8E8XF8GY016"",""JQ532784.1"")"
"Evergestis caesialis voucher TLMF Lep 04208 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Evergestis caesialis,501,501,99%,5e-137,88.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN270376.1?report=genbank&log$=nucltop&blast_rank=39&RID=8E8XF8GY016"",""JN270376.1"")"
"Evergestis caesialis voucher TLMF Lep 01658 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Evergestis caesialis,501,501,99%,5e-137,88.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ968862.1?report=genbank&log$=nucltop&blast_rank=40&RID=8E8XF8GY016"",""HQ968862.1"")"
"Hyalobathra minialis voucher 10ANIC-10037 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hyalobathra minialis,501,501,99%,5e-137,88.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ952494.1?report=genbank&log$=nucltop&blast_rank=41&RID=8E8XF8GY016"",""HQ952494.1"")"
"Caloptilia rhoifoliella voucher BIOUG01573-G08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Caloptilia rhoifoliella,499,499,99%,2e-136,88.25,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT145585.1?report=genbank&log$=nucltop&blast_rank=42&RID=8E8XF8GY016"",""KT145585.1"")"
"Caloptilia rhoifoliella voucher BIOUG01022-F03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Caloptilia rhoifoliella,499,499,99%,2e-136,88.25,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT137605.1?report=genbank&log$=nucltop&blast_rank=43&RID=8E8XF8GY016"",""KT137605.1"")"
"Meganola sp. BioLep708 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Meganola sp. BioLep708,499,499,99%,2e-136,88.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ544808.1?report=genbank&log$=nucltop&blast_rank=44&RID=8E8XF8GY016"",""JQ544808.1"")"
"Scoparia exhibitalis voucher CCDB-15861-E01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Scoparia exhibitalis,497,497,99%,6e-136,88.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF387770.1?report=genbank&log$=nucltop&blast_rank=45&RID=8E8XF8GY016"",""KF387770.1"")"
"Astygisa sp. BOLD:AAI4782 voucher RMNH.INS.14134 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Astygisa sp. BOLD:AAI4782,497,497,99%,6e-136,88.28,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU662770.1?report=genbank&log$=nucltop&blast_rank=46&RID=8E8XF8GY016"",""GU662770.1"")"
"Glyphodes sp. sc_05215 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Glyphodes sp. sc_05215,496,496,99%,2e-135,88.19,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX053273.1?report=genbank&log$=nucltop&blast_rank=47&RID=8E8XF8GY016"",""KX053273.1"")"
