Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Stigmella lappovimella voucher RMNH.INS.12755 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella lappovimella,773,773,100%,0.0,100.00,662,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN988348.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""JN988348.1"")"
"Stigmella lappovimella voucher RMNH.INS.12753 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella lappovimella,773,773,100%,0.0,100.00,662,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN988346.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""JN988346.1"")"
"Stigmella zelleriella voucher MM09364 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella zelleriella,773,773,100%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874246.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""HM874246.1"")"
"Stigmella zelleriella voucher MM14708 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella zelleriella,773,773,100%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM876233.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""HM876233.1"")"
"Stigmella lappovimella voucher RMNH.INS.12680 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella lappovimella,767,767,100%,0.0,99.76,662,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN988343.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""JN988343.1"")"
"Stigmella zelleriella voucher MM14707 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella zelleriella,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM876232.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""HM876232.1"")"
"Stigmella zelleriella voucher RMNH.INS.12751 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella zelleriella,765,765,99%,0.0,99.76,662,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN988398.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""JN988398.1"")"
"Stigmella zelleriella voucher RMNH.INS.12747 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella zelleriella,765,765,99%,0.0,99.76,662,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN988394.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""JN988394.1"")"
"Stigmella zelleriella voucher RMNH.INS.11377 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella zelleriella,760,760,99%,0.0,99.76,648,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN988391.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""JN988391.1"")"
"Stigmella zelleriella voucher MM09373 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella zelleriella,721,721,94%,0.0,99.49,638,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874251.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""HM874251.1"")"
"Stigmella myrtillella voucher MM24726 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella myrtillella,680,680,99%,0.0,96.15,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ608687.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""MZ608687.1"")"
