Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Philedonides lunana voucher MM18263 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Philedonides lunana,693,693,99%,0.0,96.64,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF854254.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""JF854254.1"")"
"Philedonides lunana voucher MM05393 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Philedonides lunana,676,676,99%,0.0,95.92,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872801.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""HM872801.1"")"
"Philedonides lunana voucher MM04056 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Philedonides lunana,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM872301.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""HM872301.1"")"
"Philedonides lunana voucher MM21213 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Philedonides lunana,665,665,99%,0.0,95.44,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT782617.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""KT782617.1"")"
"Philedonides lunana voucher MM21212 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Philedonides lunana,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT782426.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""KT782426.1"")"
"Philedonides lunana voucher MM18264 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Philedonides lunana,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF854255.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""JF854255.1"")"
"Philedonides lunana voucher MM08757 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Philedonides lunana,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874066.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""HM874066.1"")"
"Lepidoptera sp. BOLD:AAA1106 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. BOLD:AAA1106,601,601,100%,4e-167,92.58,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM403043.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""HM403043.1"")"
"Homona sp. DL14A1-0164 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Homona sp. DL14A1-0164,599,599,99%,2e-166,92.60,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH416824.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""MH416824.1"")"
"Argyrotaenia velutinana voucher BIOUG<CAN>:MDOK-1861 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Argyrotaenia velutinana,599,599,99%,2e-166,92.57,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU800223.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""GU800223.1"")"
