Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Ypsolopha mucronella voucher BC ZSM Lep 61412 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha mucronella,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX044948.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GNTKHYS013"",""KX044948.1"")"
"Ypsolopha mucronella voucher BC ZSM Lep 28329 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha mucronella,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX040315.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GNTKHYS013"",""KX040315.1"")"
"Ypsolopha mucronella voucher TLMF Lep 02661 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha mucronella,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF860193.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GNTKHYS013"",""JF860193.1"")"
"Ypsolopha falcella voucher TLMF Lep 08241 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha falcella,518,518,100%,5e-142,89.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573686.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GNTKHYS013"",""KM573686.1"")"
"Acosmeryx naga hissarica voucher NIBGE MOT-02089 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acosmeryx naga hissarica,518,518,100%,5e-142,89.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC182152.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GNTKHYS013"",""KC182152.1"")"
"Ypsolopha yasudai voucher JCS-06-0147 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha yasudai,512,512,100%,2e-140,88.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF523861.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GNTKHYS013"",""KF523861.1"")"
"Acosmeryx naga hissarica voucher NIBGE MOT-02090 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acosmeryx naga hissarica,512,512,100%,2e-140,88.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC182156.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GNTKHYS013"",""KC182156.1"")"
"Acosmeryx naga hissarica voucher NIBGE MOT-02093 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acosmeryx naga hissarica,512,512,100%,2e-140,88.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC182155.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GNTKHYS013"",""KC182155.1"")"
"Macrobathra sp. ANIC8 voucher 11ANIC-13196 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrobathra sp. ANIC8,512,512,100%,2e-140,88.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF393020.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GNTKHYS013"",""KF393020.1"")"
"Macrobathra sp. ANIC8 voucher 11ANIC-13195 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrobathra sp. ANIC8,512,512,100%,2e-140,88.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF389411.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GNTKHYS013"",""KF389411.1"")"
"Battus polydamas voucher WI-JAG-253 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Battus polydamas,508,508,100%,3e-139,88.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN275701.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GNTKHYS013"",""JN275701.1"")"
"Zeuzera coffeae isolate PZLS8 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Zeuzera coffeae,507,507,100%,1e-138,88.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/ON862852.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GNTKHYS013"",""ON862852.1"")"
"Zeuzera coffeae isolate PZLS7 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Zeuzera coffeae,507,507,100%,1e-138,88.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/ON862851.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GNTKHYS013"",""ON862851.1"")"
"Zeuzera coffeae isolate PZLS5 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Zeuzera coffeae,507,507,100%,1e-138,88.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/ON862849.1?report=genbank&log$=nucltop&blast_rank=14&RID=8GNTKHYS013"",""ON862849.1"")"
"Zeuzera coffeae isolate PZLS4 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Zeuzera coffeae,507,507,100%,1e-138,88.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/ON862848.1?report=genbank&log$=nucltop&blast_rank=15&RID=8GNTKHYS013"",""ON862848.1"")"
"Zeuzera coffeae isolate PZLS2 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Zeuzera coffeae,507,507,100%,1e-138,88.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/ON862846.1?report=genbank&log$=nucltop&blast_rank=16&RID=8GNTKHYS013"",""ON862846.1"")"
"Zeuzera coffeae isolate PZJH13 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Zeuzera coffeae,507,507,100%,1e-138,88.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/ON862822.1?report=genbank&log$=nucltop&blast_rank=17&RID=8GNTKHYS013"",""ON862822.1"")"
"Zeuzera coffeae isolate PZJD3 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Zeuzera coffeae,507,507,100%,1e-138,88.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/ON862802.1?report=genbank&log$=nucltop&blast_rank=18&RID=8GNTKHYS013"",""ON862802.1"")"
"Zeuzera coffeae isolate PZGY5 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Zeuzera coffeae,507,507,100%,1e-138,88.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/ON862762.1?report=genbank&log$=nucltop&blast_rank=19&RID=8GNTKHYS013"",""ON862762.1"")"
"Zeuzera coffeae isolate PZGY4 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Zeuzera coffeae,507,507,100%,1e-138,88.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/ON862761.1?report=genbank&log$=nucltop&blast_rank=20&RID=8GNTKHYS013"",""ON862761.1"")"
"Zeuzera coffeae isolate PZGY3 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Zeuzera coffeae,507,507,100%,1e-138,88.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/ON862760.1?report=genbank&log$=nucltop&blast_rank=21&RID=8GNTKHYS013"",""ON862760.1"")"
