Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Coleophora otidipennella voucher UKLB39F01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora otidipennella,706,706,100%,0.0,97.13,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX043239.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GJEE4XV016"",""KX043239.1"")"
"Coleophora otidipennella voucher MM02479 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora otidipennella,706,706,100%,0.0,97.13,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871560.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GJEE4XV016"",""HM871560.1"")"
"Coleophora otidipennella voucher Lep164 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Coleophora otidipennella,701,701,100%,0.0,96.89,672,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN248801.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GJEE4XV016"",""JN248801.1"")"
"Coleophora otidipennella voucher MM02478 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora otidipennella,701,701,100%,0.0,96.89,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871559.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GJEE4XV016"",""HM871559.1"")"
"Coleophora otidipennella voucher MM06478 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora otidipennella,701,701,100%,0.0,96.89,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873276.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GJEE4XV016"",""HM873276.1"")"
"Coleophora otidipennella voucher MM13897 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora otidipennella,701,701,100%,0.0,96.89,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875789.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GJEE4XV016"",""HM875789.1"")"
"Coleophora sp. JFL096 voucher 10BBCLP-2814 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora sp. JFL096,678,678,100%,0.0,95.94,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT128367.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GJEE4XV016"",""KT128367.1"")"
"Coleophora sylvaticella voucher TLMF Lep 02314 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora sylvaticella,678,678,100%,0.0,95.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF859882.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GJEE4XV016"",""JF859882.1"")"
"Coleophora sylvaticella voucher Lep219 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Coleophora sylvaticella,673,673,100%,0.0,95.69,672,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN248851.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GJEE4XV016"",""JN248851.1"")"
"Coleophora sylvaticella voucher BC ZSM Lep 25537 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora sylvaticella,673,673,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM422157.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GJEE4XV016"",""HM422157.1"")"
"Coleophora taeniipennella voucher Lep202 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Coleophora taeniipennella,662,662,100%,0.0,95.22,675,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN248835.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GJEE4XV016"",""JN248835.1"")"
"Coleophora sp. JFL096 voucher BIOUG<CAN>:10BBCLP-0676 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora sp. JFL096,662,662,100%,0.0,95.23,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF841704.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GJEE4XV016"",""JF841704.1"")"
"Coleophora taeniipennella voucher MM02476 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora taeniipennella,662,662,100%,0.0,95.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871558.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GJEE4XV016"",""HM871558.1"")"
"Coleophora taeniipennella voucher MM09909 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora taeniipennella,662,662,100%,0.0,95.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874484.1?report=genbank&log$=nucltop&blast_rank=14&RID=8GJEE4XV016"",""HM874484.1"")"
"Coleophora taeniipennella voucher MM12040 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora taeniipennella,662,662,100%,0.0,95.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875173.1?report=genbank&log$=nucltop&blast_rank=15&RID=8GJEE4XV016"",""HM875173.1"")"
"Coleophora taeniipennella voucher TLMF Lep 07528 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora taeniipennella,662,662,100%,0.0,95.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573278.1?report=genbank&log$=nucltop&blast_rank=16&RID=8GJEE4XV016"",""KM573278.1"")"
"Coleophora argentialbella voucher BIOUG<CAN>:MDOK-2768 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora argentialbella,662,662,100%,0.0,95.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU801477.1?report=genbank&log$=nucltop&blast_rank=17&RID=8GJEE4XV016"",""GU801477.1"")"
"Coleophora glaucicolella voucher Lep429 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Coleophora glaucicolella,656,656,100%,0.0,94.98,672,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN248885.1?report=genbank&log$=nucltop&blast_rank=18&RID=8GJEE4XV016"",""JN248885.1"")"
"Coleophora glaucicolella voucher BC ZSM Lep 28817 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora glaucicolella,656,656,100%,0.0,94.98,588,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ955461.1?report=genbank&log$=nucltop&blast_rank=19&RID=8GJEE4XV016"",""HQ955461.1"")"
"Coleophora taeniipennella voucher MM02500 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora taeniipennella,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871576.1?report=genbank&log$=nucltop&blast_rank=20&RID=8GJEE4XV016"",""HM871576.1"")"
"Coleophora glaucicolella voucher MM02467 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora glaucicolella,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871553.1?report=genbank&log$=nucltop&blast_rank=21&RID=8GJEE4XV016"",""HM871553.1"")"
"Coleophora glaucicolella voucher MM06479 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora glaucicolella,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873277.1?report=genbank&log$=nucltop&blast_rank=22&RID=8GJEE4XV016"",""HM873277.1"")"
"Coleophora glaucicolella voucher MM14164 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora glaucicolella,656,656,100%,0.0,94.98,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875924.1?report=genbank&log$=nucltop&blast_rank=23&RID=8GJEE4XV016"",""HM875924.1"")"
"Coleophora glaucicolella voucher MM13705 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora glaucicolella,656,656,100%,0.0,94.98,656,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875739.1?report=genbank&log$=nucltop&blast_rank=24&RID=8GJEE4XV016"",""HM875739.1"")"
"Coleophora glaucicolella voucher BC ZSM Lep 27230 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora glaucicolella,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU707252.1?report=genbank&log$=nucltop&blast_rank=25&RID=8GJEE4XV016"",""GU707252.1"")"
"Coleophora latronella voucher jflandry0791 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora latronella,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU095727.1?report=genbank&log$=nucltop&blast_rank=26&RID=8GJEE4XV016"",""GU095727.1"")"
