Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Udea decrepitalis voucher BC ZSM Lep 22956 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Udea decrepitalis,701,701,100%,0.0,96.89,612,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706311.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""GU706311.1"")"
"Udea decrepitalis voucher TLMF Lep 00821 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Udea decrepitalis,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ968197.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""HQ968197.1"")"
"Udea decrepitalis voucher LEP00235 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Udea decrepitalis,695,695,100%,0.0,96.65,1459,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF497042.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""JF497042.1"")"
"Udea decrepitalis voucher TLMF Lep 02764 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Udea decrepitalis,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF860281.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""JF860281.1"")"
"Udea decrepitalis voucher TLMF Lep 00825 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Udea decrepitalis,689,689,100%,0.0,96.41,612,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ968201.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""HQ968201.1"")"
"Udea decrepitalis voucher MM01863 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Udea decrepitalis,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM386853.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""HM386853.1"")"
"Udea decrepitalis voucher NHMO-06214 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Udea decrepitalis,684,684,100%,0.0,96.17,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX048469.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""KX048469.1"")"
"Udea inquinatalis voucher TLMF Lep 03511 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Udea inquinatalis,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN284787.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""JN284787.1"")"
"Udea inquinatalis voucher MM04139 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Udea inquinatalis,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM386926.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""HM386926.1"")"
"Udea inquinatalis voucher MM04133 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Udea inquinatalis,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM386920.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""HM386920.1"")"
"Udea decrepitalis voucher MM01862 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Udea decrepitalis,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM386852.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""HM386852.1"")"
"Udea inquinatalis voucher TLMF Lep 02834 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Udea inquinatalis,678,678,100%,0.0,95.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF860316.1?report=genbank&log$=nucltop&blast_rank=12&RID=8E8XF8GY016"",""JF860316.1"")"
