Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Lypusa maurella voucher MM06394 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lypusa maurella,756,756,100%,0.0,99.28,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873226.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""HM873226.1"")"
"Lypusa maurella voucher MM14046 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lypusa maurella,756,756,100%,0.0,99.28,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875859.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""HM875859.1"")"
"Lypusa maurella voucher BC ZSM Lep 25278 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lypusa maurella,750,750,100%,0.0,99.04,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706730.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""GU706730.1"")"
"Lypusa maurella voucher CLV1993 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lypusa maurella,745,745,100%,0.0,98.80,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF848520.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""JF848520.1"")"
"Lypusa maurella voucher DRD-07-4102 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lypusa maurella,737,737,99%,0.0,98.56,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF491842.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""KF491842.1"")"
"Lypusa maurella voucher BC ZSM Lep 29208 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lypusa maurella,737,737,99%,0.0,98.56,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ563530.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""HQ563530.1"")"
"Lypusa maurella voucher MM00010 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Lypusa maurella,737,737,99%,0.0,98.32,610,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU828575.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""GU828575.1"")"
"Lypusa tokari voucher MM19938 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lypusa tokari,732,732,99%,0.0,98.32,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047631.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""KX047631.1"")"
"Lypusa maurella voucher MM00011 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Lypusa maurella,726,726,99%,0.0,98.08,670,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU828576.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""GU828576.1"")"
"Illidgea sp. ANIC20 voucher 11ANIC-09219 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Illidgea sp. ANIC20,551,551,100%,5e-152,90.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF399939.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""KF399939.1"")"
"Datana contracta voucher 11-MISC-721 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Datana contracta,545,545,100%,2e-150,90.21,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF103345.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""MF103345.1"")"
