Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Sesia apiformis genome assembly, organelle: mitochondrion",Sesia apiformis,773,773,100%,0.0,100.00,15405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU611978.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GMN8PEH013"",""OU611978.1"")"
"Sesia apiformis voucher NHMO Lep09014 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sesia apiformis,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX048403.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GMN8PEH013"",""KX048403.1"")"
"Sesia apiformis voucher MM15755 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sesia apiformis,767,767,100%,0.0,99.76,632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM876536.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GMN8PEH013"",""HM876536.1"")"
"Sesia apiformis voucher MM08674 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Sesia apiformis,767,767,100%,0.0,99.76,670,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU828827.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GMN8PEH013"",""GU828827.1"")"
"Sesia apiformis voucher MM15754 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sesia apiformis,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM876535.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GMN8PEH013"",""HM876535.1"")"
"Sesia apiformis voucher MM08675 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sesia apiformis,728,728,100%,0.0,98.09,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874040.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GMN8PEH013"",""HM874040.1"")"
"Sesia apiformis voucher BC ZSM Lep 25464 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sesia apiformis,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706638.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GMN8PEH013"",""GU706638.1"")"
"Sesia apiformis bio-material DNATAX:02791 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Sesia apiformis,723,723,100%,0.0,97.85,1538,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU731606.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GMN8PEH013"",""GU731606.1"")"
"Sesia apiformis voucher CCDB-14566 F08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sesia apiformis,706,706,100%,0.0,97.13,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OL534370.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GMN8PEH013"",""OL534370.1"")"
"Sesia apiformis bio-material DNATAX:02540 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Sesia apiformis,689,689,100%,0.0,96.41,584,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU731643.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GMN8PEH013"",""GU731643.1"")"
"Sesia apiformis voucher BC ZSM Lep 24873 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sesia apiformis,676,676,93%,0.0,97.70,631,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706639.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GMN8PEH013"",""GU706639.1"")"
"Sesia apiformis genome assembly, chromosome: 9",Sesia apiformis,545,545,99%,2e-150,90.24,20637350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OU611956.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GMN8PEH013"",""OU611956.1"")"
"Sesia ommatiaeformis voucher NIBGE MOT-00862 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sesia ommatiaeformis,483,483,99%,2e-131,87.56,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF858051.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GMN8PEH013"",""JF858051.1"")"
"Sesia spartani voucher UASM99832 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sesia spartani,483,483,99%,2e-131,87.53,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM902916.1?report=genbank&log$=nucltop&blast_rank=14&RID=8GMN8PEH013"",""HM902916.1"")"
"Sesia spartani voucher W. TAFT Lep 00008 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sesia spartani,483,483,99%,2e-131,87.53,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ564694.1?report=genbank&log$=nucltop&blast_rank=15&RID=8GMN8PEH013"",""HQ564694.1"")"
"Sesia spartani isolate BT50 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Sesia spartani,475,475,98%,3e-129,87.56,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/ON605237.1?report=genbank&log$=nucltop&blast_rank=16&RID=8GMN8PEH013"",""ON605237.1"")"
