Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Micropterix sp. BOLD:AAI1534 voucher CCDB-02228-C01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix sp. BOLD:AAI1534,612,612,100%,2e-170,93.54,605,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM379279.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GP51B9F016"",""HM379279.1"")"
"Micropterix tunbergella voucher CCDB-02227-G01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix tunbergella,601,601,100%,4e-167,93.06,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU663030.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GP51B9F016"",""GU663030.1"")"
"Micropterix tunbergella voucher UKLB31H03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix tunbergella,595,595,100%,2e-165,92.82,648,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM405746.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GP51B9F016"",""HM405746.1"")"
"Micropterix myrtetella voucher CCDB-02227-F07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix myrtetella,595,595,100%,2e-165,92.82,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU663012.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GP51B9F016"",""GU663012.1"")"
"Micropterix sp. BOLD:AAG1207 voucher CCDB-02223-H05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix sp. BOLD:AAG1207,595,595,100%,2e-165,92.82,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU662969.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GP51B9F016"",""GU662969.1"")"
"Micropterix calthella voucher UNK-93-0073 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix calthella,590,590,100%,9e-164,92.58,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU696052.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GP51B9F016"",""GU696052.1"")"
"Micropterix calthella voucher CCDB-02227-H01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix calthella,590,590,100%,9e-164,92.58,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU663032.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GP51B9F016"",""GU663032.1"")"
"Micropterix calthella voucher UNK-93-0059 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix calthella,588,588,99%,3e-163,92.57,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF491864.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GP51B9F016"",""KF491864.1"")"
"Micropterix tunbergella voucher BC ZSM Lep 29122 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix tunbergella,588,588,96%,3e-163,93.32,644,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ563461.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GP51B9F016"",""HQ563461.1"")"
"Micropterix schaefferi voucher TLMF Lep 07475 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix schaefferi,584,584,100%,4e-162,92.34,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP253213.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GP51B9F016"",""KP253213.1"")"
