Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Coleophora betulella voucher MM09797 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora betulella,767,767,100%,0.0,99.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM387055.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""HM387055.1"")"
"Coleophora betulella voucher BC ZSM Lep 61426 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora betulella,761,761,100%,0.0,99.52,656,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX047466.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""KX047466.1"")"
"Coleophora betulella isolate 1834 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Coleophora betulella,761,761,100%,0.0,99.52,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW441586.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""MW441586.1"")"
"Coleophora betulella voucher MM06617 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora betulella,761,761,100%,0.0,99.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873369.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""HM873369.1"")"
"Coleophora betulella voucher TLMF Lep 11115 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora betulella,756,756,100%,0.0,99.28,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP150211.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""KP150211.1"")"
"Coleophora betulella voucher TLMF Lep 07529 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora betulella,756,756,100%,0.0,99.28,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573107.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""KM573107.1"")"
"Coleophora betulella voucher MM18171 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora betulella,756,756,100%,0.0,99.28,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF854178.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""JF854178.1"")"
"Coleophora betulella voucher MM10145 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora betulella,756,756,99%,0.0,99.52,655,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874592.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""HM874592.1"")"
"Coleophora betulella voucher BC ZSM Lep 64425 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora betulella,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX044284.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""KX044284.1"")"
"Coleophora zelleriella voucher Lep216 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Coleophora zelleriella,684,684,100%,0.0,96.17,650,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN248848.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""JN248848.1"")"
"Coleophora zelleriella voucher BC ZSM Lep 38106 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora zelleriella,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ563706.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""HQ563706.1"")"
"Coleophora albidella voucher MM17555 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora albidella,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM572151.1?report=genbank&log$=nucltop&blast_rank=12&RID=8E8XF8GY016"",""KM572151.1"")"
"Coleophora ibipennella voucher Lep417 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Coleophora ibipennella,667,667,100%,0.0,95.45,672,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN248876.1?report=genbank&log$=nucltop&blast_rank=13&RID=8E8XF8GY016"",""JN248876.1"")"
"Coleophora ibipennella voucher UKLB28H10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora ibipennella,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ654643.1?report=genbank&log$=nucltop&blast_rank=14&RID=8E8XF8GY016"",""HQ654643.1"")"
"Coleophora multipulvella voucher jflandry0984 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora multipulvella,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU096340.1?report=genbank&log$=nucltop&blast_rank=15&RID=8E8XF8GY016"",""GU096340.1"")"
"Coleophora multipulvella voucher jflandry0038 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora multipulvella,667,667,100%,0.0,95.45,655,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU095731.1?report=genbank&log$=nucltop&blast_rank=16&RID=8E8XF8GY016"",""GU095731.1"")"
"Coleophora bernoulliella voucher MM25015 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora bernoulliella,662,662,100%,0.0,95.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ610871.1?report=genbank&log$=nucltop&blast_rank=17&RID=8E8XF8GY016"",""MZ610871.1"")"
"Coleophora bernoulliella voucher MM25014 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Coleophora bernoulliella,662,662,100%,0.0,95.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ609957.1?report=genbank&log$=nucltop&blast_rank=18&RID=8E8XF8GY016"",""MZ609957.1"")"
