Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Apotomis inundana voucher MM01990 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Apotomis inundana,773,773,100%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT782719.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""KT782719.1"")"
"Apotomis betuletana voucher RMNH.INS.538491 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Apotomis betuletana,773,773,100%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX048633.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""KX048633.1"")"
"Apotomis betuletana voucher NHMO-08170 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Apotomis betuletana,773,773,100%,0.0,100.00,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX048345.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""KX048345.1"")"
"Apotomis sororculana voucher MM24056 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Apotomis sororculana,773,773,100%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ706481.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""OQ706481.1"")"
"Apotomis betuletana genome assembly, organelle: mitochondrion",Apotomis betuletana,773,773,100%,0.0,100.00,15804,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OW026326.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""OW026326.1"")"
"Apotomis betuletana genome assembly, chromosome: 4",Apotomis betuletana,773,773,100%,0.0,100.00,28066917,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OW026302.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""OW026302.1"")"
"Apotomis sororculana voucher MM23406 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Apotomis sororculana,773,773,100%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ608965.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""MZ608965.1"")"
"Apotomis betuletana voucher TLMF Lep 02232 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Apotomis betuletana,773,773,100%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF859812.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""JF859812.1"")"
"Apotomis sororculana voucher MM01996 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Apotomis sororculana,773,773,100%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871358.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""HM871358.1"")"
"Apotomis betuletana voucher MM14613 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Apotomis betuletana,773,773,100%,0.0,100.00,654,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM876186.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""HM876186.1"")"
