Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Acleris hippophaeana voucher BC ZSM Lep 23351 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris hippophaeana,773,773,100%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706982.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""GU706982.1"")"
"Acleris sp. 1 BOLD-2016 voucher HBL008891 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris sp. 1 BOLD-2016,728,728,100%,0.0,98.09,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT146264.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""KT146264.1"")"
"Acleris sp. 1 BOLD-2016 voucher 04HBL006114 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris sp. 1 BOLD-2016,728,728,100%,0.0,98.09,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT128819.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""KT128819.1"")"
"Acleris sp. 1 BOLD-2016 voucher Moth4018.03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris sp. 1 BOLD-2016,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT144263.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""KT144263.1"")"
"Acleris hastiana voucher UKLB38B11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris hastiana,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042947.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""KX042947.1"")"
"Acleris hastiana voucher MM19856 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris hastiana,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573463.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""KM573463.1"")"
"Acleris hastiana voucher TLMF Lep 10031 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris hastiana,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM572565.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""KM572565.1"")"
"Acleris hastiana voucher MM24124 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris hastiana,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ610952.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""MZ610952.1"")"
"Acleris hastiana voucher MM08206 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris hastiana,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873818.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""HM873818.1"")"
"Acleris hastiana voucher MM07210 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris hastiana,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873641.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""HM873641.1"")"
"Acleris hastiana voucher MM11959 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris hastiana,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875144.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""HM875144.1"")"
"Acleris hastiana voucher BC ZSM Lep 23077 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris hastiana,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM391712.1?report=genbank&log$=nucltop&blast_rank=12&RID=8E8XF8GY016"",""HM391712.1"")"
"Acleris hastiana voucher BC ZSM Lep 23359 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris hastiana,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706995.1?report=genbank&log$=nucltop&blast_rank=13&RID=8E8XF8GY016"",""GU706995.1"")"
"Acleris hastiana voucher BC ZSM Lep 25131 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris hastiana,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706988.1?report=genbank&log$=nucltop&blast_rank=14&RID=8E8XF8GY016"",""GU706988.1"")"
"Acleris sp. 1 BOLD-2016 voucher HBL008896 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris sp. 1 BOLD-2016,712,712,100%,0.0,97.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT146096.1?report=genbank&log$=nucltop&blast_rank=15&RID=8E8XF8GY016"",""KT146096.1"")"
"Acleris sp. 1 BOLD-2016 voucher 04HBL006109 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris sp. 1 BOLD-2016,712,712,100%,0.0,97.37,573,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT136221.1?report=genbank&log$=nucltop&blast_rank=16&RID=8E8XF8GY016"",""KT136221.1"")"
"Acleris arcticana voucher zmuc00023426 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris arcticana,712,712,100%,0.0,97.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT959698.1?report=genbank&log$=nucltop&blast_rank=17&RID=8E8XF8GY016"",""KT959698.1"")"
"Acleris hastiana voucher MM20722 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris hastiana,712,712,100%,0.0,97.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM572585.1?report=genbank&log$=nucltop&blast_rank=18&RID=8E8XF8GY016"",""KM572585.1"")"
"Acleris hastiana voucher MM00428 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris hastiana,712,712,100%,0.0,97.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871015.1?report=genbank&log$=nucltop&blast_rank=19&RID=8E8XF8GY016"",""HM871015.1"")"
"Acleris hastiana voucher MM08234 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris hastiana,712,712,100%,0.0,97.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873825.1?report=genbank&log$=nucltop&blast_rank=20&RID=8E8XF8GY016"",""HM873825.1"")"
"Acleris arcticana voucher zmuc00023427 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris arcticana,706,706,100%,0.0,97.13,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT959855.1?report=genbank&log$=nucltop&blast_rank=21&RID=8E8XF8GY016"",""KT959855.1"")"
"Acleris variegana voucher BIOUG<CAN>:AVBC 111-10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris variegana,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ962780.1?report=genbank&log$=nucltop&blast_rank=22&RID=8E8XF8GY016"",""HQ962780.1"")"
"Acleris hastiana voucher UKLB40D10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acleris hastiana,691,691,95%,0.0,97.76,605,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX044092.1?report=genbank&log$=nucltop&blast_rank=23&RID=8E8XF8GY016"",""KX044092.1"")"
