Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Agonopterix alstromeriana voucher BC ZSM Lep 25673 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix alstromeriana,773,773,100%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU707155.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""GU707155.1"")"
"Agonopterix carduncelli voucher TLMF Lep 07015 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix carduncelli,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY754255.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""KY754255.1"")"
"Agonopterix carduncelli voucher TLMF Lep 06978 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix carduncelli,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY754235.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""KY754235.1"")"
"Agonopterix carduncelli voucher TLMF Lep 22013 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix carduncelli,723,723,100%,0.0,97.85,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK585838.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""MK585838.1"")"
"Agonopterix kayseriensis voucher TLMF Lep 19256 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix kayseriensis,721,721,99%,0.0,97.84,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT551920.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""MT551920.1"")"
"Agonopterix alstromeriana voucher BC ZSM Lep 25342 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix alstromeriana,721,721,93%,0.0,100.00,622,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706963.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""GU706963.1"")"
"Agonopterix broennoeensis voucher TLMF Lep 26015 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix broennoeensis,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN968491.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""MN968491.1"")"
"Agonopterix broennoeensis voucher TLMF Lep 23477 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix broennoeensis,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN968437.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""MN968437.1"")"
"Agonopterix broennoeensis voucher NMPC-LEP-0151 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix broennoeensis,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN942315.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""MN942315.1"")"
"Agonopterix broennoeensis voucher MM08550 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix broennoeensis,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873966.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""HM873966.1"")"
"Agonopterix kayseriensis voucher TLMF Lep 19024 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix kayseriensis,715,715,99%,0.0,97.60,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT551906.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""MT551906.1"")"
"Agonopterix angelicella voucher TLMF Lep 19020 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix angelicella,712,712,100%,0.0,97.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF544003.1?report=genbank&log$=nucltop&blast_rank=12&RID=8E8XF8GY016"",""MF544003.1"")"
"Agonopterix kaekeritziana voucher TLMF Lep 14534 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix kaekeritziana,712,712,100%,0.0,97.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY754242.1?report=genbank&log$=nucltop&blast_rank=13&RID=8E8XF8GY016"",""KY754242.1"")"
"Agonopterix pseudoferulae voucher MM24152 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix pseudoferulae,712,712,100%,0.0,97.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY754238.1?report=genbank&log$=nucltop&blast_rank=14&RID=8E8XF8GY016"",""KY754238.1"")"
"Agonopterix kaekeritziana voucher TLMF Lep 04906 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix kaekeritziana,712,712,100%,0.0,97.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP976164.1?report=genbank&log$=nucltop&blast_rank=15&RID=8E8XF8GY016"",""KP976164.1"")"
"Agonopterix kaekeritziana voucher TLMF Lep 19247 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix kaekeritziana,712,712,100%,0.0,97.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW201253.1?report=genbank&log$=nucltop&blast_rank=16&RID=8E8XF8GY016"",""MW201253.1"")"
"Agonopterix kayseriensis voucher TLMF Lep 21939 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix kayseriensis,710,710,99%,0.0,97.36,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT551917.1?report=genbank&log$=nucltop&blast_rank=17&RID=8E8XF8GY016"",""MT551917.1"")"
"Agonopterix kayseriensis voucher TLMF Lep 23182 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix kayseriensis,710,710,99%,0.0,97.36,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT551914.1?report=genbank&log$=nucltop&blast_rank=18&RID=8E8XF8GY016"",""MT551914.1"")"
"Agonopterix kayseriensis voucher TLMF Lep 21984 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix kayseriensis,710,710,99%,0.0,97.36,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT551913.1?report=genbank&log$=nucltop&blast_rank=19&RID=8E8XF8GY016"",""MT551913.1"")"
"Agonopterix kayseriensis voucher TLMF Lep 17706 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix kayseriensis,710,710,99%,0.0,97.36,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT551908.1?report=genbank&log$=nucltop&blast_rank=20&RID=8E8XF8GY016"",""MT551908.1"")"
"Agonopterix straminella voucher TLMF Lep 17731 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix straminella,706,706,100%,0.0,97.13,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY754237.1?report=genbank&log$=nucltop&blast_rank=21&RID=8E8XF8GY016"",""KY754237.1"")"
"Agonopterix kaekeritziana voucher TLMF Lep 07181 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix kaekeritziana,706,706,100%,0.0,97.13,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP976138.1?report=genbank&log$=nucltop&blast_rank=22&RID=8E8XF8GY016"",""KP976138.1"")"
"Agonopterix kaekeritziana voucher TLMF Lep 04884 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix kaekeritziana,706,706,100%,0.0,97.13,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP976134.1?report=genbank&log$=nucltop&blast_rank=23&RID=8E8XF8GY016"",""KP976134.1"")"
"Agonopterix kaekeritziana voucher MM18997 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix kaekeritziana,706,706,100%,0.0,97.13,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573635.1?report=genbank&log$=nucltop&blast_rank=24&RID=8E8XF8GY016"",""KM573635.1"")"
"Agonopterix angelicella voucher MM22949 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix angelicella,706,706,100%,0.0,97.13,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573458.1?report=genbank&log$=nucltop&blast_rank=25&RID=8E8XF8GY016"",""KM573458.1"")"
"Agonopterix kaekeritziana voucher TLMF Lep 23452 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Agonopterix kaekeritziana,706,706,100%,0.0,97.13,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT406259.1?report=genbank&log$=nucltop&blast_rank=26&RID=8E8XF8GY016"",""MT406259.1"")"
