Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Aricia artaxerxes isolate AB24-6 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Aricia artaxerxes,773,773,100%,0.0,100.00,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN107409.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""MN107409.1"")"
"Aricia artaxerxes isolate AB24-5 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Aricia artaxerxes,773,773,100%,0.0,100.00,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN107408.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""MN107408.1"")"
"Aricia artaxerxes isolate AB24-4 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Aricia artaxerxes,773,773,100%,0.0,100.00,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN107407.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""MN107407.1"")"
"Aricia artaxerxes isolate AB24-3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Aricia artaxerxes,773,773,100%,0.0,100.00,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN107406.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""MN107406.1"")"
"Aricia artaxerxes isolate AB24-2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Aricia artaxerxes,773,773,100%,0.0,100.00,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN107405.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""MN107405.1"")"
"Aricia artaxerxes isolate AB24-1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Aricia artaxerxes,773,773,100%,0.0,100.00,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN107404.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""MN107404.1"")"
"Aricia artaxerxes isolate AB17-9 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Aricia artaxerxes,773,773,100%,0.0,100.00,668,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN107403.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""MN107403.1"")"
"Aricia artaxerxes isolate AB17-8 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Aricia artaxerxes,773,773,100%,0.0,100.00,622,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN107402.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""MN107402.1"")"
"Aricia artaxerxes isolate AB17-7 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Aricia artaxerxes,773,773,100%,0.0,100.00,620,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN107401.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""MN107401.1"")"
"Aricia artaxerxes isolate AB17-6 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Aricia artaxerxes,773,773,100%,0.0,100.00,621,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN107400.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""MN107400.1"")"
"Aricia artaxerxes isolate AB17-19 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Aricia artaxerxes,773,773,100%,0.0,100.00,620,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN107399.1?report=genbank&log$=nucltop&blast_rank=11&RID=8E8XF8GY016"",""MN107399.1"")"
"Aricia artaxerxes isolate AB16-13 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Aricia artaxerxes,773,773,100%,0.0,100.00,610,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN107398.1?report=genbank&log$=nucltop&blast_rank=12&RID=8E8XF8GY016"",""MN107398.1"")"
"Aricia artaxerxes voucher RVcoll15I715 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Aricia artaxerxes,773,773,100%,0.0,100.00,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW503462.1?report=genbank&log$=nucltop&blast_rank=13&RID=8E8XF8GY016"",""MW503462.1"")"
