Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Trifurcula cryptella voucher RMNH.INS.24561 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trifurcula cryptella,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281443.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GPBDEPP013"",""KX281443.1"")"
"Trifurcula eurema voucher RMNH.INS.11719 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trifurcula eurema,549,549,99%,2e-151,90.58,654,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281301.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GPBDEPP013"",""KX281301.1"")"
"Trifurcula ortneri voucher RMNH.INS.11503 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trifurcula ortneri,523,523,99%,1e-143,89.40,654,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281349.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GPBDEPP013"",""KX281349.1"")"
"Trifurcula sp. Genistatriacanthos voucher RMNH.INS.12708 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trifurcula sp. Genistatriacanthos,516,516,98%,2e-141,89.29,654,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281256.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GPBDEPP013"",""KX281256.1"")"
"Trifurcula sp. Retamasphaerocarpa voucher RMNH.INS.11511 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trifurcula sp. Retamasphaerocarpa,510,510,98%,8e-140,89.05,654,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281238.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GPBDEPP013"",""KX281238.1"")"
"Tegeticula carnerosanella isolate 00.313 cytochrome oxidase subunit I gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II gene, partial cds; mitochondrial",Tegeticula carnerosanella,510,510,99%,8e-140,88.92,2103,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ924331.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GPBDEPP013"",""DQ924331.1"")"
"Stigmella freyella voucher RMNH.INS.11230 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella freyella,505,505,99%,4e-138,88.70,662,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281296.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GPBDEPP013"",""KX281296.1"")"
"Ectoedemia arcuatella voucher RMNH:INS:17801 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ectoedemia arcuatella,505,505,99%,4e-138,88.73,665,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN201668.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GPBDEPP013"",""JN201668.1"")"
"Tegeticula tehuacana isolate 99.14 cytochrome oxidase subunit I gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II gene, partial cds; mitochondrial",Tegeticula tehuacana,505,505,99%,4e-138,88.67,2103,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ924319.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GPBDEPP013"",""DQ924319.1"")"
"Tegeticula tehuacana isolate 99.23 cytochrome oxidase subunit I gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II gene, partial cds; mitochondrial",Tegeticula tehuacana,505,505,99%,4e-138,88.67,2103,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ924320.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GPBDEPP013"",""DQ924320.1"")"
"Tegeticula elatella voucher Pellmyr30 cytochrome oxidase subunit I gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II gene, partial cds; mitochondrial",Tegeticula elatella,505,505,99%,4e-138,88.67,2102,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ075494.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GPBDEPP013"",""DQ075494.1"")"
"Tegeticula elatella voucher Pellmyr29 cytochrome oxidase subunit I gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II gene, partial cds; mitochondrial",Tegeticula elatella,505,505,99%,4e-138,88.67,2102,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ075493.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GPBDEPP013"",""DQ075493.1"")"
"Tegeticula elatella voucher Pellmyr28 cytochrome oxidase subunit I gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II gene, partial cds; mitochondrial",Tegeticula elatella,505,505,99%,4e-138,88.67,2102,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ075492.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GPBDEPP013"",""DQ075492.1"")"
"Tegeticula elatella voucher Pellmyr27 cytochrome oxidase subunit I gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II gene, partial cds; mitochondrial",Tegeticula elatella,505,505,99%,4e-138,88.67,2102,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ075491.1?report=genbank&log$=nucltop&blast_rank=14&RID=8GPBDEPP013"",""DQ075491.1"")"
"Stigmella diniensis voucher RMNH.INS.11917 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella diniensis,499,499,98%,2e-136,88.56,654,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX281378.1?report=genbank&log$=nucltop&blast_rank=15&RID=8GPBDEPP013"",""KX281378.1"")"
"Ectoedemia arcuatella voucher RMNH.INS.24294 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ectoedemia arcuatella,499,499,99%,2e-136,88.49,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM077621.1?report=genbank&log$=nucltop&blast_rank=16&RID=8GPBDEPP013"",""KM077621.1"")"
"Ectoedemia arcuatella voucher MM22851 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ectoedemia arcuatella,499,499,99%,2e-136,88.49,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ609882.1?report=genbank&log$=nucltop&blast_rank=17&RID=8GPBDEPP013"",""MZ609882.1"")"
"Xylorycta sp. ANIC87 voucher 11ANIC-10909 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xylorycta sp. ANIC87,499,499,99%,2e-136,88.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF401070.1?report=genbank&log$=nucltop&blast_rank=18&RID=8GPBDEPP013"",""KF401070.1"")"
"Xylorycta sp. ANIC87 voucher CCDB-15725-A07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Xylorycta sp. ANIC87,499,499,99%,2e-136,88.43,540,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF400350.1?report=genbank&log$=nucltop&blast_rank=19&RID=8GPBDEPP013"",""KF400350.1"")"
"Stigmella sp. BIOUG02091-E01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Stigmella sp. BIOUG02091-E01,499,499,99%,2e-136,88.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN413958.1?report=genbank&log$=nucltop&blast_rank=20&RID=8GPBDEPP013"",""MN413958.1"")"
"Ectoedemia arcuatella voucher RMNH:INS:11713 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ectoedemia arcuatella,499,499,99%,2e-136,88.49,665,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN201672.1?report=genbank&log$=nucltop&blast_rank=21&RID=8GPBDEPP013"",""JN201672.1"")"
"Ectoedemia arcuatella voucher MM09631 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ectoedemia arcuatella,499,499,99%,2e-136,88.49,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM874388.1?report=genbank&log$=nucltop&blast_rank=22&RID=8GPBDEPP013"",""HM874388.1"")"
"Tegeticula antithetica voucher Pellmyr Lab Insect Collection 07.182 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Tegeticula antithetica,499,499,99%,2e-136,88.43,1417,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU585213.1?report=genbank&log$=nucltop&blast_rank=23&RID=8GPBDEPP013"",""EU585213.1"")"
"Tegeticula antithetica voucher Pellmyr Lab Insect Collection 07.1555 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Tegeticula antithetica,499,499,99%,2e-136,88.43,1417,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU585200.1?report=genbank&log$=nucltop&blast_rank=24&RID=8GPBDEPP013"",""EU585200.1"")"
"Tegeticula antithetica voucher Pellmyr Lab Insect Collection 00.397e cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Tegeticula antithetica,499,499,99%,2e-136,88.43,1417,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU585143.1?report=genbank&log$=nucltop&blast_rank=25&RID=8GPBDEPP013"",""EU585143.1"")"
"Tegeticula antithetica voucher Pellmyr Lab Insect Collection 00.396a cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Tegeticula antithetica,499,499,99%,2e-136,88.43,1417,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU585138.1?report=genbank&log$=nucltop&blast_rank=26&RID=8GPBDEPP013"",""EU585138.1"")"
"Tegeticula tehuacana isolate 99.13 cytochrome oxidase subunit I gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II gene, partial cds; mitochondrial",Tegeticula tehuacana,499,499,99%,2e-136,88.43,2103,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ924318.1?report=genbank&log$=nucltop&blast_rank=27&RID=8GPBDEPP013"",""DQ924318.1"")"
"Tegeticula tehuacana isolate 96.409 cytochrome oxidase subunit I gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II gene, partial cds; mitochondrial",Tegeticula tehuacana,499,499,99%,2e-136,88.43,2103,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ924317.1?report=genbank&log$=nucltop&blast_rank=28&RID=8GPBDEPP013"",""DQ924317.1"")"
"Tegeticula tehuacana isolate 96.358 cytochrome oxidase subunit I gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II gene, partial cds; mitochondrial",Tegeticula tehuacana,499,499,99%,2e-136,88.43,2103,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ924316.1?report=genbank&log$=nucltop&blast_rank=29&RID=8GPBDEPP013"",""DQ924316.1"")"
