Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Micropterix tunbergella voucher CCDB-02227-G01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix tunbergella,678,678,100%,0.0,95.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU663030.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GPBDEPP013"",""GU663030.1"")"
"Micropterix sp. BOLD:AAI1534 voucher CCDB-02228-C01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix sp. BOLD:AAI1534,678,678,100%,0.0,95.93,605,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM379279.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GPBDEPP013"",""HM379279.1"")"
"Micropterix tunbergella voucher UKLB31H03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix tunbergella,673,673,100%,0.0,95.69,648,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM405746.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GPBDEPP013"",""HM405746.1"")"
"Micropterix schaefferi voucher TLMF Lep 07475 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix schaefferi,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP253213.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GPBDEPP013"",""KP253213.1"")"
"Micropterix schaefferi voucher BC ZSM Lep 29123 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix schaefferi,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ563462.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GPBDEPP013"",""HQ563462.1"")"
"Micropterix vulturensis voucher CCDB-02227-F10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix vulturensis,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU663029.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GPBDEPP013"",""GU663029.1"")"
"Micropterix schaefferi voucher CCDB-02227-F08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix schaefferi,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU663028.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GPBDEPP013"",""GU663028.1"")"
"Micropterix myrtetella voucher CCDB-02227-F07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix myrtetella,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU663012.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GPBDEPP013"",""GU663012.1"")"
"Micropterix schaefferi voucher TLMF Lep 03681 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix schaefferi,662,662,100%,0.0,95.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN307347.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GPBDEPP013"",""JN307347.1"")"
"Micropterix tunbergella voucher BC ZSM Lep 29122 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix tunbergella,660,660,96%,0.0,96.04,644,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ563461.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GPBDEPP013"",""HQ563461.1"")"
"Micropterix calthella voucher UNK-93-0073 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix calthella,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU696052.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GPBDEPP013"",""GU696052.1"")"
"Micropterix calthella voucher CCDB-02227-H01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix calthella,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU663032.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GPBDEPP013"",""GU663032.1"")"
"Micropterix sp. BOLD:AAG1207 voucher CCDB-02223-H05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix sp. BOLD:AAG1207,656,656,100%,0.0,94.98,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU662969.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GPBDEPP013"",""GU662969.1"")"
"Micropterix calthella voucher UNK-93-0059 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix calthella,654,654,99%,0.0,94.96,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF491864.1?report=genbank&log$=nucltop&blast_rank=14&RID=8GPBDEPP013"",""KF491864.1"")"
"Micropterix klimeschi voucher CCDB-02228-C06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix klimeschi,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM379281.1?report=genbank&log$=nucltop&blast_rank=15&RID=8GPBDEPP013"",""HM379281.1"")"
"Micropterix aureoviridella voucher CCDB-02227-F11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix aureoviridella,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM424686.1?report=genbank&log$=nucltop&blast_rank=16&RID=8GPBDEPP013"",""HM424686.1"")"
"Micropterix sp. BOLD:AAI1533 voucher CCDB-02223-H09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix sp. BOLD:AAI1533,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU662966.1?report=genbank&log$=nucltop&blast_rank=17&RID=8GPBDEPP013"",""GU662966.1"")"
"Micropterix islamella voucher CCDB-02228-E10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix islamella,643,643,96%,7e-180,95.30,591,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ200895.1?report=genbank&log$=nucltop&blast_rank=18&RID=8GPBDEPP013"",""HQ200895.1"")"
"Micropterix aruncella voucher TLMF Lep 05035 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix aruncella,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042349.1?report=genbank&log$=nucltop&blast_rank=19&RID=8GPBDEPP013"",""KX042349.1"")"
"Micropterix aruncella voucher TLMF Lep 05090 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix aruncella,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042278.1?report=genbank&log$=nucltop&blast_rank=20&RID=8GPBDEPP013"",""KX042278.1"")"
"Micropterix aruncella voucher TLMF Lep 01618 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix aruncella,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ968824.1?report=genbank&log$=nucltop&blast_rank=21&RID=8GPBDEPP013"",""HQ968824.1"")"
"Micropterix sicanella voucher CCDB-02223-H03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix sicanella,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU662968.1?report=genbank&log$=nucltop&blast_rank=22&RID=8GPBDEPP013"",""GU662968.1"")"
"Micropterix aruncella voucher TLMF Lep 05195 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix aruncella,634,634,100%,4e-177,94.02,642,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042569.1?report=genbank&log$=nucltop&blast_rank=23&RID=8GPBDEPP013"",""KX042569.1"")"
"Micropterix aruncella voucher TLMF Lep 05055 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix aruncella,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX042274.1?report=genbank&log$=nucltop&blast_rank=24&RID=8GPBDEPP013"",""KX042274.1"")"
"Micropterix rothenbachii voucher TLMF Lep 07951 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix rothenbachii,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP253332.1?report=genbank&log$=nucltop&blast_rank=25&RID=8GPBDEPP013"",""KP253332.1"")"
"Micropterix aruncella voucher TLMF Lep 10050 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Micropterix aruncella,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM572792.1?report=genbank&log$=nucltop&blast_rank=26&RID=8GPBDEPP013"",""KM572792.1"")"
