0007eb6292445a08ff00a8cde1a24e4a,HM387252.1,99.522,418,2,0,1,418,241,658,0.0,761
0007eb6292445a08ff00a8cde1a24e4a,JF847449.1,99.282,418,3,0,1,418,241,658,0.0,756
0007eb6292445a08ff00a8cde1a24e4a,HM871063.1,99.282,418,3,0,1,418,241,658,0.0,756
0007eb6292445a08ff00a8cde1a24e4a,HM387274.1,99.043,418,4,0,1,418,241,658,0.0,750
0007eb6292445a08ff00a8cde1a24e4a,MG357197.1,98.086,418,8,0,1,418,241,658,0.0,728
0007eb6292445a08ff00a8cde1a24e4a,KT143117.1,97.847,418,9,0,1,418,241,658,0.0,723
0007eb6292445a08ff00a8cde1a24e4a,KT130367.1,97.847,418,9,0,1,418,241,658,0.0,723
0007eb6292445a08ff00a8cde1a24e4a,KF491702.1,97.847,418,9,0,1,418,241,658,0.0,723
0007eb6292445a08ff00a8cde1a24e4a,HM890692.1,97.847,418,9,0,1,418,241,658,0.0,723
0007eb6292445a08ff00a8cde1a24e4a,HQ552895.1,97.847,418,9,0,1,418,241,658,0.0,723
0007eb6292445a08ff00a8cde1a24e4a,GU800928.1,97.847,418,9,0,1,418,241,658,0.0,723
0007eb6292445a08ff00a8cde1a24e4a,GU800678.1,97.847,418,9,0,1,418,241,658,0.0,723
0007eb6292445a08ff00a8cde1a24e4a,GU800130.1,97.847,418,9,0,1,418,241,658,0.0,723
0007eb6292445a08ff00a8cde1a24e4a,KT125000.1,97.608,418,10,0,1,418,241,658,0.0,717
0007eb6292445a08ff00a8cde1a24e4a,KM543322.1,97.608,418,10,0,1,418,241,658,0.0,717
0007eb6292445a08ff00a8cde1a24e4a,KT134853.1,97.129,418,12,0,1,418,241,658,0.0,706
0007eb6292445a08ff00a8cde1a24e4a,HQ948589.1,97.129,418,12,0,1,418,241,658,0.0,706
0007eb6292445a08ff00a8cde1a24e4a,HQ948482.1,96.890,418,13,0,1,418,241,658,0.0,701
0007eb6292445a08ff00a8cde1a24e4a,HQ948481.1,96.890,418,13,0,1,418,241,658,0.0,701
0007eb6292445a08ff00a8cde1a24e4a,KP253721.1,96.651,418,14,0,1,418,241,658,0.0,695
0007eb6292445a08ff00a8cde1a24e4a,KJ086891.1,96.651,418,14,0,1,418,241,658,0.0,695
0007eb6292445a08ff00a8cde1a24e4a,KM550784.1,97.995,399,8,0,1,399,241,639,0.0,693
0007eb6292445a08ff00a8cde1a24e4a,KJ208615.1,97.761,402,9,0,1,402,241,642,0.0,693
0007eb6292445a08ff00a8cde1a24e4a,HQ948483.1,96.411,418,15,0,1,418,241,658,0.0,693
0007eb6292445a08ff00a8cde1a24e4a,KX040296.1,96.411,418,15,0,1,418,240,657,0.0,689
0007eb6292445a08ff00a8cde1a24e4a,KX040016.1,96.411,418,15,0,1,418,202,619,0.0,689
