Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Ypsolopha mucronella voucher BC ZSM Lep 61412 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha mucronella,595,595,100%,2e-165,92.34,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX044948.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GNTKHYS013"",""KX044948.1"")"
"Ypsolopha mucronella voucher BC ZSM Lep 28329 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha mucronella,595,595,100%,2e-165,92.34,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX040315.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GNTKHYS013"",""KX040315.1"")"
"Ypsolopha mucronella voucher TLMF Lep 02661 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha mucronella,595,595,100%,2e-165,92.34,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF860193.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GNTKHYS013"",""JF860193.1"")"
"Ypsolopha sarmaticella voucher MM12426 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha sarmaticella,479,479,100%,2e-130,87.32,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT782355.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GNTKHYS013"",""KT782355.1"")"
"Ypsolopha sarmaticella voucher MM17637 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha sarmaticella,479,479,100%,2e-130,87.32,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF853928.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GNTKHYS013"",""JF853928.1"")"
"Ypsolopha nigrimaculata voucher JCS-06-0102 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha nigrimaculata,477,477,99%,8e-130,87.29,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF523859.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GNTKHYS013"",""KF523859.1"")"
"Kessleria apenninica voucher TLMF Lep 01664 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Kessleria apenninica,472,472,99%,4e-128,87.05,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ968868.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GNTKHYS013"",""HQ968868.1"")"
"Kessleria apenninica voucher TLMF Lep 01663 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Kessleria apenninica,472,472,99%,4e-128,87.05,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ968867.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GNTKHYS013"",""HQ968867.1"")"
"Teleiodes saltuum voucher BC ZSM Lep 82604 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Teleiodes saltuum,468,468,100%,5e-127,86.84,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN803625.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GNTKHYS013"",""MN803625.1"")"
"Teleiopsis sp. KLM Lep 03201 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Teleiopsis sp. KLM Lep 03201,468,468,100%,5e-127,86.84,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH416822.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GNTKHYS013"",""MH416822.1"")"
