Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Ypsolopha parenthesella voucher BC ZSM Lep 23055 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha parenthesella,678,678,100%,0.0,95.93,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706333.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GNGZJNE013"",""GU706333.1"")"
"Ypsolopha parenthesella voucher TLMF Lep 03659 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha parenthesella,673,673,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN287252.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GNGZJNE013"",""JN287252.1"")"
"Ypsolopha parenthesella voucher BC ZSM Lep 23054 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha parenthesella,673,673,100%,0.0,95.69,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU706332.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GNGZJNE013"",""GU706332.1"")"
"Ypsolopha parenthesella voucher KB08050 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha parenthesella,667,667,100%,0.0,95.45,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM387246.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GNGZJNE013"",""HM387246.1"")"
"Ypsolopha distinctata voucher LGE-G502 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Ypsolopha distinctata,662,662,100%,0.0,95.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OL415154.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GNGZJNE013"",""OL415154.1"")"
"Ypsolopha parenthesella voucher MM08153 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha parenthesella,662,662,100%,0.0,95.22,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM873796.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GNGZJNE013"",""HM873796.1"")"
"Ypsolopha sylvella voucher MM24093 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha sylvella,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ610013.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GNGZJNE013"",""MZ610013.1"")"
"Ypsolopha parenthesella voucher MM02344 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha parenthesella,645,645,100%,2e-180,94.50,630,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871493.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GNGZJNE013"",""HM871493.1"")"
"Ypsolopha parenthesella voucher MM00769 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha parenthesella,645,645,100%,2e-180,94.50,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871183.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GNGZJNE013"",""HM871183.1"")"
"Ypsolopha ustella voucher BC ZSM Lep 28341 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha ustella,640,640,100%,9e-179,94.26,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ955409.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GNGZJNE013"",""HQ955409.1"")"
"Ypsolopha ustella voucher INV01030 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Ypsolopha ustella,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK300078.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GNGZJNE013"",""MK300078.1"")"
"Ypsolopha sylvella voucher MM17214 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha sylvella,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT782589.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GNGZJNE013"",""KT782589.1"")"
"Ypsolopha ustella voucher UKLB38A03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha ustella,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX043248.1?report=genbank&log$=nucltop&blast_rank=13&RID=8GNGZJNE013"",""KX043248.1"")"
"Ypsolopha ustella voucher TLMF Lep 08034 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha ustella,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM572925.1?report=genbank&log$=nucltop&blast_rank=14&RID=8GNGZJNE013"",""KM572925.1"")"
"Ypsolopha sylvella voucher BC ZSM Lep 28337 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha sylvella,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ955408.1?report=genbank&log$=nucltop&blast_rank=15&RID=8GNGZJNE013"",""HQ955408.1"")"
"Ypsolopha sylvella voucher MM00347 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha sylvella,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM870970.1?report=genbank&log$=nucltop&blast_rank=16&RID=8GNGZJNE013"",""HM870970.1"")"
"Ypsolopha ustella voucher MM13377 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha ustella,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875616.1?report=genbank&log$=nucltop&blast_rank=17&RID=8GNGZJNE013"",""HM875616.1"")"
"Ypsolopha ustella voucher MM09709 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha ustella,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM386974.1?report=genbank&log$=nucltop&blast_rank=18&RID=8GNGZJNE013"",""HM386974.1"")"
"Ypsolopha ustella voucher BC ZSM Lep 25750 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha ustella,634,634,100%,4e-177,94.02,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU707031.1?report=genbank&log$=nucltop&blast_rank=19&RID=8GNGZJNE013"",""GU707031.1"")"
"Ypsolopha ustella voucher INV03672 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Ypsolopha ustella,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK300079.1?report=genbank&log$=nucltop&blast_rank=20&RID=8GNGZJNE013"",""MK300079.1"")"
"Ypsolopha ustella voucher RMNH.INS.538660 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha ustella,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX049993.1?report=genbank&log$=nucltop&blast_rank=21&RID=8GNGZJNE013"",""KX049993.1"")"
"Ypsolopha ustella voucher UKLB38A09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha ustella,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX043175.1?report=genbank&log$=nucltop&blast_rank=22&RID=8GNGZJNE013"",""KX043175.1"")"
"Lepidoptera sp. LC01671 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Lepidoptera sp. LC01671,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ129143.1?report=genbank&log$=nucltop&blast_rank=23&RID=8GNGZJNE013"",""MZ129143.1"")"
