Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Aglais ladakensis mitochondrion, complete genome",Nymphalis ladakensis,579,579,99%,2e-160,91.87,15222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN732892.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""MN732892.1"")"
"Aglais ladakensis voucher AL3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Nymphalis ladakensis,579,579,99%,2e-160,91.87,1450,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY128338.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""KY128338.1"")"
"Nymphalis urticae genome assembly, chromosome: 24",Nymphalis urticae,569,569,93%,1e-157,93.13,9827152,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR990007.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""LR990007.1"")"
"Nymphalis urticae genome assembly, chromosome: 22",Nymphalis urticae,555,751,99%,4e-153,91.15,9996451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR990005.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""LR990005.1"")"
"Aglais milberti voucher CBjS07-1221o cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Nymphalis milberti,551,551,99%,5e-152,90.67,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT130679.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""KT130679.1"")"
"Aglais ichnusa voucher RVcoll.11-E500.1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Nymphalis ichnusa,545,545,99%,2e-150,90.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH419627.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""MH419627.1"")"
"Aglais ichnusa voucher RVcoll.11-E522 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Nymphalis ichnusa,545,545,99%,2e-150,90.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH418974.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""MH418974.1"")"
"Aglais ichnusa voucher RVcoll.13-T222 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Nymphalis ichnusa,545,545,99%,2e-150,90.43,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH418510.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""MH418510.1"")"
"Aglais milberti voucher AM3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Nymphalis milberti,545,545,99%,2e-150,90.43,1450,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY128339.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""KY128339.1"")"
"Aglais ichnusa voucher AIC1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Nymphalis ichnusa,545,545,99%,2e-150,90.43,651,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY128336.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""KY128336.1"")"
