Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Elophila nymphaeata voucher RMNH.INS.540606 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elophila nymphaeata,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX048791.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""KX048791.1"")"
"Elophila nymphaeata voucher BC ZSM Lep 52973 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elophila nymphaeata,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX045022.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""KX045022.1"")"
"Elophila nymphaeata voucher NHMO-08176 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elophila nymphaeata,689,689,100%,0.0,96.41,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX048340.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""KX048340.1"")"
"Elophila nymphaeata voucher BC ZSM Lep 27892 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elophila nymphaeata,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ955294.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""HQ955294.1"")"
"Elophila nymphaeata voucher TLMF Lep 08207 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elophila nymphaeata,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM572590.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""KM572590.1"")"
"Elophila nymphaeata voucher MM01074 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Elophila nymphaeata,689,689,100%,0.0,96.41,670,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU828657.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""GU828657.1"")"
"Elophila nymphaeata voucher BC ZSM Lep 25771 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elophila nymphaeata,689,689,100%,0.0,96.41,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU707073.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""GU707073.1"")"
"Elophila nymphaeata voucher UKLB25D07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elophila nymphaeata,688,688,99%,0.0,96.40,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM405720.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""HM405720.1"")"
"Elophila nymphaeata voucher RMNH.INS.544368 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elophila nymphaeata,684,684,100%,0.0,96.17,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX048436.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""KX048436.1"")"
"Elophila interruptalis mitochondrion, complete genome",Elophila interruptalis,640,640,100%,9e-179,94.26,15351,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NC_021756.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""NC_021756.1"")"
