Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Elachista freyerella voucher TLMF Lep 14799 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elachista freyerella,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP253721.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GNTKHYS013"",""KP253721.1"")"
"Elachista exactella voucher MM00548 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elachista exactella,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871063.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GNTKHYS013"",""HM871063.1"")"
"Elachista cycotis voucher 10ANIC-04833 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elachista cycotis,717,717,100%,0.0,97.61,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ948589.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GNTKHYS013"",""HQ948589.1"")"
"Elachista sp. ANICLK3 voucher 10ANIC-04831 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elachista sp. ANICLK3,715,715,99%,0.0,97.60,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ948588.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GNTKHYS013"",""HQ948588.1"")"
"Elachista freyerella voucher BC ZSM Lep 29075 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elachista freyerella,712,712,100%,0.0,97.37,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX040296.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GNTKHYS013"",""KX040296.1"")"
"Elachista freyerella voucher BC ZSM Lep 50798 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elachista freyerella,712,712,100%,0.0,97.37,619,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX040016.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GNTKHYS013"",""KX040016.1"")"
"Elachista freyerella voucher TLMF Lep 07956 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elachista freyerella,712,712,100%,0.0,97.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM572114.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GNTKHYS013"",""KM572114.1"")"
"Elachista exactella voucher MM25305 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elachista exactella,712,712,100%,0.0,97.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MZ609996.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GNTKHYS013"",""MZ609996.1"")"
"Elachista freyerella voucher MM13724 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elachista freyerella,712,712,100%,0.0,97.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875753.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GNTKHYS013"",""HM875753.1"")"
"Elachista freyerella voucher MM13723 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elachista freyerella,712,712,100%,0.0,97.37,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875752.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GNTKHYS013"",""HM875752.1"")"
"Elachista freyerella voucher MM13722 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elachista freyerella,712,712,100%,0.0,97.37,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM875751.1?report=genbank&log$=nucltop&blast_rank=11&RID=8GNTKHYS013"",""HM875751.1"")"
"Elachista cycotis voucher 10ANIC-04712 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Elachista cycotis,712,712,100%,0.0,97.37,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ948482.1?report=genbank&log$=nucltop&blast_rank=12&RID=8GNTKHYS013"",""HQ948482.1"")"
