Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Ypsolopha mucronella voucher BC ZSM Lep 61412 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha mucronella,606,606,100%,1e-168,92.82,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX044948.1?report=genbank&log$=nucltop&blast_rank=1&RID=8GP03A6U016"",""KX044948.1"")"
"Ypsolopha mucronella voucher BC ZSM Lep 28329 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha mucronella,606,606,100%,1e-168,92.82,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX040315.1?report=genbank&log$=nucltop&blast_rank=2&RID=8GP03A6U016"",""KX040315.1"")"
"Ypsolopha mucronella voucher TLMF Lep 02661 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha mucronella,606,606,100%,1e-168,92.82,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF860193.1?report=genbank&log$=nucltop&blast_rank=3&RID=8GP03A6U016"",""JF860193.1"")"
"Zeuzera sp. PK02 voucher NIBGE MOT-02930 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Zeuzera sp. PK02,512,512,100%,2e-140,88.84,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX860327.1?report=genbank&log$=nucltop&blast_rank=4&RID=8GP03A6U016"",""KX860327.1"")"
"Ypsolopha falcella voucher TLMF Lep 08241 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha falcella,512,512,100%,2e-140,88.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573686.1?report=genbank&log$=nucltop&blast_rank=5&RID=8GP03A6U016"",""KM573686.1"")"
"Zeuzera leuconotum voucher ZLyn1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Zeuzera leuconotum,512,512,100%,2e-140,88.76,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KC791485.1?report=genbank&log$=nucltop&blast_rank=6&RID=8GP03A6U016"",""KC791485.1"")"
"Peridea ferruginea voucher 11-NCCC-815 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Peridea ferruginea,507,507,100%,1e-138,88.60,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF103633.1?report=genbank&log$=nucltop&blast_rank=7&RID=8GP03A6U016"",""MF103633.1"")"
"Zeuzera sp. PK02 voucher NIBGE MOT-02929 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Zeuzera sp. PK02,507,507,100%,1e-138,88.60,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX860870.1?report=genbank&log$=nucltop&blast_rank=8&RID=8GP03A6U016"",""KX860870.1"")"
"Ypsolopha yasudai voucher JCS-06-0147 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ypsolopha yasudai,507,507,100%,1e-138,88.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF523861.1?report=genbank&log$=nucltop&blast_rank=9&RID=8GP03A6U016"",""KF523861.1"")"
"Macrobathra sp. ANIC8 voucher 11ANIC-13196 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrobathra sp. ANIC8,507,507,100%,1e-138,88.52,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF393020.1?report=genbank&log$=nucltop&blast_rank=10&RID=8GP03A6U016"",""KF393020.1"")"
