Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Sorhagenia rhamniella voucher MM23390 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sorhagenia rhamniella,695,695,100%,0.0,96.65,628,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK065118.1?report=genbank&log$=nucltop&blast_rank=1&RID=8E8XF8GY016"",""OK065118.1"")"
"Sorhagenia rhamniella voucher MM09736 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sorhagenia rhamniella,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM386997.1?report=genbank&log$=nucltop&blast_rank=2&RID=8E8XF8GY016"",""HM386997.1"")"
"Sorhagenia rhamniella voucher TLMF Lep 08064 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sorhagenia rhamniella,695,695,100%,0.0,96.65,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM572344.1?report=genbank&log$=nucltop&blast_rank=3&RID=8E8XF8GY016"",""KM572344.1"")"
"Sorhagenia baucidis voucher BIOUG03128-G11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sorhagenia baucidis,651,651,100%,0.0,94.74,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM549797.1?report=genbank&log$=nucltop&blast_rank=4&RID=8E8XF8GY016"",""KM549797.1"")"
"Sorhagenia nimbosa voucher UBC-2007-0735 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sorhagenia nimbosa,628,628,100%,2e-175,93.78,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ412962.1?report=genbank&log$=nucltop&blast_rank=5&RID=8E8XF8GY016"",""FJ412962.1"")"
"Sorhagenia janiszewskae voucher TLMF Lep 28226 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sorhagenia janiszewskae,623,623,100%,1e-173,93.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW378642.1?report=genbank&log$=nucltop&blast_rank=6&RID=8E8XF8GY016"",""MW378642.1"")"
"Sorhagenia janiszewskae voucher MM02332 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sorhagenia janiszewskae,623,623,100%,1e-173,93.54,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM871487.1?report=genbank&log$=nucltop&blast_rank=7&RID=8E8XF8GY016"",""HM871487.1"")"
"Sorhagenia janiszewskae voucher MM02330 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Sorhagenia janiszewskae,623,623,100%,1e-173,93.54,609,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU828681.1?report=genbank&log$=nucltop&blast_rank=8&RID=8E8XF8GY016"",""GU828681.1"")"
"Sorhagenia janiszewskae voucher TLMF Lep 09190 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sorhagenia janiszewskae,617,617,100%,4e-172,93.30,658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM573161.1?report=genbank&log$=nucltop&blast_rank=9&RID=8E8XF8GY016"",""KM573161.1"")"
"Sorhagenia janiszewskae voucher MM25303 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sorhagenia janiszewskae,617,617,100%,4e-172,93.30,626,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK065120.1?report=genbank&log$=nucltop&blast_rank=10&RID=8E8XF8GY016"",""OK065120.1"")"
